ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_accounts_receivable,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,land_and_improvements,properties,current_assets,other_current_assets,current_deferred_assets,prepaid_assets,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,non_current_deferred_taxes_liabilities,non_current_deferred_taxes_assets
302300000.0,302300000.0,1611400000.0,3961700000.0,-2595200000.0,4186600000.0,-2461600000.0,-2595200000.0,283100000.0,508000000.0,508000000.0,508000000.0,508000000.0,-111100000.0,-111100000.0,-1647100000.0,2266200000.0,2266200000.0,,12035800000.0,3840700000.0,119300000.0,3438300000.0,3438300000.0,283100000.0,283100000.0,8195100000.0,3741300000.0,3741300000.0,3678600000.0,3678600000.0,3678600000.0,268900000.0,506300000.0,380400000.0,125900000.0,125900000.0,12543800000.0,6810400000.0,478100000.0,520300000.0,,2094700000.0,2094700000.0,2094700000.0,3103200000.0,355500000.0,2747700000.0,614100000.0,,614100000.0,,614100000.0,,,,5733500000.0,381100000.0,310600000.0,381100000.0,1238100000.0,,1238100000.0,-8400000.0,1246500000.0,3803700000.0,1736500000.0,2067200000.0,2022-10-31,,
302400000.0,302400000.0,2334000000.0,3954500000.0,-2545000000.0,4409300000.0,-3069300000.0,-2545000000.0,274200000.0,729000000.0,729000000.0,729000000.0,729000000.0,-11100000.0,-11100000.0,-1562900000.0,2303000000.0,2303000000.0,,12434400000.0,3959300000.0,73600000.0,3611500000.0,3611500000.0,274200000.0,274200000.0,8475100000.0,3942500000.0,3942500000.0,3680300000.0,3680300000.0,3680300000.0,395100000.0,457200000.0,328900000.0,128300000.0,128300000.0,13163400000.0,7757600000.0,555900000.0,511300000.0,,2820600000.0,2820600000.0,2820600000.0,3274000000.0,361700000.0,2912300000.0,595800000.0,,595800000.0,,595800000.0,,,,5405800000.0,467400000.0,313400000.0,,1278100000.0,,1278100000.0,-8800000.0,1286900000.0,3346900000.0,2000600000.0,1346300000.0,2023-01-31,,
305600000.0,305600000.0,1689200000.0,3946600000.0,-2035000000.0,4914500000.0,-2227600000.0,-2035000000.0,264500000.0,1232400000.0,1232400000.0,1232400000.0,1232400000.0,-20700000.0,-20700000.0,-1455100000.0,2708200000.0,2708200000.0,,12938100000.0,4296900000.0,89500000.0,3942900000.0,3942900000.0,264500000.0,264500000.0,8641200000.0,4146700000.0,4146700000.0,3682100000.0,3682100000.0,3682100000.0,344700000.0,467700000.0,376100000.0,91600000.0,91600000.0,14170500000.0,7756900000.0,686100000.0,503600000.0,,2709800000.0,2709800000.0,2709800000.0,3267400000.0,340600000.0,2926800000.0,590000000.0,,590000000.0,,590000000.0,,,,6413600000.0,694500000.0,317300000.0,,1443600000.0,,1443600000.0,-8600000.0,1452000000.0,3958200000.0,1965300000.0,1992900000.0,2023-04-30,,
308300000.0,308300000.0,856200000.0,2270700000.0,-1493800000.0,3739900000.0,-1689500000.0,-1493800000.0,279200000.0,1748400000.0,1748400000.0,1748400000.0,1748400000.0,-43200000.0,-43200000.0,-1227400000.0,3019000000.0,3019000000.0,0.0,12752700000.0,5015200000.0,114200000.0,4621800000.0,4621800000.0,279200000.0,279200000.0,7737500000.0,4674600000.0,4674600000.0,1991500000.0,1991500000.0,1991500000.0,548300000.0,523100000.0,390800000.0,132300000.0,132300000.0,14501100000.0,8453100000.0,344800000.0,547100000.0,653300000.0,3047900000.0,3047900000.0,3047900000.0,3242200000.0,315400000.0,2926800000.0,617800000.0,-528300000.0,1146100000.0,268900000.0,310200000.0,479800000.0,87200000.0,0.0,6048000000.0,466800000.0,339200000.0,466800000.0,2852000000.0,388800000.0,2463200000.0,-7800000.0,2471000000.0,2390000000.0,1254700000.0,1135300000.0,2023-07-31,,
313700000.0,313700000.0,,2222500000.0,-1046800000.0,4117200000.0,-1035800000.0,-1046800000.0,275800000.0,2170500000.0,2170500000.0,2170500000.0,2170500000.0,-93000000.0,-93000000.0,-1033200000.0,3296700000.0,3296700000.0,0.0,12638000000.0,5124600000.0,138000000.0,4710800000.0,4710800000.0,275800000.0,275800000.0,7513400000.0,4732000000.0,4732000000.0,1946700000.0,1946700000.0,1946700000.0,331400000.0,503300000.0,371500000.0,131800000.0,131800000.0,14808500000.0,8330900000.0,342600000.0,515400000.0,639800000.0,2988900000.0,2988900000.0,2988900000.0,3217300000.0,290500000.0,2926800000.0,626900000.0,,626900000.0,,626900000.0,,,,6477600000.0,396200000.0,328700000.0,,1858900000.0,445900000.0,1413000000.0,-8200000.0,1421200000.0,3893800000.0,1402400000.0,2491400000.0,2023-10-31,,
322700000.0,322700000.0,39300000.0,2184500000.0,544400000.0,6179000000.0,-1318800000.0,544400000.0,362700000.0,4357200000.0,4357200000.0,4357200000.0,4357200000.0,-6500000.0,-6500000.0,713700000.0,3650000000.0,3650000000.0,0.0,13934800000.0,6169300000.0,317800000.0,5488800000.0,4900300000.0,362700000.0,362700000.0,7765500000.0,4918100000.0,4918100000.0,1821800000.0,1821800000.0,1821800000.0,452600000.0,573000000.0,394200000.0,178800000.0,178800000.0,18292000000.0,11845300000.0,326000000.0,2738900000.0,639900000.0,3619600000.0,3619600000.0,3619600000.0,3812800000.0,440100000.0,3372700000.0,708100000.0,,708100000.0,,708100000.0,,,,6446700000.0,405900000.0,328000000.0,,2341800000.0,445500000.0,1896300000.0,-6500000.0,1902800000.0,3371000000.0,1588500000.0,1782500000.0,2024-01-31,588500000.0,2234300000.0
