free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_preferred_stock_issuance,preferred_stock_payments,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_properties_purchase_and_sale,sale_of_investment_properties,purchase_of_investment_properties,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,dividend_received_cfo,change_in_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,other_non_cash_items,stock_based_compensation,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
286776000.0,0.0,-865819000.0,1204146000.0,0.0,-3342000.0,59386000.0,4468000.0,97735000.0,94354000.0,3381000.0,119468000.0,119468000.0,-17977000.0,0.0,-200882000.0,-200882000.0,0.0,0.0,0.0,0.0,0.0,338327000.0,338327000.0,-865819000.0,1204146000.0,-406205000.0,-406205000.0,-189488000.0,-197081000.0,0.0,-197081000.0,-16294000.0,0.0,-16294000.0,-3342000.0,-3342000.0,290118000.0,290118000.0,3782000.0,-12003000.0,4869000.0,2999000.0,-19871000.0,-7015000.0,5955000.0,79920000.0,79920000.0,0.0,0.0,0.0,219479000.0,2022-12-31
277719000.0,-5000000.0,-1879049000.0,1881592000.0,,-3930000.0,78656000.0,1910000.0,50442000.0,97735000.0,-47293000.0,-242603000.0,-242603000.0,-20158000.0,,-219988000.0,-219988000.0,-5000000.0,-5000000.0,,,,2543000.0,2543000.0,-1879049000.0,1881592000.0,-86339000.0,-86339000.0,2711000.0,-64058000.0,,-64058000.0,-21062000.0,0.0,-21062000.0,-3930000.0,-3930000.0,281649000.0,281649000.0,3789000.0,-9499000.0,-11573000.0,-2650000.0,4724000.0,-5508000.0,5499000.0,78490000.0,78490000.0,,,,208878000.0,2023-03-31
345903000.0,0.0,-1367329000.0,1548000000.0,,-1975000.0,71803000.0,0.0,52913000.0,50442000.0,2471000.0,-74160000.0,-74160000.0,-36036000.0,,-218795000.0,-218795000.0,0.0,0.0,,,,180671000.0,180671000.0,-1367329000.0,1548000000.0,-271247000.0,-271247000.0,-19652000.0,-99556000.0,,-100602000.0,-150064000.0,0.0,-150064000.0,-1975000.0,-1975000.0,347878000.0,347878000.0,3805000.0,47015000.0,40984000.0,-25479000.0,31510000.0,-4280000.0,6940000.0,79086000.0,79086000.0,,,,215312000.0,2023-06-30
404822000.0,0.0,-1371377000.0,2715073000.0,,-3610000.0,57110000.0,18312000.0,223121000.0,52913000.0,170208000.0,1040242000.0,1040242000.0,-38168000.0,,-265286000.0,-265286000.0,0.0,0.0,0.0,0.0,,1343696000.0,1343696000.0,-1371377000.0,2715073000.0,-1278466000.0,-1278466000.0,13807000.0,-98120000.0,1086000.0,-99206000.0,-1190543000.0,0.0,-1190543000.0,-3610000.0,-3610000.0,408432000.0,408432000.0,3890000.0,47301000.0,-45781000.0,-4994000.0,98076000.0,-947000.0,6994000.0,152338000.0,152338000.0,,,,198856000.0,2023-09-30
358036000.0,-377000.0,-2471229000.0,2518338000.0,,-6479000.0,130983000.0,2531000.0,105083000.0,223121000.0,-118038000.0,-300349000.0,-300349000.0,-4809000.0,,-342272000.0,-342272000.0,-377000.0,-377000.0,0.0,0.0,,47109000.0,47109000.0,-2471229000.0,2518338000.0,-182204000.0,-182204000.0,-17678000.0,-157026000.0,0.0,-157026000.0,-1021000.0,0.0,-1021000.0,-6479000.0,-6479000.0,364515000.0,364515000.0,8576000.0,-85375000.0,13288000.0,616000.0,-99279000.0,10563000.0,7205000.0,196139000.0,196139000.0,,,,227407000.0,2023-12-31
