free_cash_flow,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,gain_loss_on_sale_of_ppe,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
48000000.0,-134000000.0,215000000.0,-160000000.0,111000000.0,53000000.0,552000000.0,555000000.0,73000000.0,-76000000.0,-142000000.0,-142000000.0,-10000000.0,-7000000.0,-206000000.0,-206000000.0,81000000.0,81000000.0,-134000000.0,215000000.0,0.0,0.0,0.0,-142000000.0,-142000000.0,7000000.0,0.0,0.0,11000000.0,11000000.0,0.0,0.0,0.0,-160000000.0,-160000000.0,208000000.0,208000000.0,-38000000.0,133000000.0,-278000000.0,-278000000.0,-168000000.0,-85000000.0,192000000.0,192000000.0,-11000000.0,12000000.0,0.0,-15000000.0,-15000000.0,282000000.0,282000000.0,,,,2000000.0,,3000000.0,-24000000.0,2022-12-31
-48000000.0,-100000000.0,393000000.0,-175000000.0,66000000.0,227000000.0,617000000.0,552000000.0,27000000.0,38000000.0,78000000.0,78000000.0,-9000000.0,,-206000000.0,-206000000.0,293000000.0,293000000.0,-100000000.0,393000000.0,,,,-167000000.0,-167000000.0,7000000.0,,,1000000.0,1000000.0,,0.0,0.0,-175000000.0,-175000000.0,127000000.0,127000000.0,-127000000.0,-88000000.0,-195000000.0,-195000000.0,-144000000.0,219000000.0,-63000000.0,-63000000.0,-7000000.0,12000000.0,,-28000000.0,-28000000.0,276000000.0,276000000.0,171000000.0,171000000.0,105000000.0,9000000.0,-5000000.0,14000000.0,-8000000.0,2023-03-31
133000000.0,-328000000.0,-393000000.0,-115000000.0,125000000.0,177000000.0,652000000.0,617000000.0,12000000.0,23000000.0,-944000000.0,-944000000.0,-16000000.0,,-207000000.0,-207000000.0,-721000000.0,-421000000.0,-28000000.0,-393000000.0,,,,719000000.0,719000000.0,14000000.0,,,820000000.0,820000000.0,,0.0,0.0,-115000000.0,-115000000.0,248000000.0,248000000.0,-128000000.0,-90000000.0,-145000000.0,-145000000.0,52000000.0,114000000.0,-7000000.0,-7000000.0,-11000000.0,20000000.0,,1000000.0,1000000.0,287000000.0,287000000.0,,,,8000000.0,,5000000.0,27000000.0,2023-06-30
320000000.0,-214000000.0,0.0,-100000000.0,70000000.0,46000000.0,662000000.0,652000000.0,-69000000.0,79000000.0,-427000000.0,-427000000.0,-7000000.0,,-206000000.0,-206000000.0,-214000000.0,-59000000.0,-59000000.0,0.0,-155000000.0,-155000000.0,,86000000.0,86000000.0,1000000.0,,,185000000.0,185000000.0,0.0,0.0,0.0,-100000000.0,-100000000.0,420000000.0,420000000.0,93000000.0,61000000.0,-116000000.0,-116000000.0,-148000000.0,156000000.0,-8000000.0,-8000000.0,-7000000.0,18000000.0,18000000.0,-32000000.0,-32000000.0,292000000.0,292000000.0,,,,11000000.0,,10000000.0,27000000.0,2023-09-30
531000000.0,-299000000.0,0.0,-113000000.0,109000000.0,128000000.0,735000000.0,662000000.0,51000000.0,22000000.0,-558000000.0,-558000000.0,-52000000.0,,-207000000.0,-207000000.0,-299000000.0,-99000000.0,-99000000.0,0.0,-200000000.0,-200000000.0,,-64000000.0,-64000000.0,5000000.0,0.0,0.0,44000000.0,44000000.0,0.0,0.0,0.0,-113000000.0,-113000000.0,644000000.0,644000000.0,647000000.0,-34000000.0,436000000.0,436000000.0,201000000.0,116000000.0,129000000.0,129000000.0,-11000000.0,15000000.0,2633000000.0,-310000000.0,-310000000.0,287000000.0,287000000.0,,,,-8000000.0,,-6000000.0,-2609000000.0,2023-12-31
