ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_note_receivables,goodwill_and_other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,restricted_cash,inventory,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
158019398.0,158019398.0,17538919000.0,18787858000.0,5346315000.0,23715110000.0,3046965000.0,5346315000.0,560321000.0,5487573000.0,23128255000.0,5487573000.0,5487573000.0,57420000.0,57420000.0,3654081000.0,1697062000.0,79010000.0,79010000.0,20451368000.0,18514316000.0,364528000.0,18149788000.0,509106000.0,17640682000.0,1937052000.0,638070000.0,51215000.0,586855000.0,586855000.0,1298982000.0,496202000.0,802780000.0,,,802780000.0,25938941000.0,20954924000.0,580790000.0,87262000.0,87262000.0,16240832000.0,141258000.0,141258000.0,3904782000.0,-1585271000.0,5490053000.0,,,5490053000.0,,,,,4984017000.0,167143000.0,466525000.0,3414937000.0,246794000.0,246794000.0,688618000.0,688618000.0,2022-11-30
158079033.0,158079033.0,18039847000.0,18931720000.0,5471819000.0,23967682000.0,3103056000.0,5471819000.0,577115000.0,5613077000.0,23388214000.0,5613077000.0,5613077000.0,97869000.0,97869000.0,3723094000.0,1713074000.0,79040000.0,79040000.0,20569659000.0,18631348000.0,332383000.0,18298965000.0,523828000.0,17775137000.0,1938311000.0,632755000.0,53287000.0,579468000.0,579468000.0,1305556000.0,478964000.0,826592000.0,,,826592000.0,26182736000.0,21141369000.0,600989000.0,80740000.0,80740000.0,16341791000.0,141258000.0,141258000.0,3976591000.0,-1614924000.0,5591515000.0,356974000.0,156925000.0,737794000.0,874381000.0,2454937000.0,1010504000.0,0.0,5041367000.0,230795000.0,470889000.0,3726142000.0,298783000.0,298783000.0,314758000.0,314758000.0,2023-02-28
158208623.0,158208623.0,18408845000.0,19247402000.0,5681910000.0,24496260000.0,3249697000.0,5681910000.0,574310000.0,5823168000.0,23982622000.0,5823168000.0,5823168000.0,61330000.0,61330000.0,3951392000.0,1731341000.0,79105000.0,79105000.0,21139188000.0,19025217000.0,346579000.0,18678638000.0,519184000.0,18159454000.0,2113971000.0,568764000.0,55126000.0,513638000.0,513638000.0,1545207000.0,528596000.0,1016611000.0,49191000.0,49191000.0,967420000.0,26962356000.0,21598688000.0,571503000.0,99770000.0,99770000.0,16744865000.0,141258000.0,141258000.0,4041292000.0,-1672387000.0,5713679000.0,,,5713679000.0,,,,,5363668000.0,189742000.0,506465000.0,4081220000.0,321994000.0,321994000.0,264247000.0,264247000.0,2023-05-31
158655733.0,158655733.0,18382963000.0,19476341000.0,5864401000.0,24909720000.0,3065983000.0,5864401000.0,572280000.0,6005659000.0,24090081000.0,6005659000.0,6005659000.0,78597000.0,78597000.0,4070027000.0,1777707000.0,79328000.0,79328000.0,21294502000.0,18974114000.0,372853000.0,18601261000.0,516839000.0,18084422000.0,2320388000.0,875080000.0,55441000.0,819639000.0,819639000.0,1445308000.0,513137000.0,932171000.0,103000.0,103000.0,932068000.0,27300161000.0,21913790000.0,581462000.0,111919000.0,111919000.0,16999750000.0,141258000.0,141258000.0,4079401000.0,-1727472000.0,5806873000.0,,,5806873000.0,,,,,5386371000.0,219321000.0,534792000.0,3839286000.0,271874000.0,271874000.0,521098000.0,521098000.0,2023-08-31
158021407.0,158021407.0,18317604000.0,19488530000.0,5903107000.0,24967344000.0,3026712000.0,5903107000.0,565551000.0,6044365000.0,24208056000.0,6044365000.0,6044365000.0,60667000.0,60667000.0,4117763000.0,1786924000.0,79011000.0,79011000.0,21128885000.0,19045647000.0,372815000.0,18672832000.0,509141000.0,18163691000.0,2083238000.0,815698000.0,56410000.0,759288000.0,759288000.0,1267540000.0,494365000.0,773175000.0,10581000.0,10581000.0,762594000.0,27173250000.0,22063300000.0,561848000.0,121219000.0,121219000.0,17081891000.0,141258000.0,141258000.0,4157084000.0,-1782087000.0,5939171000.0,,,5939171000.0,,,,,5109950000.0,169653000.0,483570000.0,3638946000.0,212406000.0,212406000.0,605375000.0,605375000.0,2023-11-30
157611939.0,157611939.0,18182963000.0,19310476000.0,5932482000.0,24830845000.0,2914305000.0,5932482000.0,553371000.0,6073740000.0,24033396000.0,6073740000.0,6073740000.0,59279000.0,59279000.0,4126909000.0,1808746000.0,78806000.0,78806000.0,21123057000.0,18810768000.0,354902000.0,18455866000.0,496210000.0,17959656000.0,2312289000.0,854610000.0,57161000.0,797449000.0,797449000.0,1457679000.0,523971000.0,933708000.0,,,933708000.0,27196797000.0,21970203000.0,532064000.0,98790000.0,98790000.0,17011844000.0,141258000.0,141258000.0,4186247000.0,-1813783000.0,6000030000.0,361850000.0,117352000.0,751254000.0,972680000.0,2612746000.0,1184148000.0,0.0,5226594000.0,246581000.0,506648000.0,3678070000.0,221153000.0,221153000.0,574142000.0,574142000.0,2024-02-29
