tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,rent_expense_supplemental,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,provision_for_doubtful_accounts,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,rent_and_landing_fees,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.248,233695000.0,37580000.0,64752000.0,5925893000.0,233695000.0,168943000.0,227750000.0,118950000.0,365400000.0,37580000.0,37580000.0,6684145000.0,70100000.0,158536000.0,158003000.0,0.24,0.24,37580000.0,37580000.0,37580000.0,37580000.0,37580000.0,12413000.0,49993000.0,363000.0,363000.0,227750000.0,18700000.0,118950000.0,365400000.0,-178189000.0,754877000.0,85700000.0,85700000.0,61377000.0,61377000.0,607800000.0,58700000.0,549100000.0,139500000.0,70100000.0,339500000.0,576688000.0,5929268000.0,6505956000.0,6356791000.0,2022-11-30
0.0,0.164847,284131000.0,69012000.0,62569000.0,5110577000.0,284131000.0,221562000.0,213272000.0,138928000.0,372200000.0,69012000.0,69012000.0,5860146000.0,62500000.0,,,,,69012000.0,69012000.0,69012000.0,69012000.0,69012000.0,13622000.0,82634000.0,7098000.0,7098000.0,213272000.0,20000000.0,138928000.0,372200000.0,-137653000.0,748632000.0,98000000.0,98000000.0,61632000.0,61632000.0,589000000.0,58000000.0,531000000.0,135600000.0,62500000.0,332900000.0,610979000.0,5111514000.0,5722493000.0,5561873000.0,2023-02-28
0.0,0.257,543304000.0,228298000.0,62998000.0,6869194000.0,543304000.0,480306000.0,208534000.0,173066000.0,400500000.0,228298000.0,228298000.0,7589492000.0,66200000.0,158561000.0,158116000.0,1.44,1.44,228298000.0,228298000.0,228298000.0,228298000.0,228298000.0,78942000.0,307240000.0,1214000.0,1214000.0,208534000.0,18900000.0,173066000.0,400500000.0,97571000.0,719819000.0,80900000.0,80900000.0,62519000.0,62519000.0,576400000.0,71900000.0,504500000.0,55700000.0,66200000.0,382600000.0,817390000.0,6869673000.0,7687063000.0,7515834000.0,2023-05-31
0.0,0.251,405844000.0,118635000.0,63973000.0,6376015000.0,405844000.0,341871000.0,214015000.0,183585000.0,416900000.0,118635000.0,118635000.0,7132288000.0,67800000.0,159238000.0,158479000.0,0.75,0.75,118635000.0,118635000.0,118635000.0,118635000.0,118635000.0,39651000.0,158286000.0,2630000.0,2630000.0,214015000.0,19300000.0,183585000.0,416900000.0,-58452000.0,755217000.0,89800000.0,89800000.0,62917000.0,62917000.0,602500000.0,66300000.0,536200000.0,114600000.0,67800000.0,353800000.0,696765000.0,6377071000.0,7073836000.0,6913118000.0,2023-08-31
0.0,0.258,378580000.0,82003000.0,66557000.0,5533841000.0,378580000.0,312023000.0,206035000.0,201465000.0,426900000.0,82003000.0,82003000.0,6244898000.0,70300000.0,158799000.0,158446000.0,0.52,0.52,82003000.0,82003000.0,82003000.0,82003000.0,82003000.0,28555000.0,110558000.0,886000.0,886000.0,206035000.0,19400000.0,201465000.0,426900000.0,-96360000.0,709223000.0,,68300000.0,64723000.0,64723000.0,576200000.0,63300000.0,512900000.0,120200000.0,70300000.0,322400000.0,612863000.0,5535675000.0,6148538000.0,5997281000.0,2023-11-30
0.0,0.232678,337731000.0,50268000.0,66886000.0,5038895000.0,337731000.0,270845000.0,208466000.0,205334000.0,433100000.0,50268000.0,50268000.0,5775081000.0,67200000.0,,,,,50268000.0,50268000.0,50268000.0,50268000.0,50268000.0,15243000.0,65511000.0,5541000.0,5541000.0,208466000.0,19300000.0,205334000.0,433100000.0,-148478000.0,734669000.0,71500000.0,,65369000.0,65369000.0,597800000.0,62900000.0,534900000.0,119100000.0,67200000.0,348600000.0,586191000.0,5040412000.0,5626603000.0,5471848000.0,2024-02-29
