free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,other_cash_adjustment_outside_changein_cash,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_prepaid_assets,other_non_cash_items,stock_based_compensation,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
190900000.0,-204100000.0,-1765500000.0,1725300000.0,-17100000.0,36600000.0,1900000.0,774000000.0,,826200000.0,2000000.0,-54200000.0,-245700000.0,-245700000.0,-14200000.0,12800000.0,-204100000.0,-204100000.0,-40200000.0,-40200000.0,-1765500000.0,1725300000.0,-16500000.0,-16500000.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-17100000.0,-17100000.0,208000000.0,208000000.0,-26300000.0,-68300000.0,-4400000.0,14000000.0,71100000.0,49500000.0,49500000.0,5900000.0,5900000.0,,93800000.0,2022-12-31
247500000.0,-119700000.0,-6300000.0,,-22800000.0,44700000.0,2200000.0,892400000.0,-5200000.0,774000000.0,300000.0,123300000.0,-124200000.0,-124200000.0,-1400000.0,3200000.0,-119700000.0,-119700000.0,-6300000.0,-6300000.0,-6300000.0,,-22800000.0,-22800000.0,,,,,,,,,-22800000.0,-22800000.0,270300000.0,270300000.0,80600000.0,110100000.0,-29500000.0,19900000.0,73900000.0,48500000.0,48500000.0,,,,47400000.0,2023-03-31
156800000.0,-492000000.0,-6300000.0,,-41200000.0,43700000.0,2700000.0,582600000.0,,892400000.0,300000.0,-315300000.0,-484100000.0,-484100000.0,-5500000.0,19700000.0,-492000000.0,-492000000.0,-6300000.0,-6300000.0,-6300000.0,,-29200000.0,-29200000.0,,,,,,,,,-5800000.0,-5800000.0,198000000.0,198000000.0,-8500000.0,600000.0,-9100000.0,-14400000.0,77500000.0,43500000.0,43500000.0,,,,83100000.0,2023-06-30
272200000.0,-521500000.0,-1767400000.0,,-9400000.0,39900000.0,2300000.0,329200000.0,,582600000.0,-600000.0,-252800000.0,-525000000.0,-525000000.0,-900000.0,4900000.0,-521500000.0,-521500000.0,-7500000.0,-7500000.0,-1767400000.0,,-9400000.0,-9400000.0,0.0,,,0.0,0.0,,0.0,0.0,-9400000.0,-9400000.0,281600000.0,281600000.0,30500000.0,39200000.0,-8700000.0,11000000.0,76200000.0,40600000.0,40600000.0,-7700000.0,,0.0,131000000.0,2023-09-30
293700000.0,-137000000.0,-6300000.0,0.0,-4000000.0,41500000.0,3400000.0,458800000.0,,329200000.0,1300000.0,128300000.0,-128400000.0,-128400000.0,-6900000.0,21800000.0,-137000000.0,-137000000.0,-6300000.0,-6300000.0,-6300000.0,0.0,-41000000.0,-41000000.0,3200000.0,,,300000.0,300000.0,0.0,0.0,0.0,-4000000.0,-4000000.0,297700000.0,297700000.0,27900000.0,-62000000.0,5400000.0,46100000.0,68700000.0,38700000.0,38700000.0,-4600000.0,-2800000.0,-300000.0,1114100000.0,2023-12-31
