ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_prepaid_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,hedging_assets_current,assets_held_for_sale_current,prepaid_assets,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number,non_current_deferred_assets,non_current_deferred_taxes_assets,other_short_term_investments
153830000.0,153830000.0,3057100000.0,3980900000.0,-5120900000.0,3499300000.0,-877200000.0,-5120900000.0,149800000.0,-331800000.0,3481100000.0,-329300000.0,2500000.0,-331800000.0,178000000.0,178000000.0,-2422600000.0,1912600000.0,200000.0,200000.0,0.0,7302800000.0,4843000000.0,87100000.0,826500000.0,770300000.0,56200000.0,3929400000.0,116500000.0,3812900000.0,2459800000.0,90200000.0,1954000000.0,1954000000.0,51500000.0,33300000.0,18200000.0,18200000.0,116300000.0,247800000.0,74100000.0,173700000.0,42800000.0,130900000.0,6973500000.0,5390900000.0,95000000.0,197100000.0,4789100000.0,1252200000.0,3536900000.0,309700000.0,-577100000.0,886800000.0,78800000.0,102100000.0,573700000.0,126300000.0,5900000.0,0.0,1582600000.0,22100000.0,209600000.0,,516800000.0,60100000.0,60100000.0,774000000.0,774000000.0,2022-12-31,,,,
154114000.0,154114000.0,2935500000.0,3966500000.0,-5110400000.0,3470000000.0,-869200000.0,-5110400000.0,138600000.0,-357900000.0,3451700000.0,-355500000.0,2400000.0,-357900000.0,140700000.0,140700000.0,-2489300000.0,1990500000.0,200000.0,200000.0,0.0,7447800000.0,4848500000.0,86900000.0,842100000.0,795500000.0,46600000.0,3919500000.0,109900000.0,3809600000.0,2599300000.0,105800000.0,2043200000.0,2043200000.0,47000000.0,28700000.0,18300000.0,18300000.0,105000000.0,298300000.0,101300000.0,197000000.0,57000000.0,140000000.0,7092300000.0,5362200000.0,112100000.0,206500000.0,4752500000.0,1203400000.0,3549100000.0,291100000.0,,291100000.0,,291100000.0,,,,,1730100000.0,23500000.0,168100000.0,21700000.0,555700000.0,68700000.0,68700000.0,892400000.0,892400000.0,2023-03-31,,,,
148293000.0,148293000.0,3241600000.0,3962100000.0,-5448700000.0,3157100000.0,-1204800000.0,-5448700000.0,137900000.0,-667100000.0,3138900000.0,-664500000.0,2600000.0,-667100000.0,162400000.0,162400000.0,-2917800000.0,2088200000.0,100000.0,100000.0,0.0,7458400000.0,4841800000.0,87700000.0,843300000.0,799500000.0,43800000.0,3910800000.0,104800000.0,3806000000.0,2616600000.0,94500000.0,2081400000.0,2081400000.0,51300000.0,33100000.0,18200000.0,18200000.0,98100000.0,291300000.0,92000000.0,199300000.0,53500000.0,145800000.0,6793900000.0,5382100000.0,110600000.0,207500000.0,4781600000.0,1217700000.0,3563900000.0,282400000.0,,282400000.0,,282400000.0,,,,,1411800000.0,25900000.0,175700000.0,,560400000.0,67200000.0,67200000.0,582600000.0,582600000.0,2023-06-30,,,,
141989000.0,141989000.0,3491100000.0,3948100000.0,-5687200000.0,2844000000.0,-1448300000.0,-5687200000.0,127800000.0,-976300000.0,2826000000.0,-973400000.0,2900000.0,-976300000.0,168900000.0,168900000.0,-3315300000.0,2170000000.0,100000.0,100000.0,0.0,7472600000.0,4825000000.0,86100000.0,839400000.0,803200000.0,36200000.0,3899500000.0,97200000.0,3802300000.0,2647600000.0,96200000.0,2094700000.0,2094700000.0,48600000.0,30600000.0,18000000.0,18000000.0,131300000.0,276800000.0,95400000.0,181400000.0,56200000.0,125200000.0,6499200000.0,5299900000.0,112800000.0,210000000.0,4710900000.0,1187500000.0,3523400000.0,266200000.0,,266200000.0,,266200000.0,,,,,1199300000.0,21400000.0,219100000.0,,554300000.0,75300000.0,75300000.0,329200000.0,329200000.0,2023-09-30,,,,
142051000.0,142051000.0,3357600000.0,3935700000.0,-4665700000.0,3878600000.0,-1427200000.0,-4665700000.0,119300000.0,62200000.0,3860700000.0,62200000.0,0.0,62200000.0,111200000.0,111200000.0,-2320700000.0,2271600000.0,100000.0,100000.0,0.0,7502700000.0,4819600000.0,90700000.0,840200000.0,802400000.0,37800000.0,3888700000.0,90200000.0,3798500000.0,2683100000.0,138800000.0,2074900000.0,2074900000.0,47000000.0,29100000.0,17900000.0,17900000.0,143600000.0,278800000.0,74500000.0,204300000.0,56200000.0,148100000.0,7564900000.0,6309000000.0,105600000.0,209000000.0,4727900000.0,1158600000.0,3569300000.0,246100000.0,-564900000.0,811000000.0,76700000.0,77100000.0,537400000.0,115000000.0,4800000.0,0.0,1255900000.0,18200000.0,127200000.0,,535100000.0,76600000.0,76600000.0,498800000.0,458800000.0,2023-12-31,0.0,1020400000.0,1020400000.0,40000000.0
