tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-98540.145985,0.021898,192100000.0,-4500000.0,-4500000.0,93600000.0,49500000.0,379500000.0,187600000.0,138100000.0,-42200000.0,42200000.0,98001459.854015,93600000.0,904100000.0,134900000.0,157083000.0,154745000.0,0.6,0.6,93600000.0,93600000.0,93600000.0,-200000.0,93800000.0,93800000.0,2100000.0,95900000.0,2300000.0,6800000.0,-4500000.0,,900000.0,-42200000.0,42200000.0,135800000.0,524600000.0,75300000.0,49500000.0,49500000.0,206300000.0,193500000.0,94900000.0,98600000.0,98600000.0,660400000.0,379500000.0,1039900000.0,1039900000.0,2022-12-31
-219747.89916,0.004202,194200000.0,-52300000.0,-52300000.0,47300000.0,48500000.0,386100000.0,141900000.0,93400000.0,-45800000.0,45800000.0,99380252.10084,47300000.0,912900000.0,70800000.0,156644000.0,154124000.0,0.3,0.31,47300000.0,47300000.0,47300000.0,-100000.0,47400000.0,47400000.0,200000.0,47600000.0,-29700000.0,22600000.0,-52300000.0,,52300000.0,-45800000.0,45800000.0,123100000.0,526800000.0,76800000.0,48500000.0,48500000.0,215000000.0,186500000.0,92400000.0,94100000.0,94100000.0,649900000.0,386100000.0,1036000000.0,1036000000.0,2023-03-31
-3675000.0,0.21,187400000.0,-17500000.0,-17500000.0,82900000.0,43500000.0,388400000.0,169900000.0,126400000.0,-45600000.0,45600000.0,96725000.0,82900000.0,911000000.0,119600000.0,154064000.0,152328000.0,0.54,0.54,82900000.0,82900000.0,82900000.0,-200000.0,83100000.0,83100000.0,-2300000.0,80800000.0,-10700000.0,6800000.0,-17500000.0,,17500000.0,-45600000.0,45600000.0,137100000.0,522600000.0,77700000.0,43500000.0,43500000.0,219200000.0,182200000.0,89500000.0,92700000.0,92700000.0,659700000.0,388400000.0,1048100000.0,1048100000.0,2023-06-30
-2373000.0,0.21,223800000.0,-11300000.0,-11300000.0,130700000.0,40600000.0,396900000.0,212500000.0,171900000.0,-44000000.0,44000000.0,139627000.0,130700000.0,892800000.0,167100000.0,147291000.0,145484000.0,0.89,0.9,130700000.0,130700000.0,130700000.0,-300000.0,131000000.0,131000000.0,-3100000.0,127900000.0,-5000000.0,6300000.0,-11300000.0,1500000.0,9800000.0,-44000000.0,44000000.0,176900000.0,495900000.0,75700000.0,40600000.0,40600000.0,201600000.0,178000000.0,86400000.0,91600000.0,91600000.0,672800000.0,396900000.0,1069700000.0,1069700000.0,2023-09-30
-2352000.0,0.21,241000000.0,-11200000.0,-11200000.0,1113900000.0,38700000.0,402200000.0,229800000.0,191100000.0,-43600000.0,43600000.0,1122748000.0,1113900000.0,899200000.0,189900000.0,144253000.0,141418000.0,7.85,8.01,1113900000.0,1113900000.0,1113900000.0,-200000.0,1114100000.0,1114100000.0,-966600000.0,147500000.0,-10000000.0,1200000.0,-11200000.0,0.0,11200000.0,-43600000.0,43600000.0,201100000.0,497000000.0,74300000.0,38700000.0,38700000.0,203800000.0,180200000.0,84600000.0,95600000.0,95600000.0,698100000.0,402200000.0,1100300000.0,1100300000.0,2023-12-31
