free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,sale_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,other_non_cash_items,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,net_income_from_continuing_operations,date
136000000.0,-26000000.0,-1438000000.0,1450000000.0,-389000000.0,558000000.0,496000000.0,9000000.0,,-138000000.0,-138000000.0,8000000.0,-63000000.0,-63000000.0,-26000000.0,-26000000.0,-57000000.0,-69000000.0,12000000.0,-1438000000.0,1450000000.0,-334000000.0,-334000000.0,44000000.0,11000000.0,11000000.0,-389000000.0,525000000.0,525000000.0,208000000.0,78000000.0,21000000.0,21000000.0,162000000.0,162000000.0,,,,56000000.0,2022-12-31
-618000000.0,-3000000.0,,,-343000000.0,594000000.0,558000000.0,-2000000.0,38000000.0,649000000.0,649000000.0,15000000.0,-63000000.0,-63000000.0,-3000000.0,-3000000.0,700000000.0,101000000.0,599000000.0,,,-336000000.0,-336000000.0,7000000.0,0.0,0.0,-343000000.0,-275000000.0,-275000000.0,-686000000.0,65000000.0,0.0,0.0,166000000.0,166000000.0,39000000.0,39000000.0,127000000.0,180000000.0,2023-03-31
371000000.0,0.0,,,-265000000.0,968000000.0,594000000.0,11000000.0,363000000.0,-5000000.0,-5000000.0,2000000.0,-63000000.0,-63000000.0,0.0,0.0,56000000.0,-143000000.0,199000000.0,,,-268000000.0,-268000000.0,-3000000.0,0.0,0.0,-265000000.0,636000000.0,636000000.0,361000000.0,-45000000.0,-23000000.0,-23000000.0,170000000.0,170000000.0,,,,173000000.0,2023-06-30
544000000.0,0.0,-11000000.0,0.0,-222000000.0,1349000000.0,968000000.0,-9000000.0,390000000.0,-154000000.0,-154000000.0,13000000.0,-63000000.0,-63000000.0,0.0,0.0,-104000000.0,-93000000.0,-11000000.0,-11000000.0,0.0,-222000000.0,-222000000.0,0.0,0.0,0.0,-222000000.0,766000000.0,766000000.0,354000000.0,99000000.0,-64000000.0,-64000000.0,173000000.0,173000000.0,,,,204000000.0,2023-09-30
521000000.0,0.0,-1368000000.0,351000000.0,-215000000.0,710000000.0,1349000000.0,4000000.0,-643000000.0,-1152000000.0,-1152000000.0,3000000.0,-63000000.0,-63000000.0,0.0,0.0,-1092000000.0,-75000000.0,-1017000000.0,-1368000000.0,351000000.0,-227000000.0,-227000000.0,-12000000.0,0.0,0.0,-215000000.0,736000000.0,736000000.0,331000000.0,96000000.0,20000000.0,20000000.0,177000000.0,177000000.0,,,,154000000.0,2023-12-31
