free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,other_non_cash_items,stock_based_compensation,unrealized_gain_loss_on_investment_securities,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,operating_gains_losses,gain_loss_on_investment_securities,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date,asset_impairment_charge
639000000.0,-448000000.0,-2417000000.0,706000000.0,-381000000.0,210000000.0,,518000000.0,481000000.0,37000000.0,-272000000.0,-272000000.0,20000000.0,-25000000.0,-448000000.0,-448000000.0,-1711000000.0,-953000000.0,-1058000000.0,105000000.0,-758000000.0,-1359000000.0,601000000.0,-711000000.0,-711000000.0,-412000000.0,-479000000.0,448000000.0,-927000000.0,0.0,0.0,-344000000.0,37000000.0,-381000000.0,1020000000.0,1020000000.0,444000000.0,44000000.0,400000000.0,-13000000.0,2000000.0,-2000000.0,126000000.0,126000000.0,134000000.0,134000000.0,134000000.0,-7000000.0,0.0,-1000000.0,257000000.0,2022-12-31,
-694000000.0,,-2771000000.0,7000000000.0,-332000000.0,366000000.0,,1598000000.0,518000000.0,1080000000.0,-1186000000.0,-1186000000.0,-6000000.0,-26000000.0,,,4229000000.0,-1250000000.0,-1750000000.0,500000000.0,5479000000.0,-1021000000.0,6500000000.0,2628000000.0,2628000000.0,487000000.0,8000000.0,345000000.0,-337000000.0,1347000000.0,1347000000.0,-299000000.0,33000000.0,-332000000.0,-362000000.0,-362000000.0,-833000000.0,-347000000.0,-486000000.0,-9904000000.0,1000000.0,9000000.0,-69000000.0,-69000000.0,124000000.0,124000000.0,,9000000.0,14000000.0,-4000000.0,9518000000.0,2023-03-31,
534000000.0,,-10052000000.0,3490000000.0,-382000000.0,1001000000.0,,917000000.0,1598000000.0,-682000000.0,-5511000000.0,-5511000000.0,-1000000.0,-26000000.0,,,-6562000000.0,-500000000.0,-500000000.0,0.0,-6062000000.0,-9552000000.0,3490000000.0,3913000000.0,3913000000.0,968000000.0,-2522000000.0,449000000.0,-2971000000.0,-468000000.0,-468000000.0,-339000000.0,43000000.0,-382000000.0,916000000.0,916000000.0,489000000.0,73000000.0,416000000.0,-47000000.0,2000000.0,10000000.0,-335000000.0,-335000000.0,-34000000.0,-34000000.0,,-2000000.0,0.0,-4000000.0,682000000.0,2023-06-30,
907000000.0,,-2443000000.0,0.0,-298000000.0,1076000000.0,2000000.0,791000000.0,917000000.0,-125000000.0,2424000000.0,2424000000.0,1000000.0,-26000000.0,,,-2443000000.0,0.0,0.0,0.0,-2443000000.0,-2443000000.0,0.0,-3754000000.0,-3754000000.0,253000000.0,-4661000000.0,659000000.0,-5320000000.0,-69000000.0,-69000000.0,-196000000.0,102000000.0,-298000000.0,1205000000.0,1205000000.0,-196000000.0,144000000.0,-340000000.0,18000000.0,1000000.0,1000000.0,514000000.0,514000000.0,-102000000.0,-102000000.0,,4000000.0,12000000.0,-10000000.0,752000000.0,2023-09-30,
485000000.0,0.0,-104000000.0,1000000.0,-416000000.0,1243000000.0,85000000.0,908000000.0,791000000.0,117000000.0,-426000000.0,-426000000.0,-1000000.0,-39000000.0,0.0,0.0,-103000000.0,0.0,0.0,0.0,-103000000.0,-104000000.0,1000000.0,-358000000.0,-358000000.0,-293000000.0,-3226000000.0,1671000000.0,-4897000000.0,0.0,0.0,-351000000.0,65000000.0,-416000000.0,901000000.0,901000000.0,367000000.0,-249000000.0,616000000.0,57000000.0,1000000.0,-9000000.0,-275000000.0,-275000000.0,-45000000.0,-45000000.0,,-7000000.0,0.0,-6000000.0,514000000.0,2023-12-31,49000000.0
