tax_effect_of_unusual_items,tax_rate_for_calcs,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,rent_expense_supplemental,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,preferred_stock_dividends,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,special_income_charges,restructuring_and_mergern_acquisition,gain_on_sale_of_security,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,depreciation_income_statement,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,insurance_and_claims,rent_and_landing_fees,salaries_and_wages,total_revenue,operating_revenue,date
-9298469.387755,0.344388,-27000000.0,-27000000.0,257000000.0,134000000.0,802000000.0,238000000.0,1040000000.0,274701530.612245,257000000.0,47000000.0,,,,,243000000.0,243000000.0,14000000.0,257000000.0,257000000.0,257000000.0,135000000.0,392000000.0,-29000000.0,29000000.0,2000000.0,94000000.0,94000000.0,6000000.0,6000000.0,88000000.0,425000000.0,21000000.0,404000000.0,5000000.0,47000000.0,352000000.0,1205000000.0,1205000000.0,2022-12-31
2058000000.0,0.21,9800000000.0,9800000000.0,9518000000.0,124000000.0,850000000.0,361000000.0,1211000000.0,1776000000.0,9518000000.0,56000000.0,14539709.0,14526693.0,653.64,654.22,9504000000.0,9504000000.0,14000000.0,9518000000.0,9518000000.0,9518000000.0,-47000000.0,9471000000.0,9796000000.0,-9796000000.0,-23000000.0,94000000.0,94000000.0,5000000.0,5000000.0,89000000.0,509000000.0,15000000.0,494000000.0,18000000.0,56000000.0,420000000.0,1256000000.0,1256000000.0,2023-03-31
-34894000.0,0.239,-146000000.0,-146000000.0,682000000.0,-34000000.0,1961000000.0,992000000.0,2953000000.0,793106000.0,682000000.0,56000000.0,14537938.0,14528134.0,45.87,45.9,667000000.0,667000000.0,15000000.0,682000000.0,682000000.0,682000000.0,214000000.0,896000000.0,-150000000.0,150000000.0,-10000000.0,109000000.0,109000000.0,18000000.0,18000000.0,91000000.0,894000000.0,41000000.0,853000000.0,22000000.0,56000000.0,775000000.0,2510000000.0,2510000000.0,2023-06-30
-24354000.0,0.246,-99000000.0,-99000000.0,752000000.0,-102000000.0,1990000000.0,1120000000.0,3110000000.0,826646000.0,752000000.0,51000000.0,14539133.0,14528310.0,50.67,50.71,737000000.0,737000000.0,15000000.0,752000000.0,752000000.0,752000000.0,245000000.0,997000000.0,-109000000.0,109000000.0,-13000000.0,112000000.0,112000000.0,17000000.0,17000000.0,95000000.0,839000000.0,25000000.0,814000000.0,36000000.0,51000000.0,727000000.0,2539000000.0,2539000000.0,2023-09-30
-54983169.70547,0.279102,-197000000.0,-197000000.0,514000000.0,-45000000.0,1911000000.0,1206000000.0,3117000000.0,656016830.29453,514000000.0,59000000.0,14539838.0,14528447.0,34.33,34.36,499000000.0,499000000.0,15000000.0,514000000.0,514000000.0,514000000.0,199000000.0,713000000.0,-199000000.0,199000000.0,9000000.0,113000000.0,113000000.0,17000000.0,17000000.0,96000000.0,876000000.0,21000000.0,855000000.0,82000000.0,59000000.0,714000000.0,2472000000.0,2472000000.0,2023-12-31
