treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_note_receivables,investments_and_advances,other_investments,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,current_assets,other_current_assets,prepaid_assets,inventory,finished_goods,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
186529667.0,465843978.0,652373645.0,11057000000.0,17190000000.0,27177000000.0,46684000000.0,6033000000.0,27177000000.0,29494000000.0,46155000000.0,34106000000.0,4612000000.0,29494000000.0,-460000000.0,-460000000.0,15276000000.0,25432000000.0,19791000000.0,7000000.0,7000000.0,42336000000.0,26447000000.0,1299000000.0,937000000.0,6671000000.0,6671000000.0,16661000000.0,16661000000.0,879000000.0,15889000000.0,1397000000.0,1397000000.0,529000000.0,529000000.0,764000000.0,14596000000.0,1876000000.0,12720000000.0,1397000000.0,11323000000.0,76442000000.0,54520000000.0,2090000000.0,329000000.0,14621000000.0,207000000.0,14414000000.0,2317000000.0,831000000.0,1486000000.0,35163000000.0,-17827000000.0,52990000000.0,52990000000.0,21922000000.0,1528000000.0,1528000000.0,3276000000.0,2914000000.0,362000000.0,10985000000.0,10985000000.0,-67000000.0,11052000000.0,6133000000.0,6133000000.0,2022-12-31
194403868.0,458862316.0,653266184.0,11520000000.0,18485000000.0,27970000000.0,48734000000.0,7965000000.0,27970000000.0,30249000000.0,47909000000.0,34916000000.0,4667000000.0,30249000000.0,-373000000.0,-373000000.0,16083000000.0,26903000000.0,19795000000.0,7000000.0,7000000.0,42346000000.0,27641000000.0,1365000000.0,931000000.0,6813000000.0,6813000000.0,17660000000.0,17660000000.0,872000000.0,14705000000.0,,,825000000.0,825000000.0,436000000.0,13444000000.0,1487000000.0,11957000000.0,1388000000.0,10569000000.0,77262000000.0,54592000000.0,1913000000.0,,15289000000.0,,,2279000000.0,793000000.0,1486000000.0,35111000000.0,-18083000000.0,53194000000.0,53194000000.0,22670000000.0,934000000.0,,5445000000.0,5046000000.0,399000000.0,9326000000.0,9326000000.0,-67000000.0,9393000000.0,6965000000.0,6965000000.0,2023-03-31
208073327.0,445287928.0,653361255.0,16837000000.0,19866000000.0,27626000000.0,49764000000.0,4927000000.0,27626000000.0,29898000000.0,48932000000.0,31060000000.0,1162000000.0,29898000000.0,-272000000.0,-272000000.0,17422000000.0,28122000000.0,19463000000.0,7000000.0,7000000.0,43826000000.0,28855000000.0,1202000000.0,924000000.0,6819000000.0,6819000000.0,19034000000.0,19034000000.0,876000000.0,14971000000.0,,,832000000.0,832000000.0,557000000.0,13582000000.0,1965000000.0,11617000000.0,1181000000.0,10436000000.0,74886000000.0,54988000000.0,1952000000.0,,15532000000.0,,,2272000000.0,786000000.0,1486000000.0,35232000000.0,-18543000000.0,53775000000.0,53775000000.0,19898000000.0,1031000000.0,,6380000000.0,5982000000.0,398000000.0,9458000000.0,9458000000.0,-68000000.0,9526000000.0,3029000000.0,3029000000.0,2023-06-30
214596472.0,439955575.0,654552047.0,15905000000.0,19444000000.0,28340000000.0,50265000000.0,5080000000.0,28340000000.0,30821000000.0,49352000000.0,31989000000.0,1168000000.0,30821000000.0,-385000000.0,-385000000.0,18155000000.0,29751000000.0,19603000000.0,7000000.0,7000000.0,45797000000.0,28381000000.0,1166000000.0,581000000.0,7234000000.0,7234000000.0,18531000000.0,18531000000.0,869000000.0,17416000000.0,,,913000000.0,913000000.0,777000000.0,15726000000.0,1671000000.0,14055000000.0,1345000000.0,12710000000.0,77786000000.0,55290000000.0,1960000000.0,,15316000000.0,,,2481000000.0,926000000.0,1555000000.0,35533000000.0,-18958000000.0,54491000000.0,54491000000.0,22496000000.0,1249000000.0,,5732000000.0,5326000000.0,406000000.0,11976000000.0,11976000000.0,-71000000.0,12047000000.0,3539000000.0,3539000000.0,2023-09-30
224377439.0,430464662.0,654842101.0,16036000000.0,19359000000.0,28113000000.0,49942000000.0,4085000000.0,28113000000.0,30583000000.0,48460000000.0,31650000000.0,1067000000.0,30583000000.0,-282000000.0,-282000000.0,19342000000.0,30550000000.0,19650000000.0,7000000.0,7000000.0,43851000000.0,27995000000.0,1200000000.0,630000000.0,7424000000.0,7424000000.0,17877000000.0,17877000000.0,864000000.0,15856000000.0,1200000000.0,1200000000.0,1482000000.0,1482000000.0,863000000.0,12311000000.0,1410000000.0,10901000000.0,,10901000000.0,75501000000.0,55560000000.0,2076000000.0,379000000.0,14923000000.0,195000000.0,14728000000.0,2470000000.0,920000000.0,1550000000.0,35712000000.0,-19480000000.0,55192000000.0,55192000000.0,19941000000.0,1138000000.0,,3750000000.0,3330000000.0,420000000.0,11730000000.0,11730000000.0,-71000000.0,11801000000.0,3323000000.0,3323000000.0,2023-12-31
