tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,write_off,impairment_of_capital_assets,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,other_taxes,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
537730663.525717,0.210051,688000000.0,2560000000.0,2560000000.0,1884000000.0,502000000.0,35648000000.0,3248000000.0,2746000000.0,-117000000.0,199000000.0,-138269336.474283,1884000000.0,38136000000.0,474327000.0,471859000.0,3.97,3.99,1884000000.0,2000000.0,1882000000.0,2000000.0,1884000000.0,-128000000.0,2012000000.0,2012000000.0,535000000.0,2547000000.0,521000000.0,-2623000000.0,2960000000.0,5000000.0,,12000000.0,584000000.0,-400000000.0,-117000000.0,199000000.0,2143000000.0,2488000000.0,1728000000.0,130000000.0,630000000.0,4631000000.0,35648000000.0,40279000000.0,40279000000.0,2022-12-31
220000.0,0.22,3324000000.0,1000000.0,1000000.0,1961000000.0,476000000.0,29817000000.0,3325000000.0,2849000000.0,-198000000.0,198000000.0,1960220000.0,1961000000.0,32207000000.0,467034000.0,464810000.0,4.2,4.21,1960000000.0,2000000.0,1958000000.0,3000000.0,1961000000.0,-116000000.0,2077000000.0,2077000000.0,574000000.0,2651000000.0,660000000.0,48000000.0,26000000.0,34000000.0,,8000000.0,611000000.0,-25000000.0,-198000000.0,198000000.0,2189000000.0,2390000000.0,1578000000.0,207000000.0,605000000.0,4579000000.0,29817000000.0,34396000000.0,34396000000.0,2023-03-31
-4140000.0,0.23,3030000000.0,-18000000.0,-18000000.0,1697000000.0,495000000.0,31066000000.0,3012000000.0,2517000000.0,-273000000.0,273000000.0,1710860000.0,1697000000.0,33217000000.0,456168000.0,454450000.0,3.72,3.73,1696000000.0,2000000.0,1694000000.0,3000000.0,1697000000.0,-37000000.0,1734000000.0,1734000000.0,510000000.0,2244000000.0,644000000.0,99000000.0,-16000000.0,-12000000.0,4000000.0,,563000000.0,-2000000.0,-273000000.0,273000000.0,1873000000.0,2151000000.0,1384000000.0,174000000.0,593000000.0,4024000000.0,31066000000.0,35090000000.0,35090000000.0,2023-06-30
26640000.0,0.24,3417000000.0,111000000.0,111000000.0,2097000000.0,488000000.0,34818000000.0,3528000000.0,3040000000.0,-227000000.0,227000000.0,2012640000.0,2097000000.0,37291000000.0,447258000.0,444283000.0,4.69,4.72,2097000000.0,2000000.0,2095000000.0,2000000.0,2097000000.0,-46000000.0,2143000000.0,2143000000.0,670000000.0,2813000000.0,688000000.0,15000000.0,99000000.0,102000000.0,,3000000.0,562000000.0,12000000.0,-227000000.0,227000000.0,2352000000.0,2473000000.0,1633000000.0,171000000.0,669000000.0,4825000000.0,34818000000.0,39643000000.0,39643000000.0,2023-09-30
-17028960.817717,0.270301,2570000000.0,-63000000.0,-63000000.0,1260000000.0,518000000.0,34362000000.0,2507000000.0,1989000000.0,41000000.0,228000000.0,1305971039.182283,1260000000.0,36734000000.0,,,,,1249000000.0,,1257000000.0,3000000.0,1260000000.0,-25000000.0,1285000000.0,1285000000.0,476000000.0,1761000000.0,184000000.0,-34000000.0,-18000000.0,-9000000.0,,-2000000.0,281000000.0,-45000000.0,41000000.0,228000000.0,1536000000.0,2372000000.0,1559000000.0,155000000.0,658000000.0,3908000000.0,34362000000.0,38270000000.0,38270000000.0,2023-12-31
