free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,net_preferred_stock_issuance,preferred_stock_payments,preferred_stock_issuance,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,other_non_cash_items,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
27274000000.0,0.0,-10074000000.0,19289000000.0,0.0,-1965000000.0,10058000000.0,1049000000.0,342025000000.0,299607000000.0,-383000000.0,42801000000.0,66195000000.0,66195000000.0,-5000000.0,-1226000000.0,0.0,0.0,0.0,0.0,0.0,8943000000.0,-272000000.0,,9215000000.0,-10074000000.0,19289000000.0,-52633000000.0,-52633000000.0,-261000000.0,-27565000000.0,17491000000.0,-45056000000.0,2499000000.0,2499000000.0,,17000000.0,17000000.0,-1965000000.0,29239000000.0,29239000000.0,7885000000.0,5161000000.0,4040000000.0,-2238000000.0,16393000000.0,0.0,-565000000.0,-565000000.0,1108000000.0,1108000000.0,83000000.0,7000000.0,2515000000.0,2022-12-31
-32119000000.0,0.0,-19380000000.0,15741000000.0,1245000000.0,-1634000000.0,14358000000.0,1593000000.0,323959000000.0,342025000000.0,-274000000.0,-17792000000.0,15766000000.0,15766000000.0,-315000000.0,-1267000000.0,1245000000.0,0.0,1245000000.0,0.0,0.0,-3639000000.0,-6909000000.0,-6909000000.0,3270000000.0,-12471000000.0,15741000000.0,-3073000000.0,-3073000000.0,-4815000000.0,18291000000.0,71630000000.0,-53339000000.0,-29000000.0,,-29000000.0,6000000.0,6000000.0,-1634000000.0,-30485000000.0,-30485000000.0,-40083000000.0,-29277000000.0,-6132000000.0,-3608000000.0,2978000000.0,0.0,-28000000.0,-28000000.0,1111000000.0,1111000000.0,-1045000000.0,-72000000.0,4607000000.0,2023-03-31
-55550000000.0,-1000000000.0,-16604000000.0,16948000000.0,0.0,-1491000000.0,17445000000.0,1438000000.0,296908000000.0,323959000000.0,-1935000000.0,-25116000000.0,-16847000000.0,-16847000000.0,-7000000.0,-1280000000.0,0.0,0.0,0.0,-1000000000.0,-1000000000.0,-6322000000.0,243000000.0,,-6565000000.0,-23513000000.0,16948000000.0,45790000000.0,45790000000.0,4445000000.0,6237000000.0,67840000000.0,-61603000000.0,0.0,,0.0,5000000.0,5000000.0,-1491000000.0,-54059000000.0,-54059000000.0,-62087000000.0,-66313000000.0,3031000000.0,-1276000000.0,2954000000.0,0.0,-824000000.0,-824000000.0,1136000000.0,1136000000.0,22000000.0,-49000000.0,2916000000.0,2023-06-30
14101000000.0,-1179000000.0,-14312000000.0,19776000000.0,1494000000.0,-1693000000.0,20070000000.0,1040000000.0,253987000000.0,296908000000.0,-2040000000.0,-40881000000.0,-43965000000.0,-43965000000.0,-2000000.0,-1352000000.0,744000000.0,-750000000.0,1494000000.0,-429000000.0,-429000000.0,6700000000.0,1236000000.0,,5464000000.0,-14312000000.0,19776000000.0,-12710000000.0,-12710000000.0,643000000.0,-4832000000.0,52114000000.0,-56946000000.0,-1137000000.0,0.0,-1137000000.0,5000000.0,5000000.0,-1693000000.0,15794000000.0,15794000000.0,8874000000.0,11026000000.0,-614000000.0,-2250000000.0,885000000.0,0.0,-127000000.0,-127000000.0,1141000000.0,1141000000.0,-363000000.0,-30000000.0,3544000000.0,2023-09-30
-6431000000.0,-3943000000.0,-14663000000.0,13354000000.0,0.0,-1765000000.0,21116000000.0,1656000000.0,260932000000.0,253987000000.0,4344000000.0,2601000000.0,45733000000.0,45733000000.0,-5000000.0,-1313000000.0,-3395000000.0,-3395000000.0,0.0,-548000000.0,-548000000.0,-5518000000.0,-4209000000.0,,-1309000000.0,-14663000000.0,13354000000.0,-38466000000.0,-38466000000.0,562000000.0,-1047000000.0,63577000000.0,-64624000000.0,-227000000.0,,-227000000.0,40000000.0,40000000.0,-1765000000.0,-4666000000.0,-4666000000.0,-6091000000.0,-13978000000.0,7302000000.0,773000000.0,-78000000.0,0.0,-1437000000.0,-1437000000.0,1172000000.0,1172000000.0,59000000.0,-37000000.0,-1838000000.0,2023-12-31
