treasury_shares_number,preferred_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,net_tangible_assets,common_stock_equity,preferred_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,long_term_debt_and_capital_lease_obligation,long_term_debt,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,commercial_paper,payables_and_accrued_expenses,payables,accounts_payable,total_assets,investments_and_advances,held_to_maturity_securities,available_for_sale_securities,trading_securities,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,receivables,other_receivables,accounts_receivable,other_short_term_investments,cash_and_cash_equivalents,cash_financial,date,other_equity_adjustments
1162682999.0,97800000.0,1936986425.0,3099669424.0,,318702000000.0,158075000000.0,500896000000.0,177070000000.0,182194000000.0,18995000000.0,472795000000.0,201838000000.0,649000000.0,201189000000.0,-47062000000.0,73967000000.0,194734000000.0,108458000000.0,19026000000.0,31000000.0,18995000000.0,2214838000000.0,271606000000.0,271606000000.0,47096000000.0,47096000000.0,21566000000.0,25530000000.0,69218000000.0,69218000000.0,69218000000.0,2416676000000.0,716228000000.0,268863000000.0,8040000000.0,200579000000.0,24119000000.0,4428000000.0,19691000000.0,26253000000.0,54546000000.0,354000000.0,54192000000.0,238746000000.0,342025000000.0,30577000000.0,2022-12-31,
1152939594.0,97800000.0,1946751837.0,3099691431.0,,319871000000.0,163536000000.0,507921000000.0,183781000000.0,188050000000.0,20245000000.0,487979000000.0,209019000000.0,724000000.0,208295000000.0,-45441000000.0,73262000000.0,198353000000.0,108369000000.0,20276000000.0,31000000.0,20245000000.0,2246094000000.0,279684000000.0,279684000000.0,40187000000.0,40187000000.0,18560000000.0,21627000000.0,76708000000.0,76708000000.0,76708000000.0,2455113000000.0,712431000000.0,264342000000.0,7749000000.0,210229000000.0,24514000000.0,4632000000.0,19882000000.0,27119000000.0,55839000000.0,348000000.0,55491000000.0,230111000000.0,328959000000.0,26224000000.0,2023-03-31,
1173989187.0,97800000.0,1925702484.0,3099691671.0,18032000000.0,314940000000.0,163900000000.0,503414000000.0,184145000000.0,188474000000.0,20245000000.0,483229000000.0,209422000000.0,703000000.0,208719000000.0,-45865000000.0,74247000000.0,199976000000.0,108579000000.0,20276000000.0,31000000.0,20245000000.0,2214253000000.0,274510000000.0,274510000000.0,40430000000.0,40430000000.0,19508000000.0,20922000000.0,69433000000.0,69433000000.0,69433000000.0,2423675000000.0,746024000000.0,262045000000.0,7745000000.0,250654000000.0,24574000000.0,4576000000.0,19998000000.0,27818000000.0,61123000000.0,273000000.0,60850000000.0,225580000000.0,296908000000.0,25763000000.0,2023-06-30,
1185809738.0,97800000.0,1913881933.0,3099691671.0,64939000000.0,318926000000.0,165639000000.0,508934000000.0,185134000000.0,190008000000.0,19495000000.0,485263000000.0,210195000000.0,692000000.0,209503000000.0,-46177000000.0,74738000000.0,202135000000.0,108757000000.0,19526000000.0,31000000.0,19495000000.0,2158282000000.0,275760000000.0,275760000000.0,43166000000.0,43166000000.0,20323000000.0,22843000000.0,75076000000.0,75076000000.0,75076000000.0,2368477000000.0,720690000000.0,259448000000.0,7759000000.0,226420000000.0,24369000000.0,4540000000.0,19829000000.0,27959000000.0,66465000000.0,271000000.0,66194000000.0,227063000000.0,253987000000.0,26548000000.0,2023-09-30,
1196577865.0,22000000.0,1903113839.0,3099691704.0,63144000000.0,324076000000.0,163334000000.0,511929000000.0,180934000000.0,187853000000.0,17600000000.0,492072000000.0,206251000000.0,798000000.0,205453000000.0,-44800000000.0,75238000000.0,198905000000.0,108955000000.0,17631000000.0,31000000.0,17600000000.0,2205583000000.0,286619000000.0,286619000000.0,37457000000.0,37457000000.0,17235000000.0,20222000000.0,63539000000.0,63539000000.0,63539000000.0,2411834000000.0,721817000000.0,254247000000.0,7902000000.0,214600000000.0,24519000000.0,4421000000.0,20098000000.0,28747000000.0,54190000000.0,275000000.0,53915000000.0,245068000000.0,260932000000.0,27342000000.0,2023-12-31,-44800000000.0
