tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,special_income_charges,write_off,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.218,1597000000.0,0.0,0.0,1063000000.0,218000000.0,8624000000.0,1597000000.0,1379000000.0,1000000.0,20000000.0,21000000.0,1063000000.0,1063000000.0,10809000000.0,1172000000.0,1161000000.0,0.91,0.92,1063000000.0,1063000000.0,1063000000.0,1063000000.0,1063000000.0,296000000.0,1359000000.0,,0.0,0.0,1000000.0,20000000.0,21000000.0,1358000000.0,2185000000.0,2185000000.0,3543000000.0,8624000000.0,12167000000.0,12167000000.0,2022-10-31
-85521.570306,0.224466,1590224000.0,-381000.0,-381000.0,1038381000.0,230919000.0,10731681000.0,1589843000.0,1358924000.0,24000000.0,20000000.0,44000000.0,1038676478.429694,1038381000.0,13204292000.0,1171000000.0,1155437908.0,0.89,0.898361,1038381000.0,1038381000.0,1038381000.0,1038381000.0,1038381000.0,300543000.0,1338924000.0,-381000.0,-381000.0,381000.0,24000000.0,20000000.0,44000000.0,1315940000.0,2472611000.0,2472611000.0,3788551000.0,10731681000.0,14520232000.0,14520232000.0,2023-01-31
0.0,0.262,1462000000.0,0.0,0.0,891000000.0,232000000.0,8374000000.0,1462000000.0,1230000000.0,37000000.0,22000000.0,59000000.0,891000000.0,891000000.0,10612000000.0,1165000000.0,1153000000.0,0.76,0.77,891000000.0,891000000.0,891000000.0,891000000.0,891000000.0,317000000.0,1208000000.0,,0.0,0.0,37000000.0,22000000.0,59000000.0,1171000000.0,2238000000.0,2238000000.0,3409000000.0,8374000000.0,11783000000.0,11783000000.0,2023-04-30
0.0,0.255,1581000000.0,0.0,0.0,989000000.0,235000000.0,8910000000.0,1581000000.0,1346000000.0,38000000.0,19000000.0,57000000.0,989000000.0,989000000.0,11469000000.0,1161000000.0,1148000000.0,0.85,0.86,989000000.0,989000000.0,989000000.0,989000000.0,989000000.0,338000000.0,1327000000.0,,0.0,0.0,38000000.0,19000000.0,57000000.0,1289000000.0,2559000000.0,2559000000.0,3848000000.0,8910000000.0,12758000000.0,12758000000.0,2023-07-31
0.0,0.25,1853000000.0,0.0,0.0,1191000000.0,245000000.0,9139000000.0,1853000000.0,1608000000.0,41000000.0,19000000.0,60000000.0,1191000000.0,1191000000.0,11717000000.0,1158000000.0,1144000000.0,1.03,1.04,1191000000.0,1191000000.0,1191000000.0,1191000000.0,1191000000.0,398000000.0,1589000000.0,,0.0,0.0,41000000.0,19000000.0,60000000.0,1548000000.0,2578000000.0,2578000000.0,4126000000.0,9139000000.0,13265000000.0,13265000000.0,2023-10-31
