treasury_shares_number,ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,dividends_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,land_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,inventory,finished_goods,receivables,taxes_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
,1156263970.0,1156263970.0,12623372000.0,5570182000.0,9022446000.0,1755164000.0,5570182000.0,9265609000.0,5664683000.0,8522682000.0,5664683000.0,5664683000.0,-829599000.0,-829599000.0,5338018000.0,0.0,1156264000.0,1156264000.0,0.0,22763767000.0,11530138000.0,906736000.0,,74178000.0,74178000.0,10549224000.0,7691225000.0,2857999000.0,,11233629000.0,,2074148000.0,1574384000.0,499764000.0,499764000.0,,9159481000.0,4083434000.0,5076047000.0,,82778000.0,82778000.0,4993269000.0,28428450000.0,15439657000.0,613279000.0,173564000.0,173564000.0,94501000.0,94501000.0,14558313000.0,-7344907000.0,21903220000.0,3743919000.0,8985593000.0,7189806000.0,1983902000.0,0.0,12988793000.0,582389000.0,582389000.0,8328680000.0,8328680000.0,713046000.0,142181000.0,570865000.0,3364678000.0,3364678000.0,2022-10-31
,1155437908.0,1155437908.0,12744000000.0,6267000000.0,9723000000.0,2151000000.0,6267000000.0,9385000000.0,6364000000.0,9223000000.0,6364000000.0,6364000000.0,-606000000.0,-606000000.0,5815000000.0,0.0,1155000000.0,1155000000.0,0.0,21985000000.0,11680000000.0,21000000.0,597000000.0,362000000.0,362000000.0,10634000000.0,7775000000.0,2859000000.0,66000000.0,10305000000.0,1350000000.0,2110000000.0,1610000000.0,500000000.0,500000000.0,968000000.0,5877000000.0,1298000000.0,4579000000.0,346000000.0,439000000.0,55000000.0,3794000000.0,28349000000.0,15893000000.0,769000000.0,158000000.0,158000000.0,97000000.0,97000000.0,14869000000.0,-7534000000.0,22403000000.0,3874000000.0,9086000000.0,7400000000.0,2043000000.0,0.0,12456000000.0,478000000.0,,5819000000.0,5819000000.0,682000000.0,119000000.0,563000000.0,5477000000.0,5477000000.0,2023-01-31
,1150179322.0,1150179322.0,12836000000.0,6327000000.0,9782000000.0,2061000000.0,6327000000.0,9476000000.0,6422000000.0,9282000000.0,6422000000.0,6422000000.0,-592000000.0,-592000000.0,5864000000.0,0.0,1150000000.0,1150000000.0,0.0,22259000000.0,11725000000.0,865000000.0,,133000000.0,133000000.0,10727000000.0,7867000000.0,2860000000.0,,10534000000.0,,2109000000.0,1609000000.0,500000000.0,500000000.0,,8425000000.0,3954000000.0,4471000000.0,,167000000.0,167000000.0,4304000000.0,28681000000.0,16086000000.0,765000000.0,150000000.0,150000000.0,95000000.0,95000000.0,15076000000.0,-7703000000.0,22779000000.0,3968000000.0,9177000000.0,7579000000.0,2055000000.0,0.0,12595000000.0,496000000.0,,6441000000.0,6441000000.0,633000000.0,46000000.0,587000000.0,5025000000.0,5025000000.0,2023-04-30
,1144948031.0,1144948031.0,12568000000.0,6513000000.0,9469000000.0,2021000000.0,6513000000.0,9707000000.0,6608000000.0,9469000000.0,6608000000.0,6608000000.0,-551000000.0,-551000000.0,6014000000.0,0.0,1145000000.0,1145000000.0,0.0,22314000000.0,11997000000.0,915000000.0,,132000000.0,132000000.0,10950000000.0,8089000000.0,2861000000.0,,10317000000.0,,1618000000.0,1618000000.0,,,,8699000000.0,4244000000.0,4455000000.0,,17000000.0,17000000.0,4438000000.0,28922000000.0,16584000000.0,768000000.0,149000000.0,149000000.0,95000000.0,95000000.0,15572000000.0,-7864000000.0,23436000000.0,4147000000.0,9406000000.0,7797000000.0,2086000000.0,0.0,12338000000.0,507000000.0,,6585000000.0,6585000000.0,696000000.0,148000000.0,548000000.0,4550000000.0,4550000000.0,2023-07-31
0.0,1140732746.0,1140732746.0,12519000000.0,6739000000.0,9694000000.0,2166000000.0,6739000000.0,9658000000.0,6833000000.0,9694000000.0,6833000000.0,6833000000.0,-653000000.0,-653000000.0,6345000000.0,0.0,1141000000.0,1141000000.0,0.0,23518000000.0,11878000000.0,908000000.0,,133000000.0,133000000.0,10837000000.0,7976000000.0,2861000000.0,,11640000000.0,,1682000000.0,1682000000.0,,,,9958000000.0,4482000000.0,5476000000.0,,51000000.0,51000000.0,5425000000.0,30351000000.0,16545000000.0,748000000.0,152000000.0,152000000.0,94000000.0,94000000.0,15551000000.0,-7841000000.0,23392000000.0,4163000000.0,9289000000.0,7843000000.0,2097000000.0,0.0,13806000000.0,535000000.0,,8285000000.0,8285000000.0,696000000.0,136000000.0,560000000.0,4290000000.0,4290000000.0,2023-10-31
