free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,other_non_cash_items,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
4059000000.0,-2746000000.0,-393000000.0,0.0,17000000.0,-2533000000.0,167000000.0,1766000000.0,6694000000.0,8316000000.0,228000000.0,-1850000000.0,-5508000000.0,-5508000000.0,4000000.0,-2390000000.0,-2390000000.0,-2729000000.0,-2746000000.0,17000000.0,-393000000.0,-393000000.0,-393000000.0,0.0,-2934000000.0,-2934000000.0,90000000.0,-394000000.0,1827000000.0,-2221000000.0,-97000000.0,,-2533000000.0,6592000000.0,6592000000.0,139000000.0,-537000000.0,-537000000.0,-197000000.0,-340000000.0,-340000000.0,296000000.0,26000000.0,354000000.0,396000000.0,-18000000.0,492000000.0,492000000.0,1999000000.0,335000000.0,373000000.0,0.0,3249000000.0,2022-12-31
2506000000.0,-1797000000.0,-43000000.0,0.0,,-2897000000.0,,,7219000000.0,6694000000.0,-104000000.0,629000000.0,-3326000000.0,-3326000000.0,2000000.0,-1488000000.0,-1488000000.0,-1797000000.0,-1797000000.0,,-43000000.0,-43000000.0,-43000000.0,0.0,-1448000000.0,-1448000000.0,384000000.0,1065000000.0,,,0.0,0.0,-2897000000.0,5403000000.0,5403000000.0,-283000000.0,-2194000000.0,-2194000000.0,-1266000000.0,-928000000.0,-928000000.0,255000000.0,-45000000.0,1701000000.0,101000000.0,1000000.0,324000000.0,324000000.0,1942000000.0,398000000.0,491000000.0,,2920000000.0,2023-03-31
931000000.0,-1298000000.0,-1157000000.0,1093000000.0,,-2923000000.0,,,5974000000.0,7219000000.0,-58000000.0,-1187000000.0,-2725000000.0,-2725000000.0,-13000000.0,-1350000000.0,-1350000000.0,-1298000000.0,-1298000000.0,,-64000000.0,-64000000.0,-1157000000.0,1093000000.0,-2316000000.0,-2316000000.0,123000000.0,484000000.0,,,0.0,0.0,-2923000000.0,3854000000.0,3854000000.0,-845000000.0,-1452000000.0,-1452000000.0,-348000000.0,-1104000000.0,-1104000000.0,40000000.0,22000000.0,545000000.0,130000000.0,0.0,165000000.0,165000000.0,2010000000.0,162000000.0,161000000.0,,2232000000.0,2023-06-30
2900000000.0,-1262000000.0,-43000000.0,2694000000.0,,-2545000000.0,175000000.0,939000000.0,9076000000.0,5974000000.0,12000000.0,3090000000.0,29000000.0,29000000.0,-23000000.0,-1337000000.0,-1337000000.0,-1262000000.0,-1262000000.0,,2651000000.0,2651000000.0,-43000000.0,2694000000.0,-2384000000.0,-2384000000.0,-150000000.0,311000000.0,,,0.0,0.0,-2545000000.0,5445000000.0,5445000000.0,-23000000.0,976000000.0,976000000.0,777000000.0,199000000.0,199000000.0,191000000.0,-91000000.0,-1099000000.0,-11000000.0,11000000.0,264000000.0,264000000.0,2246000000.0,160000000.0,268000000.0,,2798000000.0,2023-09-30
2380000000.0,-1095000000.0,-136000000.0,0.0,,-2883000000.0,168000000.0,1265000000.0,5899000000.0,9076000000.0,51000000.0,-3228000000.0,-2639000000.0,-2639000000.0,0.0,-1408000000.0,-1408000000.0,-1095000000.0,-1095000000.0,,-136000000.0,-136000000.0,-136000000.0,0.0,-5852000000.0,-5852000000.0,242000000.0,-487000000.0,,,-2724000000.0,,-2883000000.0,5263000000.0,5263000000.0,-231000000.0,-279000000.0,-279000000.0,-281000000.0,2000000.0,2000000.0,-149000000.0,11000000.0,186000000.0,5000000.0,2000000.0,392000000.0,392000000.0,2072000000.0,-948000000.0,,,3007000000.0,2023-12-31
