treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,current_debt_and_capital_lease_obligation,current_debt,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_accounts_receivable,investments_and_advances,other_investments,investmentin_financial_assets,held_to_maturity_securities,long_term_equity_investment,net_ppe,accumulated_depreciation,gross_ppe,other_properties,current_assets,other_current_assets,prepaid_assets,inventory,finished_goods,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
877029062.0,1223856072.0,2100885134.0,10185000000.0,16643000000.0,48003000000.0,64646000000.0,5902000000.0,48003000000.0,48003000000.0,64229000000.0,48003000000.0,48003000000.0,-6000000000.0,-6000000000.0,60189000000.0,53029000000.0,61142000000.0,21000000.0,21000000.0,45826000000.0,32979000000.0,1552000000.0,1074000000.0,7726000000.0,7726000000.0,16226000000.0,16226000000.0,6401000000.0,12847000000.0,417000000.0,417000000.0,728000000.0,11702000000.0,2346000000.0,9356000000.0,3193000000.0,6163000000.0,93829000000.0,75080000000.0,1989000000.0,142000000.0,8083000000.0,68000000.0,522000000.0,522000000.0,7493000000.0,64866000000.0,-66630000000.0,131496000000.0,131496000000.0,18749000000.0,1199000000.0,1199000000.0,1219000000.0,641000000.0,578000000.0,7088000000.0,7088000000.0,-2000000.0,7090000000.0,9243000000.0,2785000000.0,6458000000.0,4227000000.0,2231000000.0,2022-12-31
892452137.0,1210058689.0,2102510826.0,9609000000.0,16583000000.0,47783000000.0,64366000000.0,4563000000.0,47783000000.0,47783000000.0,63049000000.0,47783000000.0,47783000000.0,-6027000000.0,-6027000000.0,61904000000.0,54593000000.0,61100000000.0,21000000.0,21000000.0,43658000000.0,32105000000.0,1581000000.0,1007000000.0,7927000000.0,7927000000.0,15266000000.0,15266000000.0,6324000000.0,11553000000.0,1317000000.0,1317000000.0,420000000.0,9816000000.0,1869000000.0,7947000000.0,2847000000.0,5100000000.0,91441000000.0,75325000000.0,2038000000.0,,8197000000.0,,,,,65090000000.0,-67691000000.0,132781000000.0,,16116000000.0,953000000.0,,1258000000.0,666000000.0,592000000.0,5296000000.0,5296000000.0,-3000000.0,5299000000.0,8609000000.0,1635000000.0,6974000000.0,5124000000.0,1850000000.0,2023-03-31
905133563.0,1197490673.0,2102624236.0,10709000000.0,16444000000.0,47531000000.0,63975000000.0,3953000000.0,47531000000.0,47531000000.0,63096000000.0,47531000000.0,47531000000.0,-5925000000.0,-5925000000.0,63217000000.0,55483000000.0,61169000000.0,21000000.0,21000000.0,42074000000.0,32526000000.0,1585000000.0,981000000.0,8038000000.0,8038000000.0,15565000000.0,15565000000.0,6357000000.0,9548000000.0,879000000.0,879000000.0,552000000.0,8117000000.0,1799000000.0,6318000000.0,1692000000.0,4626000000.0,89605000000.0,76104000000.0,2034000000.0,,8618000000.0,,,,,65452000000.0,-69529000000.0,134981000000.0,,13501000000.0,919000000.0,,1236000000.0,625000000.0,611000000.0,4531000000.0,4531000000.0,-3000000.0,4534000000.0,6815000000.0,1080000000.0,5735000000.0,4353000000.0,1382000000.0,2023-06-30
916188825.0,1187407942.0,2103596767.0,10233000000.0,19063000000.0,47745000000.0,66808000000.0,6843000000.0,47745000000.0,47745000000.0,65927000000.0,47745000000.0,47745000000.0,-5961000000.0,-5961000000.0,64529000000.0,56952000000.0,61262000000.0,21000000.0,21000000.0,45906000000.0,35568000000.0,1680000000.0,956000000.0,8325000000.0,8325000000.0,18182000000.0,18182000000.0,6425000000.0,10338000000.0,881000000.0,881000000.0,691000000.0,8766000000.0,1704000000.0,7062000000.0,1919000000.0,5143000000.0,93651000000.0,76470000000.0,2178000000.0,,8731000000.0,,,,,65561000000.0,-71630000000.0,137191000000.0,,17181000000.0,738000000.0,,1326000000.0,664000000.0,662000000.0,5671000000.0,5671000000.0,-3000000.0,5674000000.0,9446000000.0,616000000.0,8830000000.0,5871000000.0,2959000000.0,2023-09-30
925670961.0,1178101555.0,2103772516.0,13302000000.0,18937000000.0,49279000000.0,68216000000.0,4325000000.0,49279000000.0,49279000000.0,67142000000.0,49279000000.0,49279000000.0,-5673000000.0,-5673000000.0,65640000000.0,59268000000.0,61303000000.0,21000000.0,21000000.0,46645000000.0,36640000000.0,1735000000.0,1009000000.0,8813000000.0,8813000000.0,17863000000.0,17863000000.0,7220000000.0,10005000000.0,1074000000.0,1074000000.0,774000000.0,8157000000.0,1229000000.0,6928000000.0,1811000000.0,5117000000.0,95924000000.0,81594000000.0,2420000000.0,143000000.0,8987000000.0,93000000.0,989000000.0,989000000.0,7905000000.0,70044000000.0,-74361000000.0,144405000000.0,144405000000.0,14330000000.0,852000000.0,,1398000000.0,676000000.0,722000000.0,5474000000.0,5474000000.0,-3000000.0,5477000000.0,6606000000.0,971000000.0,5635000000.0,3737000000.0,1898000000.0,2023-12-31
