ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,buildings_and_improvements,properties,current_assets,other_current_assets,current_deferred_assets,prepaid_assets,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,cash_equivalents,cash_financial
160137000.0,160137000.0,1947140000.0,2345670000.0,-254488000.0,7604376000.0,1697491000.0,-254488000.0,148906000.0,5407612000.0,7599159000.0,5407612000.0,5407612000.0,-56064000.0,-56064000.0,-2322093000.0,7785753000.0,16000.0,16000.0,0.0,3686124000.0,2376678000.0,18392000.0,17833000.0,17833000.0,,2340453000.0,148906000.0,2191547000.0,1309446000.0,,1044622000.0,1044622000.0,5217000.0,,5217000.0,5217000.0,110399000.0,149208000.0,100086000.0,49122000.0,,49122000.0,9093736000.0,6086799000.0,43462000.0,195146000.0,5662100000.0,261825000.0,5400275000.0,186091000.0,,186091000.0,,60884000.0,,125207000.0,0.0,3006937000.0,68567000.0,84454000.0,68567000.0,380754000.0,380754000.0,-7609000.0,388363000.0,2473162000.0,2223538000.0,249624000.0,2022-10-31,,
161309000.0,161309000.0,1929000000.0,2367000000.0,-175000000.0,7659000000.0,1764000000.0,-175000000.0,174000000.0,5466000000.0,7659000000.0,5466000000.0,5466000000.0,-33000000.0,-33000000.0,-2475000000.0,7974000000.0,0.0,0.0,0.0,3841000000.0,2376000000.0,11000000.0,30000000.0,18000000.0,12000000.0,2335000000.0,142000000.0,2193000000.0,1465000000.0,8000000.0,1242000000.0,1242000000.0,32000000.0,32000000.0,,,99000000.0,84000000.0,67000000.0,17000000.0,5000000.0,12000000.0,9307000000.0,6078000000.0,46000000.0,210000000.0,5641000000.0,241000000.0,5400000000.0,181000000.0,-48000000.0,229000000.0,88000000.0,,19000000.0,122000000.0,0.0,3229000000.0,76000000.0,92000000.0,,481000000.0,481000000.0,-8000000.0,489000000.0,2580000000.0,2316000000.0,264000000.0,2023-01-31,,
162344000.0,162344000.0,1706000000.0,1965000000.0,-99000000.0,7365000000.0,1481000000.0,-99000000.0,134000000.0,5534000000.0,7365000000.0,5534000000.0,5534000000.0,-20000000.0,-20000000.0,-2594000000.0,8148000000.0,0.0,0.0,0.0,3366000000.0,2004000000.0,25000000.0,14000000.0,14000000.0,,1965000000.0,134000000.0,1831000000.0,1362000000.0,,1173000000.0,1173000000.0,,,,,88000000.0,101000000.0,91000000.0,10000000.0,,10000000.0,8900000000.0,6057000000.0,48000000.0,208000000.0,5633000000.0,227000000.0,5406000000.0,168000000.0,,168000000.0,,168000000.0,,,,2843000000.0,88000000.0,95000000.0,,290000000.0,290000000.0,-7000000.0,297000000.0,2370000000.0,2245000000.0,125000000.0,2023-04-30,,
164040000.0,164040000.0,1095000000.0,1573000000.0,23000000.0,7091000000.0,1230000000.0,23000000.0,122000000.0,5640000000.0,7091000000.0,5640000000.0,5640000000.0,-14000000.0,-14000000.0,-2705000000.0,8359000000.0,0.0,0.0,0.0,3073000000.0,1617000000.0,27000000.0,17000000.0,17000000.0,,1573000000.0,122000000.0,1451000000.0,1456000000.0,,1225000000.0,1225000000.0,,,,,123000000.0,108000000.0,95000000.0,13000000.0,,13000000.0,8713000000.0,6027000000.0,51000000.0,218000000.0,5617000000.0,211000000.0,5406000000.0,141000000.0,,141000000.0,,141000000.0,,,,2686000000.0,91000000.0,101000000.0,,388000000.0,388000000.0,-7000000.0,395000000.0,2106000000.0,1750000000.0,356000000.0,2023-07-31,,
165324000.0,165324000.0,902000000.0,1421000000.0,127000000.0,7032000000.0,1184000000.0,127000000.0,119000000.0,5730000000.0,7032000000.0,5730000000.0,5730000000.0,-18000000.0,-18000000.0,-2786000000.0,8534000000.0,0.0,0.0,0.0,3010000000.0,1467000000.0,28000000.0,18000000.0,18000000.0,,1421000000.0,119000000.0,1302000000.0,1543000000.0,,1256000000.0,1256000000.0,,,,,168000000.0,119000000.0,108000000.0,11000000.0,,11000000.0,8740000000.0,6013000000.0,49000000.0,220000000.0,5603000000.0,197000000.0,5406000000.0,141000000.0,,141000000.0,,141000000.0,,,,2727000000.0,75000000.0,104000000.0,,418000000.0,418000000.0,-7000000.0,425000000.0,2130000000.0,1730000000.0,400000000.0,2023-10-31,,
167126000.0,167126000.0,820000000.0,1297000000.0,300000000.0,7042000000.0,1198000000.0,300000000.0,143000000.0,5888000000.0,7042000000.0,5888000000.0,5888000000.0,-6000000.0,-6000000.0,-2830000000.0,8724000000.0,0.0,0.0,0.0,3101000000.0,1319000000.0,14000000.0,39000000.0,23000000.0,16000000.0,1266000000.0,112000000.0,1154000000.0,1782000000.0,8000000.0,1488000000.0,1488000000.0,31000000.0,31000000.0,,,167000000.0,88000000.0,72000000.0,16000000.0,4000000.0,12000000.0,8989000000.0,6009000000.0,48000000.0,242000000.0,5588000000.0,182000000.0,5406000000.0,131000000.0,-62000000.0,193000000.0,92000000.0,,18000000.0,83000000.0,0.0,2980000000.0,106000000.0,113000000.0,,559000000.0,559000000.0,-6000000.0,565000000.0,2202000000.0,1868000000.0,334000000.0,2024-01-31,151000000.0,183000000.0
