tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,rent_expense_supplemental,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-17148214.285714,0.259821,1424000000.0,-66000000.0,-66000000.0,829000000.0,10812000000.0,1358000000.0,1358000000.0,-238000000.0,238000000.0,877851785.714286,829000000.0,12089000000.0,698000000.0,1470000000.0,641000000.0,638000000.0,1.29,1.3,829000000.0,829000000.0,829000000.0,829000000.0,829000000.0,291000000.0,1120000000.0,12000000.0,70000000.0,104000000.0,0.0,-170000000.0,-238000000.0,238000000.0,1346000000.0,1277000000.0,499000000.0,778000000.0,506000000.0,272000000.0,272000000.0,2623000000.0,10812000000.0,13435000000.0,11138000000.0,2022-12-31
28260869.565217,0.282609,-379000000.0,100000000.0,100000000.0,-363000000.0,11901000000.0,-279000000.0,-279000000.0,-227000000.0,227000000.0,-434739130.434783,-363000000.0,13036000000.0,716000000.0,-277000000.0,639000000.0,639000000.0,-0.57,-0.57,-363000000.0,-363000000.0,-363000000.0,-363000000.0,-363000000.0,-143000000.0,-506000000.0,-2000000.0,-102000000.0,-22000000.0,22000000.0,122000000.0,-227000000.0,227000000.0,-277000000.0,1135000000.0,563000000.0,572000000.0,500000000.0,72000000.0,72000000.0,858000000.0,11901000000.0,12759000000.0,10620000000.0,2023-03-31
20936555.891239,0.21148,2421000000.0,99000000.0,99000000.0,1827000000.0,11312000000.0,2520000000.0,2520000000.0,-203000000.0,203000000.0,1748936555.891239,1827000000.0,13148000000.0,749000000.0,2491000000.0,642000000.0,639000000.0,2.84,2.86,1827000000.0,1827000000.0,1827000000.0,1827000000.0,1827000000.0,490000000.0,2317000000.0,90000000.0,-9000000.0,-29000000.0,29000000.0,128000000.0,-203000000.0,203000000.0,2430000000.0,1836000000.0,529000000.0,1307000000.0,651000000.0,656000000.0,656000000.0,4266000000.0,11312000000.0,15578000000.0,13377000000.0,2023-06-30
-59465483.234714,0.271532,1936000000.0,-219000000.0,-219000000.0,1108000000.0,11888000000.0,1717000000.0,1717000000.0,-196000000.0,196000000.0,1267534516.765286,1108000000.0,13565000000.0,810000000.0,1984000000.0,644000000.0,639000000.0,1.72,1.73,1108000000.0,1108000000.0,1108000000.0,1108000000.0,1108000000.0,413000000.0,1521000000.0,-206000000.0,13000000.0,-13000000.0,13000000.0,-206000000.0,-196000000.0,196000000.0,1923000000.0,1677000000.0,581000000.0,1096000000.0,618000000.0,478000000.0,478000000.0,3600000000.0,11888000000.0,15488000000.0,13273000000.0,2023-09-30
127421538.461538,0.104615,1264000000.0,1218000000.0,1218000000.0,2037000000.0,11468000000.0,2482000000.0,2482000000.0,-207000000.0,207000000.0,946421538.461538,2037000000.0,12962000000.0,820000000.0,1322000000.0,644000000.0,639000000.0,3.16,3.19,2037000000.0,2037000000.0,2037000000.0,2037000000.0,2037000000.0,238000000.0,2275000000.0,1221000000.0,3000000.0,0.0,0.0,1218000000.0,-207000000.0,207000000.0,1261000000.0,1494000000.0,570000000.0,924000000.0,564000000.0,360000000.0,360000000.0,2755000000.0,11468000000.0,14223000000.0,12362000000.0,2023-12-31
-92400000.0,0.4,558000000.0,-231000000.0,-231000000.0,37000000.0,11924000000.0,327000000.0,327000000.0,-205000000.0,205000000.0,175600000.0,37000000.0,13134000000.0,884000000.0,614000000.0,645000000.0,640000000.0,0.06,0.06,37000000.0,37000000.0,37000000.0,37000000.0,37000000.0,85000000.0,122000000.0,-287000000.0,-56000000.0,-4000000.0,4000000.0,-227000000.0,-205000000.0,205000000.0,614000000.0,1210000000.0,535000000.0,675000000.0,550000000.0,125000000.0,125000000.0,1824000000.0,11924000000.0,13748000000.0,11309000000.0,2024-03-31
