treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_revenue,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,other_investments,investmentin_financial_assets,available_for_sale_securities,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,current_assets,other_current_assets,prepaid_assets,inventory,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,non_current_deferred_taxes_liabilities
10535033.0,641265753.0,651800786.0,19764000000.0,30610000000.0,-9163000000.0,29612000000.0,-12929000000.0,-9163000000.0,7580000000.0,6582000000.0,27253000000.0,6582000000.0,6582000000.0,-5801000000.0,-5801000000.0,313000000.0,1170000000.0,11526000000.0,0.0,0.0,65706000000.0,39766000000.0,4074000000.0,3707000000.0,3707000000.0,4448000000.0,4448000000.0,27537000000.0,6866000000.0,20671000000.0,25940000000.0,9260000000.0,3434000000.0,3434000000.0,3073000000.0,714000000.0,2359000000.0,2359000000.0,10173000000.0,5067000000.0,5106000000.0,5106000000.0,72288000000.0,59277000000.0,934000000.0,325000000.0,325000000.0,2128000000.0,,2128000000.0,2128000000.0,,15745000000.0,5992000000.0,9753000000.0,40145000000.0,-20370000000.0,60515000000.0,1067000000.0,16032000000.0,3375000000.0,13011000000.0,1877000000.0,1877000000.0,1424000000.0,3176000000.0,3176000000.0,-23000000.0,3199000000.0,6534000000.0,3268000000.0,3266000000.0,2022-12-31,
11138728.0,642716623.0,653855351.0,18744000000.0,29560000000.0,-9483000000.0,28219000000.0,-15016000000.0,-9483000000.0,7601000000.0,6260000000.0,26083000000.0,6260000000.0,6260000000.0,-5754000000.0,-5754000000.0,337000000.0,807000000.0,11544000000.0,0.0,0.0,66874000000.0,38457000000.0,3614000000.0,3730000000.0,3730000000.0,4413000000.0,4413000000.0,26700000000.0,6877000000.0,19823000000.0,28417000000.0,12287000000.0,3685000000.0,3685000000.0,2860000000.0,724000000.0,2136000000.0,2136000000.0,9585000000.0,4831000000.0,4754000000.0,4754000000.0,73134000000.0,59733000000.0,993000000.0,432000000.0,432000000.0,2249000000.0,300000000.0,1375000000.0,1375000000.0,574000000.0,15743000000.0,5990000000.0,9753000000.0,40316000000.0,-20881000000.0,61197000000.0,,61197000000.0,,13401000000.0,2187000000.0,,1379000000.0,3224000000.0,3224000000.0,-24000000.0,3248000000.0,6611000000.0,3396000000.0,3215000000.0,2023-03-31,
11153986.0,643418375.0,654572361.0,17537000000.0,27550000000.0,-7641000000.0,28305000000.0,-15402000000.0,-7641000000.0,7345000000.0,8100000000.0,26240000000.0,8100000000.0,8100000000.0,-5709000000.0,-5709000000.0,338000000.0,2569000000.0,11578000000.0,0.0,0.0,65397000000.0,36915000000.0,4017000000.0,3669000000.0,3669000000.0,4443000000.0,4443000000.0,24786000000.0,6646000000.0,18140000000.0,28482000000.0,11522000000.0,3824000000.0,3824000000.0,2764000000.0,699000000.0,2065000000.0,2065000000.0,10372000000.0,5258000000.0,5114000000.0,5114000000.0,73497000000.0,60417000000.0,1361000000.0,,,2389000000.0,382000000.0,1422000000.0,1422000000.0,585000000.0,15741000000.0,5988000000.0,9753000000.0,40926000000.0,-20655000000.0,61581000000.0,,61581000000.0,,13080000000.0,2484000000.0,,1438000000.0,3122000000.0,3122000000.0,-23000000.0,3145000000.0,6036000000.0,3368000000.0,2668000000.0,2023-06-30,
11211014.0,643463433.0,654674447.0,16678000000.0,26799000000.0,-6512000000.0,28739000000.0,-15301000000.0,-6512000000.0,7286000000.0,9226000000.0,26758000000.0,9226000000.0,9226000000.0,-5660000000.0,-5660000000.0,340000000.0,3613000000.0,11613000000.0,0.0,0.0,64021000000.0,36465000000.0,4301000000.0,3618000000.0,3618000000.0,4456000000.0,4456000000.0,24090000000.0,6558000000.0,17532000000.0,27556000000.0,9838000000.0,3917000000.0,3917000000.0,2709000000.0,728000000.0,1981000000.0,1981000000.0,11092000000.0,5772000000.0,5320000000.0,5320000000.0,73247000000.0,60992000000.0,1408000000.0,,,2291000000.0,329000000.0,1329000000.0,1329000000.0,633000000.0,15738000000.0,5985000000.0,9753000000.0,41555000000.0,-21235000000.0,62790000000.0,,62790000000.0,,12255000000.0,2529000000.0,,1507000000.0,3214000000.0,3214000000.0,-17000000.0,3231000000.0,5005000000.0,2170000000.0,2835000000.0,2023-09-30,
11224246.0,643446948.0,654671194.0,17313000000.0,27281000000.0,-4631000000.0,31159000000.0,-16149000000.0,-4631000000.0,7227000000.0,11105000000.0,28176000000.0,11105000000.0,11105000000.0,-5845000000.0,-5845000000.0,341000000.0,5650000000.0,11641000000.0,0.0,0.0,62539000000.0,36121000000.0,3561000000.0,3601000000.0,3601000000.0,5420000000.0,4512000000.0,23539000000.0,6468000000.0,17071000000.0,26418000000.0,8144000000.0,3908000000.0,3908000000.0,3742000000.0,759000000.0,2983000000.0,2983000000.0,10624000000.0,6178000000.0,4446000000.0,4446000000.0,73644000000.0,63375000000.0,1692000000.0,,,3457000000.0,,,,3457000000.0,15736000000.0,5983000000.0,9753000000.0,42490000000.0,-21707000000.0,64197000000.0,1062000000.0,16990000000.0,3307000000.0,10269000000.0,1957000000.0,,1314000000.0,3130000000.0,3130000000.0,-17000000.0,3147000000.0,3868000000.0,1127000000.0,2741000000.0,2023-12-31,908000000.0
11854394.0,645312283.0,657166677.0,15487000000.0,26309000000.0,-4583000000.0,30515000000.0,-16899000000.0,-4583000000.0,6945000000.0,11151000000.0,27706000000.0,11151000000.0,11151000000.0,-5793000000.0,-5793000000.0,366000000.0,5622000000.0,11688000000.0,0.0,0.0,63818000000.0,35340000000.0,3541000000.0,3524000000.0,3524000000.0,5517000000.0,4523000000.0,22758000000.0,6203000000.0,16555000000.0,28478000000.0,11293000000.0,4018000000.0,4018000000.0,3551000000.0,742000000.0,2809000000.0,2809000000.0,9616000000.0,5075000000.0,4541000000.0,4541000000.0,74969000000.0,63390000000.0,1709000000.0,,,3247000000.0,496000000.0,2149000000.0,2149000000.0,602000000.0,15734000000.0,5981000000.0,9753000000.0,42700000000.0,-22156000000.0,64856000000.0,,64856000000.0,,11579000000.0,1913000000.0,,1452000000.0,3748000000.0,3748000000.0,-16000000.0,3764000000.0,4466000000.0,589000000.0,3877000000.0,2024-03-31,994000000.0
