ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number
38107977.0,38107977.0,235773000.0,751651000.0,998858000.0,610767000.0,751651000.0,235773000.0,998858000.0,998858000.0,998858000.0,998858000.0,-8124000.0,,43904000.0,963040000.0,38000.0,38000.0,0.0,372028000.0,227096000.0,3276000.0,223820000.0,223820000.0,144932000.0,9158000.0,9158000.0,11953000.0,11953000.0,123821000.0,97142000.0,26679000.0,26679000.0,1370886000.0,615187000.0,12793000.0,64213000.0,64213000.0,247207000.0,81161000.0,166046000.0,290974000.0,-48025000.0,338999000.0,25611000.0,7523000.0,225959000.0,79906000.0,0.0,755699000.0,30279000.0,334006000.0,216427000.0,26793000.0,90786000.0,203384000.0,203384000.0,-862000.0,204246000.0,188030000.0,118172000.0,69858000.0,2022-12-31,
38242100.0,38242100.0,233520000.0,779639000.0,1024469000.0,640162000.0,779639000.0,233520000.0,1024469000.0,1024469000.0,1024469000.0,1024469000.0,-6861000.0,-6861000.0,52466000.0,978826000.0,38000.0,38000.0,,370829000.0,224501000.0,3241000.0,221260000.0,221260000.0,146328000.0,9114000.0,9114000.0,12260000.0,12260000.0,124954000.0,96755000.0,28199000.0,28199000.0,1395298000.0,608808000.0,11173000.0,65173000.0,65173000.0,244830000.0,78669000.0,166161000.0,287632000.0,,287632000.0,,,287632000.0,,,786490000.0,35987000.0,344042000.0,220301000.0,32761000.0,90980000.0,207364000.0,207364000.0,-937000.0,208301000.0,199097000.0,104409000.0,94688000.0,2023-03-31,
38405605.0,38405605.0,231276000.0,824261000.0,1066543000.0,683752000.0,824261000.0,231276000.0,1066543000.0,1066543000.0,1066543000.0,1066543000.0,-5579000.0,-5579000.0,71426000.0,1000658000.0,38000.0,38000.0,,365989000.0,221865000.0,3288000.0,218577000.0,218577000.0,144124000.0,8430000.0,8430000.0,12699000.0,12699000.0,122995000.0,97176000.0,25819000.0,25819000.0,1432532000.0,604656000.0,10500000.0,66671000.0,66671000.0,242282000.0,76116000.0,166166000.0,285203000.0,,285203000.0,,,285203000.0,,,827876000.0,39078000.0,358770000.0,216212000.0,42391000.0,100167000.0,208965000.0,208965000.0,-4775000.0,213740000.0,221063000.0,106896000.0,114167000.0,2023-06-30,
38572339.0,38572339.0,228794000.0,864732000.0,1104138000.0,723398000.0,864732000.0,228794000.0,1104138000.0,1104138000.0,1104138000.0,1104138000.0,-7240000.0,-7240000.0,80640000.0,1030700000.0,38000.0,38000.0,,364239000.0,219161000.0,3265000.0,215896000.0,215896000.0,145078000.0,8274000.0,8274000.0,12898000.0,12898000.0,123906000.0,95910000.0,27996000.0,27996000.0,1468377000.0,599901000.0,14743000.0,64236000.0,64236000.0,239406000.0,73452000.0,165954000.0,281516000.0,,281516000.0,,,281516000.0,,,868476000.0,38761000.0,374245000.0,220926000.0,43225000.0,110094000.0,206615000.0,206615000.0,-3155000.0,209770000.0,248855000.0,148098000.0,100757000.0,2023-09-30,
38681549.0,38681549.0,234343000.0,949518000.0,1178944000.0,764258000.0,949518000.0,234343000.0,1178944000.0,1178944000.0,1178944000.0,1178944000.0,-3151000.0,-3151000.0,134858000.0,1047198000.0,39000.0,39000.0,0.0,377361000.0,226217000.0,5308000.0,220909000.0,220909000.0,151144000.0,6985000.0,6985000.0,13434000.0,13434000.0,130725000.0,103570000.0,27155000.0,27155000.0,1556305000.0,640903000.0,25880000.0,85158000.0,85158000.0,229426000.0,63156000.0,166270000.0,300439000.0,-51752000.0,352191000.0,29241000.0,3535000.0,219848000.0,99567000.0,0.0,915402000.0,36424000.0,388023000.0,234023000.0,34489000.0,119511000.0,201768000.0,201768000.0,-3169000.0,204937000.0,289187000.0,121701000.0,167486000.0,2023-12-31,0.0
