free_cash_flow,repayment_of_debt,capital_expenditure,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date
-2225000.0,-452000.0,-3562000.0,416000.0,69858000.0,54844000.0,-691000.0,15705000.0,5735000.0,5735000.0,-1074000.0,7261000.0,-452000.0,-452000.0,-452000.0,8633000.0,8633000.0,,12195000.0,12195000.0,0.0,-3562000.0,-3562000.0,1337000.0,1337000.0,-19421000.0,4672000.0,4377000.0,295000.0,295000.0,721000.0,-12314000.0,-12500000.0,-12500000.0,395000.0,9997000.0,1394000.0,-1346000.0,-1346000.0,6441000.0,6441000.0,3877000.0,2022-12-31
9235000.0,-474000.0,-3894000.0,1413000.0,94688000.0,69858000.0,-386000.0,25216000.0,1376000.0,1376000.0,-359000.0,2209000.0,-474000.0,-474000.0,-474000.0,10711000.0,10711000.0,,14605000.0,14605000.0,,-3894000.0,-3894000.0,13129000.0,13129000.0,-14970000.0,3205000.0,1131000.0,2074000.0,2074000.0,-3994000.0,-10641000.0,-3540000.0,-3540000.0,140000.0,12766000.0,1009000.0,-953000.0,-953000.0,6575000.0,6575000.0,8562000.0,2023-03-31
12757000.0,-483000.0,-4342000.0,1533000.0,114167000.0,94688000.0,357000.0,19122000.0,8694000.0,8694000.0,-822000.0,9999000.0,-483000.0,-483000.0,-483000.0,-6671000.0,-6671000.0,,-1829000.0,13365000.0,,-4342000.0,-4342000.0,17099000.0,17099000.0,-23734000.0,-1829000.0,504000.0,-2333000.0,-2333000.0,-1907000.0,-15117000.0,-4881000.0,-4881000.0,3447000.0,12823000.0,390000.0,-1497000.0,-1497000.0,6710000.0,6710000.0,18960000.0,2023-06-30
27512000.0,-499000.0,-3332000.0,1083000.0,100757000.0,114167000.0,-70000.0,-13340000.0,212000.0,212000.0,-123000.0,834000.0,-499000.0,-499000.0,-499000.0,-44396000.0,-44396000.0,-988000.0,-40076000.0,18100000.0,-58176000.0,-3332000.0,-3332000.0,30844000.0,30844000.0,-22956000.0,327000.0,-1986000.0,2313000.0,2313000.0,-4387000.0,-20708000.0,1812000.0,1812000.0,17251000.0,14136000.0,3851000.0,2415000.0,2415000.0,6933000.0,6933000.0,9214000.0,2023-09-30
32616000.0,-525000.0,-3645000.0,2528000.0,167486000.0,100757000.0,267000.0,66462000.0,5921000.0,5921000.0,-925000.0,7371000.0,-525000.0,-525000.0,-525000.0,24280000.0,24280000.0,988000.0,27925000.0,36495000.0,-8570000.0,-3645000.0,-3645000.0,36261000.0,36261000.0,-17424000.0,5615000.0,6572000.0,-957000.0,-957000.0,-8621000.0,-21244000.0,6343000.0,6343000.0,-285000.0,10791000.0,948000.0,-19026000.0,-19026000.0,7039000.0,7039000.0,54218000.0,2023-12-31
