tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,rent_expense_supplemental,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
10035087.719298,0.22807,98000000.0,44000000.0,44000000.0,-220000000.0,367000000.0,5165000000.0,142000000.0,-225000000.0,56000000.0,60000000.0,116000000.0,-253964912.280702,-220000000.0,6557000000.0,380000000.0,-385000000.0,594000000.0,594000000.0,-0.37,-0.37,-198000000.0,-198000000.0,,-220000000.0,-220000000.0,-220000000.0,-65000000.0,-285000000.0,44000000.0,0.0,-1000000.0,1000000.0,45000000.0,56000000.0,60000000.0,116000000.0,-385000000.0,1392000000.0,1392000000.0,1007000000.0,5165000000.0,6172000000.0,5585000000.0,2022-12-31
3080000.0,0.22,206000000.0,14000000.0,14000000.0,-159000000.0,365000000.0,5038000000.0,220000000.0,-145000000.0,65000000.0,60000000.0,125000000.0,-169920000.0,-159000000.0,5990000000.0,408000000.0,-284000000.0,594000000.0,594000000.0,-0.27,-0.27,-159000000.0,-159000000.0,0.0,-159000000.0,-159000000.0,-159000000.0,-46000000.0,-205000000.0,14000000.0,,0.0,,14000000.0,65000000.0,60000000.0,125000000.0,-284000000.0,952000000.0,952000000.0,668000000.0,5038000000.0,5706000000.0,5146000000.0,2023-03-31
2290000.0,0.229,1303000000.0,10000000.0,10000000.0,683000000.0,367000000.0,5286000000.0,1313000000.0,946000000.0,84000000.0,60000000.0,144000000.0,675290000.0,683000000.0,6242000000.0,459000000.0,795000000.0,639000000.0,595000000.0,1.08,1.15,688000000.0,688000000.0,-5000000.0,683000000.0,683000000.0,683000000.0,203000000.0,886000000.0,7000000.0,-3000000.0,0.0,,10000000.0,84000000.0,60000000.0,144000000.0,795000000.0,956000000.0,956000000.0,1751000000.0,5286000000.0,7037000000.0,6456000000.0,2023-06-30
4440000.0,0.185,647000000.0,24000000.0,24000000.0,193000000.0,375000000.0,5450000000.0,671000000.0,296000000.0,97000000.0,59000000.0,156000000.0,173440000.0,193000000.0,6408000000.0,457000000.0,117000000.0,640000000.0,596000000.0,0.31,0.32,193000000.0,193000000.0,,193000000.0,193000000.0,193000000.0,44000000.0,237000000.0,23000000.0,-1000000.0,0.0,,24000000.0,97000000.0,59000000.0,156000000.0,117000000.0,958000000.0,958000000.0,1075000000.0,5450000000.0,6525000000.0,5956000000.0,2023-09-30
1545454.545455,0.118881,174000000.0,13000000.0,13000000.0,-252000000.0,415000000.0,6096000000.0,187000000.0,-228000000.0,100000000.0,58000000.0,158000000.0,-263454545.454545,-252000000.0,7227000000.0,465000000.0,-404000000.0,596000000.0,596000000.0,-0.37,-0.37,-233000000.0,-233000000.0,,-252000000.0,-252000000.0,-252000000.0,-34000000.0,-286000000.0,18000000.0,5000000.0,0.0,,13000000.0,100000000.0,58000000.0,158000000.0,-404000000.0,1131000000.0,1131000000.0,727000000.0,6096000000.0,6823000000.0,6255000000.0,2023-12-31
2922818.791946,0.224832,155000000.0,13000000.0,13000000.0,-231000000.0,408000000.0,5704000000.0,168000000.0,-240000000.0,83000000.0,58000000.0,141000000.0,-241077181.208054,-231000000.0,6722000000.0,464000000.0,-393000000.0,597000000.0,597000000.0,-0.39,-0.39,-231000000.0,-231000000.0,,-231000000.0,-231000000.0,-231000000.0,-67000000.0,-298000000.0,12000000.0,-1000000.0,,,13000000.0,83000000.0,58000000.0,141000000.0,-393000000.0,1018000000.0,1018000000.0,625000000.0,5704000000.0,6329000000.0,5754000000.0,2024-03-31
