tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,earnings_from_equity_interest,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,excise_taxes,operating_revenue,date,other_special_charges
0.0,0.239529,5020000000.0,,,3113000000.0,633000000.0,37082000000.0,5020000000.0,4387000000.0,86000000.0,137000000.0,,3113000000.0,3113000000.0,37448000000.0,4295000000.0,381000000.0,380000000.0,8.15,8.15,3101000000.0,3101000000.0,12000000.0,3113000000.0,-119000000.0,3232000000.0,3232000000.0,1018000000.0,4250000000.0,-134000000.0,,,,86000000.0,137000000.0,,4298000000.0,366000000.0,26000000.0,340000000.0,340000000.0,282000000.0,4664000000.0,37082000000.0,41746000000.0,,41746000000.0,2022-12-31,
0.0,0.218579,4832000000.0,,,3067000000.0,660000000.0,32142000000.0,4832000000.0,4172000000.0,-146000000.0,146000000.0,,3067000000.0,3067000000.0,32396000000.0,4043000000.0,369000000.0,369000000.0,8.29,8.3,3057000000.0,3057000000.0,10000000.0,3067000000.0,-79000000.0,3146000000.0,3146000000.0,880000000.0,4026000000.0,129000000.0,129000000.0,,,-146000000.0,146000000.0,,4043000000.0,254000000.0,10000000.0,244000000.0,244000000.0,244000000.0,4297000000.0,32142000000.0,36439000000.0,,36439000000.0,2023-03-31,
0.0,0.218992,3534000000.0,,,1944000000.0,669000000.0,31539000000.0,3534000000.0,2865000000.0,-86000000.0,148000000.0,62000000.0,1944000000.0,1944000000.0,31750000000.0,2759000000.0,358000000.0,358000000.0,5.4,5.41,1938000000.0,1938000000.0,6000000.0,1944000000.0,-178000000.0,2122000000.0,2122000000.0,595000000.0,2717000000.0,44000000.0,,,44000000.0,-86000000.0,148000000.0,62000000.0,2759000000.0,211000000.0,2000000.0,209000000.0,209000000.0,209000000.0,2970000000.0,31539000000.0,34509000000.0,,34509000000.0,2023-06-30,
0.0,0.23389,4307000000.0,0.0,0.0,2622000000.0,682000000.0,34645000000.0,4307000000.0,3625000000.0,-75000000.0,149000000.0,74000000.0,2622000000.0,2622000000.0,34901000000.0,3503000000.0,349000000.0,349000000.0,7.49,7.49,2614000000.0,2614000000.0,8000000.0,2622000000.0,-41000000.0,2663000000.0,2663000000.0,813000000.0,3476000000.0,48000000.0,,0.0,48000000.0,-75000000.0,149000000.0,74000000.0,3503000000.0,256000000.0,6000000.0,250000000.0,250000000.0,250000000.0,3759000000.0,34645000000.0,38404000000.0,1468000000.0,39872000000.0,2023-09-30,
0.0,0.213686,2388000000.0,0.0,0.0,1202000000.0,690000000.0,33551000000.0,2388000000.0,1698000000.0,-53000000.0,149000000.0,96000000.0,1202000000.0,1202000000.0,33861000000.0,1553000000.0,338000000.0,337000000.0,3.55,3.55,1199000000.0,1199000000.0,3000000.0,1202000000.0,-16000000.0,1218000000.0,1218000000.0,331000000.0,1549000000.0,49000000.0,,0.0,49000000.0,-53000000.0,149000000.0,96000000.0,1553000000.0,310000000.0,15000000.0,295000000.0,295000000.0,295000000.0,1863000000.0,33551000000.0,35414000000.0,,31075000000.0,2023-12-31,0.0
0.0,0.209745,2518000000.0,,,1245000000.0,695000000.0,29788000000.0,2518000000.0,1823000000.0,-140000000.0,140000000.0,,1245000000.0,1245000000.0,30080000000.0,1679000000.0,331000000.0,331000000.0,3.75,3.75,1242000000.0,1242000000.0,3000000.0,1245000000.0,-85000000.0,1330000000.0,1330000000.0,353000000.0,1683000000.0,144000000.0,144000000.0,,,-140000000.0,140000000.0,,1679000000.0,292000000.0,34000000.0,258000000.0,258000000.0,258000000.0,1971000000.0,29788000000.0,31759000000.0,,31759000000.0,2024-03-31,
