treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_accrued_expenses,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_accounts_receivable,investments_and_advances,long_term_equity_investment,investmentsin_joint_venturesat_cost,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,finished_goods,raw_materials,receivables,other_receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
301372958.0,372128635.0,673501593.0,4379000000.0,12722000000.0,23099000000.0,32802000000.0,6672000000.0,23099000000.0,3481000000.0,23561000000.0,31941000000.0,25468000000.0,1907000000.0,23561000000.0,-1359000000.0,-1359000000.0,20197000000.0,38247000000.0,6863000000.0,7000000.0,7000000.0,35514000000.0,18053000000.0,239000000.0,448000000.0,448000000.0,250000000.0,301000000.0,5217000000.0,0.0,5217000000.0,11302000000.0,2922000000.0,8380000000.0,296000000.0,17461000000.0,129000000.0,129000000.0,1420000000.0,559000000.0,861000000.0,861000000.0,35000000.0,210000000.0,15667000000.0,530000000.0,67000000.0,15137000000.0,2409000000.0,841000000.0,12728000000.0,60982000000.0,36849000000.0,1406000000.0,2139000000.0,26000000.0,724000000.0,724000000.0,724000000.0,462000000.0,202000000.0,260000000.0,32092000000.0,-19598000000.0,51690000000.0,1324000000.0,5906000000.0,42866000000.0,1095000000.0,499000000.0,0.0,24133000000.0,600000000.0,6752000000.0,3579000000.0,3173000000.0,11919000000.0,1016000000.0,142000000.0,10761000000.0,-30000000.0,10791000000.0,4862000000.0,4862000000.0,2022-12-31
311978678.0,361522915.0,673501593.0,5910000000.0,11431000000.0,24977000000.0,36408000000.0,7970000000.0,24977000000.0,,24977000000.0,35150000000.0,27067000000.0,2090000000.0,24977000000.0,-1205000000.0,-1205000000.0,21637000000.0,40935000000.0,6877000000.0,7000000.0,7000000.0,33110000000.0,17745000000.0,2292000000.0,,,,,5280000000.0,,5280000000.0,10173000000.0,,10173000000.0,,15365000000.0,,,1258000000.0,,1258000000.0,,,,14107000000.0,1168000000.0,,12939000000.0,2441000000.0,867000000.0,10498000000.0,60177000000.0,36842000000.0,6062000000.0,,,,,,,,,30780000000.0,-20048000000.0,50828000000.0,,,,,,,23335000000.0,671000000.0,7455000000.0,4120000000.0,3335000000.0,9688000000.0,,,9688000000.0,,,5521000000.0,5521000000.0,2023-03-31
320378393.0,353123200.0,673501593.0,6248000000.0,11323000000.0,25851000000.0,37174000000.0,8747000000.0,25851000000.0,,25851000000.0,35981000000.0,27994000000.0,2143000000.0,25851000000.0,-971000000.0,-971000000.0,22586000000.0,42512000000.0,6889000000.0,7000000.0,7000000.0,32673000000.0,17725000000.0,2213000000.0,,,,,5382000000.0,,5382000000.0,10130000000.0,,10130000000.0,,14948000000.0,,,1193000000.0,,1193000000.0,,,,13755000000.0,1117000000.0,,12638000000.0,1813000000.0,322000000.0,10825000000.0,60667000000.0,36972000000.0,6402000000.0,,,,,,,,,30570000000.0,-20555000000.0,51125000000.0,,,,,,,23695000000.0,771000000.0,6961000000.0,3773000000.0,3188000000.0,10888000000.0,,,10888000000.0,,,5075000000.0,5075000000.0,2023-06-30
333047642.0,340453951.0,673501593.0,5610000000.0,11441000000.0,25975000000.0,37416000000.0,8985000000.0,25975000000.0,,25975000000.0,36082000000.0,28057000000.0,2082000000.0,25975000000.0,-1325000000.0,-1325000000.0,24381000000.0,44774000000.0,6900000000.0,7000000.0,7000000.0,35118000000.0,17526000000.0,2188000000.0,,,,,5231000000.0,,5231000000.0,10107000000.0,,10107000000.0,,17592000000.0,,,1334000000.0,,1334000000.0,,,,16258000000.0,1219000000.0,,15039000000.0,1697000000.0,278000000.0,13342000000.0,63175000000.0,36598000000.0,6345000000.0,,,,,,,,,30253000000.0,-20955000000.0,51208000000.0,,,,,,,26577000000.0,667000000.0,7513000000.0,4232000000.0,3281000000.0,12566000000.0,,,12566000000.0,,,5831000000.0,5831000000.0,2023-09-30
340199677.0,333301916.0,673501593.0,3794000000.0,12637000000.0,25903000000.0,35564000000.0,9419000000.0,25903000000.0,3419000000.0,26346000000.0,34367000000.0,28524000000.0,2178000000.0,26346000000.0,-870000000.0,-870000000.0,25322000000.0,45630000000.0,6901000000.0,7000000.0,7000000.0,34532000000.0,17730000000.0,238000000.0,476000000.0,476000000.0,335000000.0,167000000.0,5349000000.0,0.0,5349000000.0,10871000000.0,2850000000.0,8021000000.0,294000000.0,16802000000.0,40000000.0,40000000.0,1766000000.0,569000000.0,1197000000.0,1197000000.0,55000000.0,106000000.0,14835000000.0,679000000.0,83000000.0,14156000000.0,1589000000.0,137000000.0,12567000000.0,63056000000.0,36835000000.0,1896000000.0,2382000000.0,56000000.0,713000000.0,713000000.0,713000000.0,443000000.0,183000000.0,260000000.0,31345000000.0,-21459000000.0,52804000000.0,689000000.0,6140000000.0,44333000000.0,1137000000.0,505000000.0,0.0,26221000000.0,689000000.0,7583000000.0,3790000000.0,3793000000.0,12525000000.0,1078000000.0,409000000.0,11038000000.0,-28000000.0,11066000000.0,5424000000.0,5424000000.0,2023-12-31
346505037.0,326996556.0,673501593.0,5980000000.0,10897000000.0,26057000000.0,36954000000.0,9525000000.0,26057000000.0,,26057000000.0,36101000000.0,28824000000.0,2767000000.0,26057000000.0,-1055000000.0,-1055000000.0,26330000000.0,46519000000.0,6916000000.0,7000000.0,7000000.0,33750000000.0,17601000000.0,2297000000.0,,,,,5260000000.0,,5260000000.0,10044000000.0,,10044000000.0,,16149000000.0,,,853000000.0,,853000000.0,,,,15296000000.0,1097000000.0,,14199000000.0,1741000000.0,388000000.0,12458000000.0,62574000000.0,36900000000.0,6828000000.0,,,,,,,,,30072000000.0,-21871000000.0,51943000000.0,,,,,,,25674000000.0,695000000.0,7912000000.0,3847000000.0,4065000000.0,12150000000.0,,,12150000000.0,,,4917000000.0,4917000000.0,2024-03-31
