free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,cash_dividends_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,taxes_refund_paid,interest_received_cfo,interest_paid_cfo,change_in_working_capital,change_in_other_current_liabilities,change_in_inventory,change_in_receivables,other_non_cash_items,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
372000000.0,-66000000.0,-48000000.0,0.0,-195000000.0,5467000000.0,5196000000.0,-121000000.0,392000000.0,-243000000.0,-243000000.0,-124000000.0,-66000000.0,-66000000.0,-53000000.0,-5000000.0,,-48000000.0,-48000000.0,0.0,68000000.0,68000000.0,-36000000.0,299000000.0,1265000000.0,-966000000.0,0.0,,0.0,-195000000.0,0.0,-195000000.0,567000000.0,567000000.0,-92000000.0,19000000.0,-36000000.0,-767000000.0,-133000000.0,-57000000.0,-577000000.0,-114000000.0,-2271000000.0,-2271000000.0,296000000.0,296000000.0,79000000.0,88000000.0,3152000000.0,2022-12-31
-149000000.0,-81000000.0,-780000000.0,509000000.0,-232000000.0,4827000000.0,5467000000.0,-32000000.0,-608000000.0,-464000000.0,-464000000.0,-112000000.0,-81000000.0,-81000000.0,-271000000.0,14000000.0,14000000.0,-285000000.0,-780000000.0,495000000.0,-227000000.0,-227000000.0,-17000000.0,-14000000.0,1017000000.0,-1031000000.0,22000000.0,22000000.0,,-218000000.0,14000000.0,-232000000.0,83000000.0,83000000.0,-135000000.0,30000000.0,-51000000.0,-506000000.0,-466000000.0,-73000000.0,33000000.0,49000000.0,112000000.0,112000000.0,266000000.0,266000000.0,29000000.0,29000000.0,289000000.0,2023-03-31
-460000000.0,-82000000.0,-145000000.0,1000000.0,-127000000.0,5106000000.0,4827000000.0,-42000000.0,321000000.0,-412000000.0,-412000000.0,-167000000.0,-82000000.0,-82000000.0,-163000000.0,-19000000.0,,-144000000.0,-145000000.0,1000000.0,1066000000.0,1066000000.0,54000000.0,1060000000.0,1405000000.0,-345000000.0,-5000000.0,,-5000000.0,-43000000.0,84000000.0,-127000000.0,-333000000.0,-333000000.0,-197000000.0,51000000.0,-55000000.0,-953000000.0,-950000000.0,-51000000.0,48000000.0,138000000.0,116000000.0,116000000.0,272000000.0,272000000.0,6000000.0,6000000.0,289000000.0,2023-06-30
-447000000.0,-92000000.0,-55000000.0,0.0,-144000000.0,4605000000.0,5106000000.0,25000000.0,-526000000.0,-334000000.0,-334000000.0,-171000000.0,-92000000.0,-92000000.0,-71000000.0,-16000000.0,,-55000000.0,-55000000.0,0.0,111000000.0,111000000.0,1000000.0,228000000.0,541000000.0,-313000000.0,-19000000.0,0.0,-19000000.0,-99000000.0,45000000.0,-144000000.0,-303000000.0,-303000000.0,-153000000.0,42000000.0,-72000000.0,-719000000.0,-361000000.0,37000000.0,-395000000.0,172000000.0,46000000.0,46000000.0,267000000.0,267000000.0,-19000000.0,-19000000.0,133000000.0,2023-09-30
1721000000.0,-45000000.0,-57000000.0,0.0,-149000000.0,6234000000.0,4605000000.0,-42000000.0,1671000000.0,-292000000.0,-292000000.0,-171000000.0,-45000000.0,-45000000.0,-76000000.0,-19000000.0,,-57000000.0,-57000000.0,0.0,93000000.0,93000000.0,21000000.0,175000000.0,432000000.0,-257000000.0,0.0,0.0,0.0,-103000000.0,46000000.0,-149000000.0,1870000000.0,1870000000.0,-91000000.0,55000000.0,-63000000.0,896000000.0,-252000000.0,530000000.0,618000000.0,148000000.0,551000000.0,551000000.0,282000000.0,282000000.0,-103000000.0,40000000.0,-32000000.0,2023-12-31
955000000.0,-8000000.0,-428000000.0,0.0,-112000000.0,6561000000.0,6234000000.0,-2000000.0,329000000.0,-638000000.0,-638000000.0,-166000000.0,-8000000.0,-8000000.0,-464000000.0,-36000000.0,,-428000000.0,-428000000.0,0.0,-100000000.0,-100000000.0,19000000.0,-32000000.0,374000000.0,-406000000.0,0.0,0.0,,-87000000.0,25000000.0,-112000000.0,1067000000.0,1067000000.0,-122000000.0,54000000.0,-84000000.0,427000000.0,-370000000.0,32000000.0,765000000.0,80000000.0,13000000.0,13000000.0,261000000.0,261000000.0,,,438000000.0,2024-03-31
