treasury_shares_number,ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,other_equity_interest,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,foreign_currency_translation_adjustments,unrealized_gain_loss,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_accrued_expenses,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,financial_assets_designatedas_fair_value_through_profitor_loss_total,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,prepaid_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,other_receivables,taxes_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,assets_held_for_sale_current
45281539.0,5587016037.0,5632297576.0,5519000000.0,14403000000.0,25810000000.0,7492000000.0,14403000000.0,1042000000.0,21333000000.0,25582000000.0,21426000000.0,93000000.0,21333000000.0,,19561000000.0,15487000000.0,169000000.0,3905000000.0,352000000.0,1375000000.0,503000000.0,246000000.0,246000000.0,21517000000.0,8743000000.0,57000000.0,2459000000.0,2459000000.0,46000000.0,452000000.0,120000000.0,332000000.0,5107000000.0,858000000.0,4249000000.0,622000000.0,12774000000.0,1655000000.0,1977000000.0,1977000000.0,412000000.0,184000000.0,228000000.0,228000000.0,813000000.0,7917000000.0,2674000000.0,5243000000.0,513000000.0,185000000.0,4730000000.0,42943000000.0,22677000000.0,35000000.0,6754000000.0,45000000.0,3834000000.0,3834000000.0,159000000.0,1976000000.0,1777000000.0,949000000.0,828000000.0,199000000.0,6930000000.0,1263000000.0,5667000000.0,2944000000.0,-3966000000.0,6910000000.0,248000000.0,241000000.0,3589000000.0,1423000000.0,1409000000.0,0.0,20266000000.0,908000000.0,3265000000.0,1375000000.0,815000000.0,1075000000.0,6931000000.0,1229000000.0,153000000.0,5549000000.0,9162000000.0,3695000000.0,5467000000.0,2022-12-31,
52481592.0,5579815984.0,5632297576.0,5342000000.0,14452000000.0,25585000000.0,6823000000.0,14452000000.0,1032000000.0,21275000000.0,24979000000.0,21375000000.0,100000000.0,21275000000.0,,19380000000.0,15486000000.0,-52000000.0,3946000000.0,433000000.0,1538000000.0,544000000.0,246000000.0,246000000.0,20598000000.0,8166000000.0,94000000.0,2465000000.0,2465000000.0,,469000000.0,131000000.0,338000000.0,4560000000.0,856000000.0,3704000000.0,578000000.0,12432000000.0,4540000000.0,2078000000.0,2078000000.0,782000000.0,176000000.0,606000000.0,606000000.0,676000000.0,4356000000.0,,4356000000.0,173000000.0,173000000.0,4183000000.0,41973000000.0,22718000000.0,,6816000000.0,,3757000000.0,3757000000.0,257000000.0,2147000000.0,1960000000.0,1166000000.0,794000000.0,187000000.0,6823000000.0,1235000000.0,5588000000.0,2918000000.0,,2918000000.0,,2918000000.0,,,,,19255000000.0,,3299000000.0,,,,7668000000.0,2169000000.0,201000000.0,5298000000.0,8288000000.0,3461000000.0,4827000000.0,2023-03-31,
84516016.0,5547781560.0,5632297576.0,5203000000.0,14453000000.0,25351000000.0,6953000000.0,14453000000.0,1032000000.0,21180000000.0,24764000000.0,21276000000.0,96000000.0,21180000000.0,,19188000000.0,15489000000.0,-46000000.0,3745000000.0,515000000.0,1671000000.0,590000000.0,246000000.0,246000000.0,19471000000.0,7965000000.0,96000000.0,2395000000.0,2395000000.0,,470000000.0,127000000.0,343000000.0,4423000000.0,839000000.0,3584000000.0,581000000.0,11506000000.0,3669000000.0,1916000000.0,1916000000.0,780000000.0,193000000.0,587000000.0,587000000.0,690000000.0,4451000000.0,,4451000000.0,194000000.0,194000000.0,4257000000.0,40747000000.0,22287000000.0,2000000.0,6575000000.0,,3777000000.0,3777000000.0,236000000.0,2081000000.0,1911000000.0,1109000000.0,802000000.0,170000000.0,6727000000.0,1136000000.0,5591000000.0,2889000000.0,,2889000000.0,,2889000000.0,,,,,18459000000.0,,3317000000.0,,,,7663000000.0,1958000000.0,351000000.0,5354000000.0,7479000000.0,2373000000.0,5106000000.0,2023-06-30,
102346228.0,5529951348.0,5632297576.0,5172000000.0,14502000000.0,25402000000.0,7159000000.0,14502000000.0,1035000000.0,21265000000.0,24827000000.0,21351000000.0,86000000.0,21265000000.0,1000000.0,19359000000.0,15521000000.0,238000000.0,3600000000.0,606000000.0,1644000000.0,621000000.0,246000000.0,246000000.0,19193000000.0,8048000000.0,80000000.0,2339000000.0,2339000000.0,,661000000.0,306000000.0,355000000.0,4403000000.0,841000000.0,3562000000.0,565000000.0,11145000000.0,3807000000.0,2113000000.0,2113000000.0,769000000.0,194000000.0,575000000.0,575000000.0,690000000.0,3766000000.0,,3766000000.0,190000000.0,190000000.0,3576000000.0,40544000000.0,22240000000.0,-1000000.0,6434000000.0,,3865000000.0,3865000000.0,260000000.0,2014000000.0,1866000000.0,1040000000.0,826000000.0,148000000.0,6763000000.0,1070000000.0,5693000000.0,2905000000.0,,2905000000.0,,2905000000.0,,,,,18304000000.0,,3291000000.0,,,,8190000000.0,1999000000.0,462000000.0,5729000000.0,6823000000.0,2218000000.0,4605000000.0,2023-09-30,
87895712.0,5525600853.0,5613496565.0,5188000000.0,13947000000.0,24728000000.0,7233000000.0,13947000000.0,997000000.0,20537000000.0,24174000000.0,20628000000.0,91000000.0,20537000000.0,,18611000000.0,15255000000.0,-249000000.0,3605000000.0,352000000.0,1404000000.0,628000000.0,246000000.0,246000000.0,19232000000.0,8299000000.0,69000000.0,2299000000.0,2299000000.0,42000000.0,935000000.0,210000000.0,725000000.0,4436000000.0,799000000.0,3637000000.0,518000000.0,10933000000.0,1309000000.0,2157000000.0,2157000000.0,752000000.0,198000000.0,554000000.0,554000000.0,744000000.0,5971000000.0,2022000000.0,3949000000.0,526000000.0,203000000.0,3423000000.0,39860000000.0,21694000000.0,41000000.0,6258000000.0,,3873000000.0,3873000000.0,172000000.0,1903000000.0,1815000000.0,1815000000.0,,88000000.0,6590000000.0,1086000000.0,5504000000.0,2857000000.0,-4000000000.0,6857000000.0,167000000.0,275000000.0,3547000000.0,1434000000.0,1434000000.0,0.0,18166000000.0,388000000.0,2719000000.0,980000000.0,583000000.0,1156000000.0,6740000000.0,1164000000.0,655000000.0,4921000000.0,8240000000.0,2006000000.0,6234000000.0,2023-12-31,79000000.0
79693171.0,5533803394.0,5613496565.0,4756000000.0,14502000000.0,24908000000.0,7072000000.0,14502000000.0,986000000.0,21138000000.0,24262000000.0,21234000000.0,95000000.0,21138000000.0,-1000000.0,18898000000.0,15247000000.0,-70000000.0,3721000000.0,359000000.0,1675000000.0,679000000.0,246000000.0,246000000.0,18441000000.0,7568000000.0,103000000.0,2200000000.0,2200000000.0,,865000000.0,124000000.0,741000000.0,3897000000.0,773000000.0,3124000000.0,503000000.0,10873000000.0,3669000000.0,2351000000.0,2351000000.0,859000000.0,213000000.0,646000000.0,646000000.0,783000000.0,3211000000.0,,3211000000.0,170000000.0,170000000.0,3041000000.0,39675000000.0,21731000000.0,1000000.0,6450000000.0,,3928000000.0,3928000000.0,231000000.0,1694000000.0,1601000000.0,1601000000.0,,93000000.0,6636000000.0,1047000000.0,5589000000.0,2791000000.0,,2791000000.0,,2791000000.0,,,,,17945000000.0,,2686000000.0,,,,6352000000.0,1721000000.0,306000000.0,4325000000.0,8826000000.0,2265000000.0,6561000000.0,2024-03-31,81000000.0
