tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,earnings_from_equity_interest,net_non_operating_interest_income_expense,total_other_finance_cost,operating_income,operating_expense,other_operating_expenses,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.2,1266000000.0,3151000000.0,296000000.0,4263000000.0,1266000000.0,970000000.0,-47000000.0,3151000000.0,3154000000.0,6423000000.0,882000000.0,5651112000.0,5590250000.0,0.56,0.56,3154000000.0,3154000000.0,3154000000.0,2000000.0,3152000000.0,3000000.0,3149000000.0,-2271000000.0,878000000.0,-102000000.0,26000000.0,-47000000.0,-1000000.0,1027000000.0,2160000000.0,-8000000.0,1222000000.0,839000000.0,3187000000.0,4263000000.0,7449000000.0,7449000000.0,2022-12-31
0.0,0.276808,693000000.0,280000000.0,266000000.0,3664000000.0,693000000.0,427000000.0,-19000000.0,280000000.0,279000000.0,5433000000.0,426000000.0,5648995000.0,5578005000.0,0.05,0.05,279000000.0,279000000.0,279000000.0,-10000000.0,289000000.0,-1000000.0,290000000.0,111000000.0,401000000.0,-6000000.0,-6000000.0,-19000000.0,19000000.0,427000000.0,1769000000.0,-68000000.0,1108000000.0,729000000.0,2196000000.0,3664000000.0,5859000000.0,5859000000.0,2023-03-31
0.0,0.285012,747000000.0,292000000.0,272000000.0,3530000000.0,747000000.0,475000000.0,-54000000.0,292000000.0,290000000.0,5235000000.0,474000000.0,5616185000.0,5558878000.0,0.05,0.05,290000000.0,290000000.0,290000000.0,1000000.0,289000000.0,-2000000.0,290000000.0,116000000.0,407000000.0,-13000000.0,-13000000.0,-54000000.0,54000000.0,475000000.0,1705000000.0,-43000000.0,1045000000.0,703000000.0,2180000000.0,3530000000.0,5710000000.0,5710000000.0,2023-06-30
0.0,0.256983,509000000.0,139000000.0,267000000.0,3056000000.0,509000000.0,242000000.0,-37000000.0,139000000.0,139000000.0,4740000000.0,241000000.0,5597220000.0,5537926000.0,0.02,0.03,139000000.0,139000000.0,139000000.0,6000000.0,133000000.0,0.0,133000000.0,46000000.0,179000000.0,-25000000.0,-25000000.0,-37000000.0,37000000.0,242000000.0,1684000000.0,-107000000.0,1081000000.0,710000000.0,1926000000.0,3056000000.0,4982000000.0,4982000000.0,2023-09-30
0.0,0.2,998000000.0,-51000000.0,282000000.0,3321000000.0,998000000.0,716000000.0,152000000.0,-51000000.0,-43000000.0,5352000000.0,547000000.0,5523785000.0,5523785000.0,-0.01,-0.01,-43000000.0,-43000000.0,-43000000.0,-10000000.0,-32000000.0,8000000.0,-40000000.0,552000000.0,512000000.0,5000000.0,4000000.0,152000000.0,-103000000.0,355000000.0,2031000000.0,148000000.0,1092000000.0,787000000.0,2386000000.0,3321000000.0,5707000000.0,5707000000.0,2023-12-31
0.0,0.026608,660000000.0,434000000.0,261000000.0,2432000000.0,660000000.0,399000000.0,51000000.0,434000000.0,434000000.0,4268000000.0,400000000.0,5564089000.0,5525756000.0,0.08,0.08,434000000.0,434000000.0,434000000.0,-4000000.0,439000000.0,0.0,439000000.0,12000000.0,451000000.0,1000000.0,1000000.0,51000000.0,-51000000.0,399000000.0,1836000000.0,-7000000.0,1135000000.0,708000000.0,2235000000.0,2432000000.0,4667000000.0,4667000000.0,2024-03-31
