tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,special_income_charges,gain_on_sale_of_ppe,gain_on_sale_of_business,other_special_charges,write_off,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,other_taxes,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-45254364.089776,0.32793,1372000000.0,-138000000.0,-138000000.0,443000000.0,354000000.0,1148000000.0,1234000000.0,880000000.0,-76000000.0,78000000.0,2000000.0,535745635.910224,443000000.0,1456000000.0,322000000.0,321000000.0,1.38,1.38,443000000.0,,443000000.0,0.0,443000000.0,-96000000.0,539000000.0,539000000.0,263000000.0,802000000.0,-138000000.0,-162000000.0,-157000000.0,0.0,0.0,0.0,5000000.0,24000000.0,-76000000.0,0.0,78000000.0,2000000.0,1016000000.0,308000000.0,101000000.0,38000000.0,169000000.0,169000000.0,169000000.0,1324000000.0,1148000000.0,2472000000.0,2472000000.0,2022-12-31
12390000.0,0.21,1165000000.0,59000000.0,59000000.0,242000000.0,332000000.0,947000000.0,1224000000.0,892000000.0,-81000000.0,82000000.0,2000000.0,195390000.0,242000000.0,1176000000.0,312000000.0,311000000.0,0.78,0.78,242000000.0,,242000000.0,0.0,242000000.0,-84000000.0,326000000.0,326000000.0,484000000.0,810000000.0,59000000.0,6000000.0,,1000000.0,-9000000.0,,4000000.0,53000000.0,-81000000.0,1000000.0,82000000.0,2000000.0,832000000.0,229000000.0,112000000.0,52000000.0,65000000.0,65000000.0,65000000.0,1061000000.0,947000000.0,2008000000.0,2008000000.0,2023-03-31
2720000.0,0.34,1143000000.0,8000000.0,8000000.0,381000000.0,367000000.0,937000000.0,1151000000.0,784000000.0,-82000000.0,84000000.0,3000000.0,375720000.0,381000000.0,1022000000.0,309000000.0,308000000.0,1.23,1.24,381000000.0,0.0,381000000.0,0.0,381000000.0,-81000000.0,462000000.0,462000000.0,238000000.0,700000000.0,8000000.0,-43000000.0,,5000000.0,,46000000.0,2000000.0,51000000.0,-82000000.0,1000000.0,84000000.0,3000000.0,774000000.0,85000000.0,-37000000.0,50000000.0,72000000.0,72000000.0,72000000.0,859000000.0,937000000.0,1796000000.0,1796000000.0,2023-06-30
-1334933.973589,0.333733,1337000000.0,-4000000.0,-4000000.0,459000000.0,418000000.0,1112000000.0,1333000000.0,915000000.0,-81000000.0,82000000.0,2000000.0,461665066.026411,459000000.0,1390000000.0,308000000.0,308000000.0,1.49,1.49,459000000.0,,459000000.0,0.0,459000000.0,-96000000.0,555000000.0,555000000.0,278000000.0,833000000.0,-4000000.0,-4000000.0,,1000000.0,,0.0,5000000.0,,-81000000.0,1000000.0,82000000.0,2000000.0,918000000.0,278000000.0,78000000.0,61000000.0,139000000.0,139000000.0,139000000.0,1196000000.0,1112000000.0,2308000000.0,2308000000.0,2023-09-30
-49350000.0,0.21,1277000000.0,-235000000.0,-235000000.0,1773000000.0,423000000.0,1056000000.0,1042000000.0,619000000.0,-77000000.0,79000000.0,3000000.0,1958650000.0,1773000000.0,1238000000.0,,,,,1773000000.0,,1773000000.0,0.0,1773000000.0,-91000000.0,1864000000.0,1864000000.0,-1324000000.0,540000000.0,-312000000.0,-230000000.0,,1000000.0,0.0,15000000.0,4000000.0,-5000000.0,-77000000.0,1000000.0,79000000.0,3000000.0,929000000.0,182000000.0,63000000.0,44000000.0,75000000.0,75000000.0,75000000.0,1111000000.0,1056000000.0,2167000000.0,2167000000.0,2023-12-31
