free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,preferred_stock_dividend_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,other_non_cash_items,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,operating_gains_losses,gain_loss_on_investment_securities,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
776000000.0,-539000000.0,-101000000.0,24000000.0,-637000000.0,48000000.0,402000000.0,245000000.0,268000000.0,-23000000.0,-819000000.0,-819000000.0,-123000000.0,-80000000.0,0.0,-80000000.0,-539000000.0,-539000000.0,-77000000.0,46000000.0,24000000.0,-123000000.0,-123000000.0,-617000000.0,-617000000.0,798000000.0,0.0,0.0,0.0,0.0,-1415000000.0,,-637000000.0,1413000000.0,1413000000.0,369000000.0,-25000000.0,-125000000.0,54000000.0,-179000000.0,-179000000.0,-22000000.0,80000000.0,461000000.0,283000000.0,0.0,-80000000.0,-80000000.0,354000000.0,-52000000.0,-52000000.0,0.0,539000000.0,2022-12-31
-214000000.0,,-65000000.0,417000000.0,-549000000.0,112000000.0,286000000.0,154000000.0,245000000.0,-91000000.0,106000000.0,106000000.0,-26000000.0,-78000000.0,,-78000000.0,-142000000.0,,352000000.0,417000000.0,417000000.0,-65000000.0,-65000000.0,-532000000.0,-532000000.0,-4000000.0,0.0,0.0,0.0,0.0,-528000000.0,21000000.0,-549000000.0,335000000.0,335000000.0,-511000000.0,1000000.0,-429000000.0,-319000000.0,-110000000.0,-110000000.0,1000000.0,-31000000.0,-53000000.0,93000000.0,,138000000.0,138000000.0,332000000.0,-43000000.0,-33000000.0,-1000000.0,326000000.0,2023-03-31
420000000.0,,0.0,,-580000000.0,56000000.0,190000000.0,142000000.0,154000000.0,-12000000.0,-429000000.0,-429000000.0,-85000000.0,-77000000.0,,-77000000.0,-46000000.0,,-221000000.0,-221000000.0,,0.0,0.0,-583000000.0,-583000000.0,-10000000.0,0.0,0.0,0.0,0.0,-573000000.0,7000000.0,-580000000.0,1000000000.0,1000000000.0,232000000.0,-62000000.0,154000000.0,156000000.0,-2000000.0,-2000000.0,1000000.0,-14000000.0,153000000.0,-39000000.0,,-16000000.0,-16000000.0,367000000.0,-52000000.0,-47000000.0,-5000000.0,462000000.0,2023-06-30
111000000.0,,0.0,,-653000000.0,110000000.0,391000000.0,95000000.0,142000000.0,-47000000.0,-144000000.0,-144000000.0,-53000000.0,-77000000.0,,-77000000.0,-20000000.0,,6000000.0,6000000.0,,0.0,0.0,-667000000.0,-667000000.0,-15000000.0,0.0,0.0,0.0,0.0,-652000000.0,1000000.0,-653000000.0,764000000.0,764000000.0,-161000000.0,-148000000.0,274000000.0,164000000.0,110000000.0,110000000.0,38000000.0,64000000.0,-389000000.0,78000000.0,0.0,-144000000.0,-144000000.0,418000000.0,18000000.0,19000000.0,-1000000.0,555000000.0,2023-09-30
455000000.0,,0.0,,-575000000.0,51000000.0,404000000.0,87000000.0,95000000.0,-8000000.0,-682000000.0,-682000000.0,-89000000.0,-76000000.0,,-76000000.0,-121000000.0,,-396000000.0,-396000000.0,,0.0,0.0,-356000000.0,-356000000.0,20000000.0,228000000.0,228000000.0,0.0,0.0,-604000000.0,,-575000000.0,1030000000.0,1030000000.0,23000000.0,151000000.0,-483000000.0,-401000000.0,-82000000.0,-82000000.0,229000000.0,-6000000.0,132000000.0,336000000.0,15000000.0,-1640000000.0,-1640000000.0,423000000.0,9000000.0,10000000.0,-1000000.0,1864000000.0,2023-12-31
