free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_from_discontinued_financing_activities,cash_flow_from_continuing_financing_activities,net_other_financing_charges,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_from_discontinued_investing_activities,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,sale_of_business,capital_expenditure_reported,operating_cash_flow,cash_from_discontinued_operating_activities,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,pension_and_employee_benefit_expense,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date,cash_dividends_paid
502800000.0,-50100000.0,-76200000.0,-89100000.0,-63600000.0,1057100000.0,711500000.0,200000.0,345400000.0,-169900000.0,0.0,-169900000.0,45500000.0,-50100000.0,-50100000.0,-165300000.0,-145700000.0,4300000.0,,-19600000.0,-80500000.0,60900000.0,-51100000.0,0.0,-51100000.0,2800000.0,0.0,0.0,-63600000.0,566400000.0,0.0,566400000.0,497100000.0,110700000.0,179100000.0,179100000.0,160100000.0,,,-7600000.0,214900000.0,214900000.0,3800000.0,0.0,8100000.0,8100000.0,92800000.0,92800000.0,-14700000.0,6500000.0,-8800000.0,-12400000.0,-20700000.0,2022-12-31,
-443500000.0,-50000000.0,-22100000.0,,-57300000.0,522300000.0,1057100000.0,-8300000.0,-526500000.0,-87500000.0,,-87500000.0,-15400000.0,-50000000.0,-50000000.0,-22100000.0,-9200000.0,-9200000.0,,-12900000.0,-12900000.0,,-52800000.0,,-52800000.0,4500000.0,0.0,0.0,-57300000.0,-386200000.0,,-386200000.0,-490800000.0,-140100000.0,136100000.0,136100000.0,123300000.0,12800000.0,12800000.0,-94700000.0,-392100000.0,,18000000.0,0.0,,,93000000.0,93000000.0,-14200000.0,,-14200000.0,,7800000.0,2023-03-31,
103400000.0,-50000000.0,-34100000.0,,-52800000.0,585200000.0,522300000.0,-12400000.0,75300000.0,-54300000.0,,-54300000.0,-20200000.0,-50000000.0,-50000000.0,15900000.0,33100000.0,-16900000.0,,-17200000.0,-17200000.0,,-26600000.0,,-26600000.0,26200000.0,0.0,0.0,-52800000.0,156200000.0,,156200000.0,162800000.0,170100000.0,86700000.0,86700000.0,99500000.0,,,-8000000.0,-86000000.0,,-6100000.0,,,,97000000.0,97000000.0,-1200000.0,,-1200000.0,,-96300000.0,2023-06-30,
178300000.0,-50100000.0,18000000.0,-50000000.0,-43600000.0,690900000.0,585200000.0,2800000.0,102900000.0,-134900000.0,,-134900000.0,-31000000.0,-50100000.0,-50100000.0,-32000000.0,-62100000.0,-12100000.0,-50000000.0,30100000.0,30100000.0,,15900000.0,,15900000.0,59500000.0,0.0,0.0,-43600000.0,221900000.0,,221900000.0,35200000.0,102000000.0,52900000.0,52900000.0,52900000.0,,,-10200000.0,-109500000.0,-109500000.0,20200000.0,,,,93300000.0,93300000.0,-20500000.0,,-20500000.0,,93700000.0,2023-09-30,
629600000.0,-55000000.0,-333500000.0,0.0,-71500000.0,951700000.0,690900000.0,1600000.0,259200000.0,-379800000.0,,-379800000.0,30400000.0,-55000000.0,-55000000.0,-333500000.0,-303400000.0,-303400000.0,,-30100000.0,-30100000.0,,-62100000.0,,-62100000.0,9400000.0,0.0,0.0,-71500000.0,701100000.0,,701100000.0,541700000.0,373300000.0,-213200000.0,-213200000.0,-213200000.0,,,21700000.0,359900000.0,359900000.0,8600000.0,,,,94500000.0,94500000.0,62100000.0,,1700000.0,,46700000.0,2023-12-31,-21700000.0
