ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,financial_assets,investments_and_advances,long_term_equity_investment,investmentsin_joint_venturesat_cost,investmentsin_associatesat_cost,goodwill_and_other_intangible_assets,other_intangible_assets,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,hedging_assets_current,assets_held_for_sale_current,prepaid_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,other_receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
442200000.0,442200000.0,309500000.0,2291700000.0,2524200000.0,4606800000.0,814400000.0,2524200000.0,925100000.0,3240200000.0,4239500000.0,3276700000.0,36500000.0,3240200000.0,-1301700000.0,,-5010000000.0,9109700000.0,442200000.0,442200000.0,6167600000.0,1993300000.0,138100000.0,3600000.0,59700000.0,59700000.0,55500000.0,55500000.0,1736400000.0,737100000.0,999300000.0,4174300000.0,346600000.0,1156400000.0,1156400000.0,555300000.0,188000000.0,367300000.0,367300000.0,144200000.0,125800000.0,1846000000.0,401200000.0,1444800000.0,162000000.0,96700000.0,1282800000.0,9444300000.0,4455600000.0,126500000.0,72500000.0,72500000.0,7200000.0,325000000.0,325000000.0,325000000.0,325000000.0,716000000.0,716000000.0,3208400000.0,-2255500000.0,5463900000.0,116700000.0,1053500000.0,3783900000.0,441600000.0,68200000.0,0.0,4988700000.0,23600000.0,282700000.0,18600000.0,142700000.0,1039700000.0,570300000.0,152000000.0,317400000.0,2396800000.0,981600000.0,448700000.0,966500000.0,-34100000.0,1000600000.0,1084600000.0,27500000.0,1057100000.0,2022-12-31
441600000.0,441600000.0,868400000.0,2336400000.0,2505900000.0,4591500000.0,844200000.0,2505900000.0,945700000.0,3200800000.0,4206500000.0,3242700000.0,41900000.0,3200800000.0,-1288100000.0,-1288100000.0,-5009500000.0,9056800000.0,441600000.0,441600000.0,6335100000.0,2077400000.0,140800000.0,12600000.0,54600000.0,54600000.0,58200000.0,58200000.0,1811200000.0,805500000.0,1005700000.0,4257700000.0,385300000.0,1172600000.0,1172600000.0,525200000.0,140200000.0,385000000.0,385000000.0,92500000.0,123600000.0,1958500000.0,377100000.0,1581400000.0,168200000.0,104700000.0,1413200000.0,9577800000.0,4475900000.0,128100000.0,71800000.0,71800000.0,10100000.0,339100000.0,339100000.0,339100000.0,339100000.0,694900000.0,,3231900000.0,-2578200000.0,5810100000.0,,5810100000.0,,,,,5101900000.0,30400000.0,339700000.0,18600000.0,186500000.0,1139400000.0,603400000.0,169800000.0,366200000.0,2840700000.0,1221500000.0,489700000.0,1129500000.0,-34000000.0,1163500000.0,546600000.0,24300000.0,522300000.0,2023-03-31
438100000.0,438100000.0,844000000.0,2360300000.0,2425700000.0,4528800000.0,804100000.0,2425700000.0,931100000.0,3099600000.0,4099300000.0,3131200000.0,31600000.0,3099600000.0,-1260200000.0,-1260200000.0,-5096400000.0,9018100000.0,438100000.0,438100000.0,6501700000.0,2063700000.0,146100000.0,22900000.0,52200000.0,52200000.0,57700000.0,57700000.0,1784800000.0,785100000.0,999700000.0,4438000000.0,441300000.0,1219000000.0,1219000000.0,575500000.0,146000000.0,429500000.0,429500000.0,104200000.0,63400000.0,2034600000.0,348200000.0,1686400000.0,169900000.0,102800000.0,1516500000.0,9632900000.0,4390800000.0,142200000.0,79700000.0,79700000.0,17900000.0,267100000.0,267100000.0,267100000.0,267100000.0,673900000.0,,3210000000.0,-2713000000.0,5923000000.0,,5923000000.0,,,,,5242100000.0,26500000.0,241200000.0,4200000.0,178500000.0,1158200000.0,586700000.0,167400000.0,404100000.0,2948000000.0,1266500000.0,475300000.0,1206200000.0,-38900000.0,1245100000.0,685500000.0,100300000.0,585200000.0,2023-06-30
435500000.0,435500000.0,649900000.0,2228900000.0,2418100000.0,4409000000.0,839100000.0,2418100000.0,888100000.0,3068200000.0,4001700000.0,3110000000.0,41800000.0,3068200000.0,-1321700000.0,-1321700000.0,-5025500000.0,8979900000.0,435500000.0,435500000.0,6414300000.0,1958100000.0,147800000.0,25600000.0,54400000.0,54400000.0,47300000.0,47300000.0,1683000000.0,749500000.0,933500000.0,4456200000.0,352200000.0,1237900000.0,1237900000.0,545900000.0,138600000.0,407300000.0,407300000.0,322800000.0,64900000.0,1932500000.0,187900000.0,1744600000.0,206900000.0,127900000.0,1537700000.0,9524300000.0,4229000000.0,141400000.0,85300000.0,85300000.0,12700000.0,280000000.0,280000000.0,280000000.0,,650100000.0,,3059500000.0,-2639100000.0,5698600000.0,,5698600000.0,,,,,5295300000.0,49000000.0,139900000.0,2600000.0,178500000.0,1158500000.0,577100000.0,167600000.0,413800000.0,2982800000.0,1204600000.0,453800000.0,1324400000.0,-35700000.0,1360100000.0,784000000.0,93100000.0,690900000.0,2023-09-30
435460168.0,435460168.0,115600000.0,1969200000.0,2535100000.0,4204000000.0,726800000.0,2535100000.0,901900000.0,3136700000.0,4050200000.0,3172100000.0,35400000.0,3136700000.0,-1242000000.0,-1242000000.0,-4993100000.0,8938900000.0,432900000.0,432900000.0,6484500000.0,2015900000.0,145500000.0,24800000.0,84400000.0,84400000.0,92200000.0,92200000.0,1669000000.0,755500000.0,913500000.0,4468600000.0,415300000.0,1485800000.0,1485800000.0,300200000.0,146400000.0,153800000.0,153800000.0,222500000.0,73900000.0,1970900000.0,389800000.0,1581100000.0,225300000.0,146800000.0,1355800000.0,9656600000.0,4461200000.0,287900000.0,164800000.0,164800000.0,30400000.0,274400000.0,274400000.0,274400000.0,,601600000.0,601600000.0,3102100000.0,-2496500000.0,5598600000.0,159200000.0,1052100000.0,3867800000.0,449700000.0,69800000.0,0.0,5195400000.0,27300000.0,183400000.0,152100000.0,173000000.0,1100300000.0,550800000.0,148200000.0,401300000.0,2597200000.0,1010100000.0,449000000.0,1138100000.0,-34400000.0,1172500000.0,962100000.0,10400000.0,951700000.0,2023-12-31
