tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,general_and_administrative_expense,other_gand_a,total_revenue,operating_revenue,date
0.0,0.0,169004000.0,-732079000.0,-732079000.0,-456084000.0,0.0,-563075000.0,-563075000.0,-3102000.0,46955000.0,43853000.0,275995000.0,-456084000.0,432576000.0,-482655000.0,,,,,-650365000.0,,-456084000.0,-456084000.0,153946000.0,-610030000.0,-610030000.0,0.0,-610030000.0,-740100000.0,-1165000.0,-6856000.0,-116252000.0,-3102000.0,46955000.0,43853000.0,133172000.0,432576000.0,308848000.0,0.0,0.0,0.0,0.0,50500000.0,73228000.0,73228000.0,73228000.0,565748000.0,546829000.0,2022-12-31
0.0,0.0,527467000.0,28572000.0,28572000.0,340755000.0,0.0,556039000.0,556039000.0,-30248000.0,46950000.0,16702000.0,312183000.0,340755000.0,204999000.0,478972000.0,607251000.0,445612000.0,0.76,0.76,340755000.0,,340755000.0,340755000.0,-168334000.0,509089000.0,509089000.0,0.0,509089000.0,60365000.0,-2813000.0,34606000.0,28572000.0,-30248000.0,46950000.0,16702000.0,478972000.0,204999000.0,118804000.0,0.0,0.0,0.0,0.0,500000.0,85695000.0,85695000.0,85695000.0,683971000.0,664830000.0,2023-03-31
0.0,0.0,274814000.0,123471000.0,123471000.0,227625000.0,0.0,398285000.0,398285000.0,-21296000.0,46949000.0,25653000.0,104154000.0,227625000.0,289362000.0,248840000.0,605860000.0,450405000.0,0.5,0.51,305674000.0,78049000.0,227625000.0,227625000.0,-123711000.0,351336000.0,351336000.0,0.0,351336000.0,123792000.0,1091000.0,-770000.0,123471000.0,-21296000.0,46949000.0,25653000.0,248840000.0,289362000.0,241228000.0,0.0,0.0,0.0,0.0,500000.0,47634000.0,47634000.0,47634000.0,538202000.0,501547000.0,2023-06-30
0.0,0.0,167949000.0,161000.0,161000.0,72114000.0,0.0,168110000.0,168110000.0,-22597000.0,46033000.0,23436000.0,71953000.0,72114000.0,384871000.0,151442000.0,601138000.0,448439000.0,0.16,0.16,96169000.0,24055000.0,72114000.0,72114000.0,-49963000.0,122077000.0,122077000.0,0.0,122077000.0,-6768000.0,-1707000.0,-5222000.0,161000.0,-22597000.0,46033000.0,23436000.0,151442000.0,384871000.0,277137000.0,0.0,0.0,0.0,0.0,50500000.0,57234000.0,57234000.0,57234000.0,536313000.0,508909000.0,2023-09-30
0.0,0.0,601356000.0,163485000.0,163485000.0,494340000.0,0.0,764841000.0,764841000.0,-40755000.0,47255000.0,6500000.0,330855000.0,494340000.0,-16828000.0,612896000.0,,,,,661705000.0,,887066000.0,494340000.0,-223246000.0,717586000.0,717586000.0,0.0,717586000.0,145445000.0,-18308000.0,268000.0,163485000.0,-40755000.0,47255000.0,6500000.0,612896000.0,-16828000.0,-76513000.0,0.0,0.0,0.0,0.0,500000.0,59185000.0,59185000.0,59185000.0,596068000.0,523303000.0,2023-12-31
