free_cash_flow,repurchase_of_capital_stock,issuance_of_debt,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,dividends_received_cfi,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,operating_cash_flow,cash_flow_from_continuing_operating_activities,dividend_received_cfo,change_in_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_interest_payable,change_in_payable,change_in_account_payable,change_in_receivables,other_non_cash_items,stock_based_compensation,unrealized_gain_loss_on_investment_securities,provisionand_write_offof_assets,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date,repayment_of_debt,long_term_debt_payments
569931000.0,,0.0,1710751000.0,991628000.0,719123000.0,-265550000.0,-265550000.0,-181349000.0,-84201000.0,-84201000.0,,,0.0,0.0,0.0,414742000.0,414742000.0,,0.0,414742000.0,775805000.0,-361063000.0,0.0,0.0,569931000.0,569931000.0,5826000.0,24948000.0,-6055000.0,32757000.0,40963000.0,40963000.0,-8206000.0,-8206000.0,-1754000.0,646943000.0,583000.0,,308848000.0,0.0,0.0,0.0,0.0,-423014000.0,6856000.0,-430289000.0,-610030000.0,2022-12-31,,
1033837000.0,,,1975689000.0,1710751000.0,264938000.0,-210373000.0,-210373000.0,-121740000.0,-88633000.0,-88633000.0,,,,,,-558526000.0,-558526000.0,-12400000.0,34767000.0,-577314000.0,24391000.0,-601705000.0,-3579000.0,-3579000.0,1033837000.0,1033837000.0,16267000.0,-43137000.0,-199000.0,-42212000.0,-40963000.0,-40963000.0,-1249000.0,-1249000.0,-726000.0,1160106000.0,573000.0,-32300000.0,118804000.0,0.0,0.0,0.0,0.0,-695565000.0,-34606000.0,-660959000.0,509089000.0,2023-03-31,,
607817000.0,,,2173077000.0,1975689000.0,197388000.0,-346996000.0,-346996000.0,-121949000.0,-90605000.0,-90605000.0,,,,,,-63433000.0,-63433000.0,0.0,0.0,-60446000.0,0.0,-60446000.0,-2987000.0,-2987000.0,607817000.0,607817000.0,2243000.0,37632000.0,-5655000.0,40075000.0,40963000.0,40963000.0,-888000.0,-888000.0,3212000.0,598838000.0,586000.0,,241228000.0,0.0,0.0,0.0,0.0,-656346000.0,770000.0,-657116000.0,351336000.0,2023-06-30,,
573520000.0,-140117000.0,,936448000.0,2173077000.0,-1236629000.0,-1359491000.0,-1359491000.0,-129623000.0,-89751000.0,-89751000.0,-140117000.0,-140117000.0,,,,-450658000.0,-450658000.0,0.0,4458000.0,-451132000.0,0.0,-451132000.0,-3984000.0,-3984000.0,573520000.0,573520000.0,313000.0,-37023000.0,3442000.0,-37780000.0,-41567000.0,-41567000.0,3787000.0,3787000.0,-2685000.0,714031000.0,581000.0,,277137000.0,0.0,0.0,0.0,0.0,-381096000.0,5222000.0,-386318000.0,122077000.0,2023-09-30,,
772628000.0,-30200000.0,,477010000.0,936448000.0,-459438000.0,-231894000.0,-231894000.0,-112356000.0,-89338000.0,-89338000.0,-30200000.0,-30200000.0,0.0,0.0,,-1000172000.0,-1000172000.0,-2038000.0,4657000.0,-1000799000.0,1440000.0,-1002239000.0,-1992000.0,-1992000.0,772628000.0,772628000.0,0.0,47910000.0,2971000.0,43673000.0,39087000.0,39087000.0,4586000.0,4586000.0,1266000.0,769846000.0,617000.0,,-76513000.0,0.0,0.0,0.0,0.0,-809318000.0,-268000.0,-809050000.0,717586000.0,2023-12-31,-350000000.0,0.0
