treasury_shares_number,ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_accrued_expenses,non_current_deferred_liabilities,non_current_deferred_revenue,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,line_of_credit,payables_and_accrued_expenses,current_accrued_expenses,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,inventory,finished_goods,raw_materials,receivables,receivables_adjustments_allowances,other_receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date,other_current_borrowings,payables,accounts_payable,long_term_equity_investment,work_in_process,other_short_term_investments
56485000.0,272675000.0,329160000.0,887415000.0,1016228000.0,3493191000.0,359071000.0,1016228000.0,139337000.0,2745113000.0,3393191000.0,2745113000.0,2745113000.0,-91637000.0,-91637000.0,3824163000.0,3895240000.0,2765673000.0,2765673000.0,0.0,2391958000.0,1044262000.0,,165323000.0,91524000.0,91524000.0,787415000.0,139337000.0,648078000.0,1347696000.0,745106000.0,745106000.0,100000000.0,100000000.0,100000000.0,502590000.0,502590000.0,5137071000.0,3430304000.0,185901000.0,853691000.0,853691000.0,119997000.0,119997000.0,,1728885000.0,354617000.0,1374268000.0,541830000.0,-776937000.0,1318767000.0,176413000.0,21670000.0,217147000.0,714977000.0,131949000.0,56611000.0,0.0,1706767000.0,140229000.0,69498000.0,128005000.0,14023000.0,113982000.0,486710000.0,-2290000.0,174334000.0,314666000.0,882325000.0,882325000.0,548373000.0,333952000.0,2022-12-31,,,,,,
,272684000.0,272684000.0,678301000.0,1221513000.0,3619177000.0,517163000.0,1221513000.0,,2940876000.0,3589177000.0,2940876000.0,2940876000.0,-87389000.0,-87389000.0,3987528000.0,4137044000.0,2878749000.0,2878749000.0,,2230743000.0,1049362000.0,298546000.0,,102515000.0,102515000.0,648301000.0,,648301000.0,1181381000.0,721246000.0,721246000.0,30000000.0,30000000.0,30000000.0,430135000.0,,5171619000.0,3473075000.0,516006000.0,864750000.0,864750000.0,,,,1719363000.0,341738000.0,1377625000.0,372956000.0,,,,,,,,,,1698544000.0,165778000.0,,127566000.0,9591000.0,117975000.0,488237000.0,-2504000.0,143773000.0,346968000.0,916963000.0,916963000.0,,,2023-03-31,,,,,,
,271790000.0,271790000.0,648551000.0,1138941000.0,3557006000.0,446750000.0,1138941000.0,,2908455000.0,3557006000.0,2908455000.0,2908455000.0,-90510000.0,-90510000.0,4257084000.0,4358164000.0,2897885000.0,2897885000.0,,2246669000.0,1050369000.0,305165000.0,,96653000.0,96653000.0,648551000.0,,648551000.0,1196300000.0,686293000.0,686293000.0,,,0.0,510007000.0,,5155124000.0,3512074000.0,471948000.0,872151000.0,872151000.0,28268000.0,28268000.0,28268000.0,1769514000.0,340742000.0,1428772000.0,370193000.0,,,,,,,,,,1643050000.0,171041000.0,,139576000.0,13915000.0,125661000.0,458508000.0,-2152000.0,170310000.0,290350000.0,873925000.0,873925000.0,,,2023-06-30,,,,,,
,272062000.0,272062000.0,648801000.0,1265835000.0,3762695000.0,560296000.0,1265835000.0,,3113894000.0,3762695000.0,3113894000.0,3113894000.0,-113061000.0,-113061000.0,4463484000.0,4612485000.0,3077954000.0,3077954000.0,,2317481000.0,1053314000.0,303904000.0,,100609000.0,100609000.0,648801000.0,,648801000.0,1264167000.0,665906000.0,665906000.0,,,0.0,598261000.0,,5431375000.0,3606912000.0,504272000.0,874805000.0,874805000.0,,,,1848059000.0,347617000.0,1500442000.0,379776000.0,,,,,,,,,,1824463000.0,257930000.0,,163693000.0,9596000.0,154097000.0,440858000.0,-2902000.0,179180000.0,264580000.0,961982000.0,961982000.0,,,2023-09-30,,,,,,
57453000.0,271706000.0,329159000.0,764414000.0,1531583000.0,4053327000.0,385350000.0,1531583000.0,115358000.0,3404271000.0,3704042000.0,3404271000.0,3404271000.0,-94754000.0,-94754000.0,4604323000.0,4936384000.0,3166964000.0,3166964000.0,0.0,2265220000.0,674353000.0,,160293000.0,98931000.0,98931000.0,415129000.0,115358000.0,299771000.0,1590867000.0,683814000.0,683814000.0,349285000.0,349285000.0,0.0,557768000.0,466574000.0,5669491000.0,3693274000.0,248254000.0,880001000.0,880001000.0,138321000.0,,,1872688000.0,336843000.0,1535845000.0,554010000.0,-836782000.0,1390792000.0,211854000.0,17937000.0,150797000.0,821681000.0,131882000.0,56641000.0,0.0,1976217000.0,141916000.0,24905000.0,181661000.0,18907000.0,162754000.0,489224000.0,-4553000.0,193963000.0,299814000.0,1138511000.0,1008152000.0,,,2023-12-31,349285000.0,91194000.0,91194000.0,138321000.0,,130359000.0
,272134000.0,272134000.0,649312000.0,1657845000.0,4216908000.0,464189000.0,1657845000.0,,3567596000.0,3867401000.0,3567596000.0,3567596000.0,-107797000.0,-107797000.0,4840181000.0,5184027000.0,3331547000.0,3331547000.0,,2154534000.0,688791000.0,301983000.0,,87003000.0,87003000.0,299805000.0,,299805000.0,1465743000.0,659628000.0,659628000.0,349507000.0,349507000.0,,456608000.0,,5722130000.0,3792198000.0,562855000.0,886576000.0,886576000.0,,,,1909751000.0,334644000.0,1575107000.0,433016000.0,,,,,,,,,,1929932000.0,341865000.0,,185784000.0,21627000.0,163531000.0,389865000.0,-4241000.0,174169000.0,219937000.0,1012418000.0,1012418000.0,,,2024-03-31,349507000.0,,,,626000.0,
