tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-3075030.0,0.21,272385000.0,-14643000.0,-14643000.0,240392000.0,38135000.0,60307000.0,257742000.0,219607000.0,1017000.0,9082000.0,,251959970.0,240392000.0,688747000.0,211117000.0,272997000.0,269709000.0,0.88,0.89,240392000.0,240392000.0,240392000.0,240392000.0,240392000.0,-29867000.0,210525000.0,-1622000.0,13021000.0,-13000.0,,13000.0,,1017000.0,9082000.0,,211130000.0,595232000.0,4927000.0,4927000.0,4927000.0,4927000.0,350423000.0,239882000.0,171817000.0,68065000.0,68065000.0,806362000.0,93515000.0,899877000.0,899877000.0,2022-12-31
0.0,0.248,363755000.0,0.0,0.0,241804000.0,33008000.0,95731000.0,363755000.0,330747000.0,-9260000.0,9260000.0,,241804000.0,241804000.0,699227000.0,322463000.0,273159000.0,269501000.0,0.89,0.9,241804000.0,241804000.0,241804000.0,241804000.0,241804000.0,79683000.0,321487000.0,8284000.0,8284000.0,0.0,,0.0,,-9260000.0,9260000.0,,322463000.0,574755000.0,4267000.0,4267000.0,4267000.0,4267000.0,350295000.0,220193000.0,166666000.0,53527000.0,53527000.0,897218000.0,124472000.0,1021690000.0,1021690000.0,2023-03-31
639989.0,0.259,338711000.0,2471000.0,2471000.0,221120000.0,33881000.0,67261000.0,341182000.0,307301000.0,-1450000.0,8877000.0,7427000.0,219288989.0,221120000.0,677233000.0,299328000.0,272996000.0,269714000.0,0.81,0.82,221120000.0,221120000.0,221120000.0,221120000.0,221120000.0,77304000.0,298424000.0,546000.0,-1925000.0,-1041000.0,1041000.0,0.0,3512000.0,-1450000.0,8877000.0,7427000.0,299346000.0,580393000.0,4302000.0,4302000.0,4302000.0,4302000.0,354416000.0,221675000.0,167070000.0,54605000.0,54605000.0,879739000.0,96840000.0,976579000.0,976579000.0,2023-06-30
-548720.0,0.152,349832000.0,-3610000.0,-3610000.0,254321000.0,37210000.0,76983000.0,346222000.0,309012000.0,-606000.0,9059000.0,8453000.0,257382280.0,254321000.0,718606000.0,292906000.0,272427000.0,269229000.0,0.93,0.94,254321000.0,254321000.0,254321000.0,254321000.0,254321000.0,45632000.0,299953000.0,-3929000.0,-319000.0,-11582000.0,,11582000.0,7972000.0,-606000.0,9059000.0,8453000.0,304488000.0,609025000.0,4612000.0,4612000.0,4612000.0,4612000.0,369642000.0,234771000.0,176215000.0,58556000.0,58556000.0,913513000.0,109581000.0,1023094000.0,1023094000.0,2023-09-30
2939734.272031,0.105405,384805000.0,27890000.0,27890000.0,323899000.0,41644000.0,67436000.0,412695000.0,371051000.0,-1605000.0,8989000.0,7384000.0,298948734.272031,323899000.0,732633000.0,336528000.0,272419000.0,269088000.0,1.19,1.2,323899000.0,323899000.0,323899000.0,323899000.0,323899000.0,38163000.0,362062000.0,27708000.0,-182000.0,569000.0,,-569000.0,27321000.0,-1605000.0,8989000.0,7384000.0,335990000.0,628534000.0,4981000.0,4981000.0,4981000.0,4981000.0,367443000.0,256110000.0,180368000.0,75742000.0,75742000.0,964524000.0,104099000.0,1068623000.0,1068623000.0,2023-12-31
11933571.0,0.201,298003000.0,59371000.0,59371000.0,247643000.0,38639000.0,91965000.0,357374000.0,318735000.0,820000.0,8692000.0,9512000.0,200205571.0,247643000.0,758867000.0,249956000.0,273544000.0,269606000.0,0.91,0.92,247643000.0,247643000.0,247643000.0,247643000.0,247643000.0,62400000.0,310043000.0,58987000.0,-384000.0,-280000.0,,280000.0,59651000.0,820000.0,8692000.0,9512000.0,250236000.0,633670000.0,5407000.0,5407000.0,5407000.0,5407000.0,378958000.0,249305000.0,180589000.0,68716000.0,68716000.0,883906000.0,125197000.0,1009103000.0,1009103000.0,2024-03-31
