tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,special_income_charges,other_special_charges,impairment_of_capital_assets,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,research_and_development,selling_general_and_administration,general_and_administrative_expense,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
33428606.178545,0.363354,19142000000.0,92000000.0,92000000.0,10410000000.0,1867000000.0,79167000000.0,19234000000.0,17367000000.0,-478000000.0,923000000.0,445000000.0,10351428606.178543,10410000000.0,83710000000.0,3563600000.0,3531950000.0,2.92,2.94,10410000000.0,10410000000.0,0.0,10410000000.0,-60000000.0,10469000000.0,10469000000.0,5975000000.0,16444000000.0,21000000.0,-21000000.0,,-478000000.0,,923000000.0,445000000.0,17593000000.0,4543000000.0,649000000.0,403000000.0,3491000000.0,3491000000.0,22136000000.0,79167000000.0,101303000000.0,101303000000.0,2022-12-31
17499651.665041,0.388881,21171000000.0,45000000.0,45000000.0,8709000000.0,5697000000.0,69795000000.0,21216000000.0,15519000000.0,-494000000.0,1165000000.0,500000000.0,8681499651.665041,8709000000.0,73503000000.0,3491050000.0,3459450000.0,2.5,2.52,8709000000.0,8709000000.0,0.0,8709000000.0,-64000000.0,8772000000.0,8772000000.0,5582000000.0,14354000000.0,45000000.0,-45000000.0,,-494000000.0,-171000000.0,1165000000.0,500000000.0,13456000000.0,3708000000.0,404000000.0,253000000.0,3051000000.0,3051000000.0,17164000000.0,69795000000.0,86959000000.0,86959000000.0,2023-03-31
12350000.0,0.19,12202000000.0,65000000.0,65000000.0,3134000000.0,5708000000.0,65405000000.0,12267000000.0,6559000000.0,-499000000.0,1211000000.0,599000000.0,3081350000.0,3134000000.0,69460000000.0,3427100000.0,3396700000.0,0.92,0.92,3134000000.0,3134000000.0,0.0,3134000000.0,-20000000.0,3154000000.0,3154000000.0,2195000000.0,5348000000.0,65000000.0,-65000000.0,2164000000.0,-499000000.0,-113000000.0,1211000000.0,599000000.0,5118000000.0,4055000000.0,444000000.0,297000000.0,3314000000.0,3314000000.0,9173000000.0,65405000000.0,74578000000.0,74578000000.0,2023-06-30
-27333717.11983,0.36445,18213000000.0,-75000000.0,-75000000.0,7044000000.0,5716000000.0,61439000000.0,18138000000.0,12422000000.0,-318000000.0,1131000000.0,618000000.0,7091666282.88017,7044000000.0,65589000000.0,3368350000.0,3334050000.0,2.1,2.12,7044000000.0,7044000000.0,0.0,7044000000.0,-132000000.0,7176000000.0,7176000000.0,4115000000.0,11291000000.0,-75000000.0,75000000.0,,-318000000.0,-195000000.0,1131000000.0,618000000.0,10761000000.0,4150000000.0,436000000.0,267000000.0,3447000000.0,3447000000.0,14911000000.0,61439000000.0,76350000000.0,76350000000.0,2023-09-30
33630000.0,0.19,16748000000.0,177000000.0,177000000.0,472000000.0,14170000000.0,72773000000.0,16925000000.0,2755000000.0,-327000000.0,1121000000.0,595000000.0,328630000.0,472000000.0,77332000000.0,3315550000.0,3279150000.0,0.14,0.14,472000000.0,472000000.0,0.0,472000000.0,-62000000.0,534000000.0,534000000.0,1100000000.0,1634000000.0,222000000.0,-222000000.0,,-327000000.0,-199000000.0,1121000000.0,595000000.0,1400000000.0,4559000000.0,467000000.0,470000000.0,3622000000.0,3622000000.0,5959000000.0,72773000000.0,78732000000.0,78732000000.0,2023-12-31
