treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,other_equity_interest,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,non_current_pension_and_other_postretirement_benefit_plans,non_current_accrued_expenses,tradeand_other_payables_non_current,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,current_provisions,payables,other_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_prepaid_assets,non_current_deferred_taxes_assets,financial_assets,investmentin_financial_assets,held_to_maturity_securities,available_for_sale_securities,financial_assets_designatedas_fair_value_through_profitor_loss_total,long_term_equity_investment,investmentsin_joint_venturesat_cost,investmentsin_associatesat_cost,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,properties,current_assets,other_current_assets,hedging_assets_current,assets_held_for_sale_current,restricted_cash,prepaid_assets,inventory,other_inventories,finished_goods,raw_materials,other_receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,cash_equivalents,cash_financial
0.0,7003503393.0,7003503393.0,16062000000.0,83795000000.0,164772000000.0,246625000000.0,44627000000.0,164772000000.0,27643000000.0,190473000000.0,242005000000.0,192598000000.0,2125000000.0,190473000000.0,1139000000.0,726000000.0,169482000000.0,351000000.0,584000000.0,584000000.0,250426000000.0,129116000000.0,,3563000000.0,7296000000.0,253000000.0,3179000000.0,16186000000.0,74794000000.0,23262000000.0,51532000000.0,23845000000.0,121310000000.0,-1000000.0,9001000000.0,4381000000.0,4620000000.0,2910000000.0,69271000000.0,18500000000.0,8139000000.0,42632000000.0,443024000000.0,277086000000.0,,10200000000.0,2160000000.0,7815000000.0,582000000.0,3362000000.0,21000000.0,2841000000.0,500000000.0,23864000000.0,17056000000.0,6808000000.0,25701000000.0,9662000000.0,16039000000.0,198642000000.0,-236319000000.0,434961000000.0,146380000000.0,288581000000.0,165937000000.0,-1000000.0,24437000000.0,2851000000.0,156000000.0,14511000000.0,31894000000.0,2557000000.0,27823000000.0,1514000000.0,12096000000.0,363000000.0,39334000000.0,-1055000000.0,40389000000.0,40090000000.0,40090000000.0,2022-12-31,,
0.0,6856830924.0,6856830924.0,,85142000000.0,165915000000.0,193317000000.0,47896000000.0,165915000000.0,,193317000000.0,193317000000.0,195531000000.0,2214000000.0,193317000000.0,767000000.0,227000000.0,172063000000.0,363000000.0,572000000.0,572000000.0,233623000000.0,130946000000.0,1000000.0,3099000000.0,7379000000.0,,4215000000.0,16464000000.0,76098000000.0,,,23691000000.0,102677000000.0,,9044000000.0,,,2989000000.0,74781000000.0,,5924000000.0,68857000000.0,429154000000.0,278581000000.0,,10330000000.0,,6716000000.0,540000000.0,3357000000.0,,3357000000.0,,24843000000.0,,,27402000000.0,9751000000.0,17651000000.0,199209000000.0,,,,,150573000000.0,1000000.0,18148000000.0,33000000.0,,,28579000000.0,,,,,,61738000000.0,,,42074000000.0,42074000000.0,2023-03-31,,
0.0,6735210906.0,6735210906.0,,84366000000.0,164164000000.0,190461000000.0,44357000000.0,164164000000.0,,190461000000.0,190461000000.0,192094000000.0,1633000000.0,190461000000.0,937000000.0,227000000.0,169272000000.0,372000000.0,562000000.0,562000000.0,222939000000.0,126810000000.0,,3080000000.0,7491000000.0,,4440000000.0,15955000000.0,72252000000.0,,,23592000000.0,96129000000.0,1000000.0,12114000000.0,,,3037000000.0,68458000000.0,,4462000000.0,63996000000.0,415033000000.0,274547000000.0,,10398000000.0,,6238000000.0,541000000.0,3431000000.0,,3431000000.0,,24434000000.0,,,26297000000.0,8642000000.0,17655000000.0,197177000000.0,,,,,140486000000.0,1000000.0,15616000000.0,417000000.0,,,26975000000.0,,,,,,52383000000.0,,,45094000000.0,45094000000.0,2023-06-30,,
0.0,6646135379.0,6646135379.0,,82147000000.0,165568000000.0,191201000000.0,46120000000.0,165568000000.0,,191201000000.0,191201000000.0,192946000000.0,1745000000.0,191201000000.0,1121000000.0,261000000.0,171136000000.0,381000000.0,555000000.0,555000000.0,220552000000.0,125421000000.0,-4000000.0,3257000000.0,6837000000.0,,3920000000.0,15891000000.0,72028000000.0,,,23492000000.0,95131000000.0,-1000000.0,10119000000.0,,,3223000000.0,71560000000.0,,4372000000.0,67188000000.0,413498000000.0,272247000000.0,1000000.0,9654000000.0,,5537000000.0,524000000.0,3329000000.0,,3329000000.0,,24477000000.0,,,25633000000.0,8288000000.0,17345000000.0,197043000000.0,,,,,141251000000.0,,14724000000.0,1189000000.0,,,30230000000.0,,,,,,52077000000.0,,,43031000000.0,43031000000.0,2023-09-30,,
0.0,6524109049.0,6524109049.0,15058000000.0,81541000000.0,159694000000.0,240439000000.0,38648000000.0,159694000000.0,27709000000.0,186607000000.0,235151000000.0,188362000000.0,1755000000.0,186607000000.0,1308000000.0,997000000.0,165915000000.0,390000000.0,544000000.0,544000000.0,217908000000.0,122441000000.0,,2301000000.0,7549000000.0,,3103000000.0,15347000000.0,71610000000.0,23066000000.0,48544000000.0,22531000000.0,95467000000.0,,9931000000.0,4643000000.0,5288000000.0,4041000000.0,58524000000.0,17406000000.0,6527000000.0,34591000000.0,406270000000.0,272155000000.0,,9151000000.0,,6454000000.0,801000000.0,3246000000.0,28000000.0,2890000000.0,328000000.0,24457000000.0,17382000000.0,7075000000.0,26913000000.0,10253000000.0,16660000000.0,194835000000.0,-260235000000.0,455070000000.0,160765000000.0,294305000000.0,134115000000.0,,15098000000.0,951000000.0,,6156000000.0,26019000000.0,2108000000.0,22232000000.0,1679000000.0,10098000000.0,558000000.0,36273000000.0,-600000000.0,36873000000.0,38774000000.0,38774000000.0,2023-12-31,32888000000.0,5886000000.0
