free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,amortization_of_securities,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,gain_loss_on_investment_securities,net_foreign_currency_exchange_gain_loss,net_income_from_continuing_operations,date
261400000.0,-100000.0,-166900000.0,0.0,-20200000.0,2033200000.0,1850800000.0,51900000.0,130500000.0,-151100000.0,-151100000.0,48300000.0,200000.0,-32600000.0,,-100000.0,-100000.0,-166900000.0,0.0,,0.0,-166900000.0,-166900000.0,0.0,0.0,0.0,0.0,100000.0,-100000.0,-38000000.0,-38000000.0,38000000.0,58200000.0,-20200000.0,281600000.0,281600000.0,83100000.0,-18400000.0,-234200000.0,-2500000.0,144400000.0,100400000.0,44000000.0,44000000.0,16700000.0,177100000.0,177100000.0,-10600000.0,15800000.0,0.0,2600000.0,2600000.0,49300000.0,49300000.0,38400000.0,38400000.0,10900000.0,-3800000.0,,-200000.0,145200000.0,2022-12-31
48000000.0,-36300000.0,-16900000.0,0.0,-11800000.0,1943500000.0,2033200000.0,14300000.0,-104000000.0,-120600000.0,-120600000.0,-34800000.0,,-32600000.0,-32600000.0,-36300000.0,-36300000.0,-16900000.0,0.0,,0.0,-16900000.0,-16900000.0,0.0,-43200000.0,-43200000.0,100000.0,3700000.0,-3600000.0,-37600000.0,-37600000.0,-5700000.0,6100000.0,-11800000.0,59800000.0,59800000.0,-245300000.0,-12700000.0,-699400000.0,-6100000.0,-98300000.0,-169800000.0,71500000.0,71500000.0,13600000.0,557600000.0,557600000.0,-1300000.0,24400000.0,,600000.0,600000.0,51300000.0,51300000.0,41400000.0,41400000.0,9900000.0,-5400000.0,-5400000.0,0.0,235500000.0,2023-03-31
315400000.0,-2800000.0,-281900000.0,170000000.0,-13300000.0,2263400000.0,1943500000.0,15600000.0,304300000.0,67100000.0,67100000.0,212800000.0,,-32600000.0,-32600000.0,-2800000.0,-2800000.0,-111900000.0,100000000.0,,170000000.0,-211900000.0,-211900000.0,0.0,-91500000.0,-91500000.0,-400000.0,2200000.0,-2600000.0,-77700000.0,-77700000.0,-13400000.0,-100000.0,-13300000.0,328700000.0,328700000.0,78900000.0,87800000.0,29200000.0,-50000000.0,99700000.0,69800000.0,29900000.0,29900000.0,-71000000.0,-16800000.0,-16800000.0,-14700000.0,20800000.0,,1800000.0,1800000.0,51400000.0,51400000.0,41200000.0,41200000.0,10200000.0,100000.0,-100000.0,200000.0,190400000.0,2023-06-30
302300000.0,-800000.0,-109300000.0,0.0,-13300000.0,2270900000.0,2263400000.0,-27900000.0,35400000.0,-221600000.0,-221600000.0,-117800000.0,39000000.0,-32700000.0,-32700000.0,-800000.0,-800000.0,-109300000.0,-100000000.0,-100000000.0,0.0,-9300000.0,-9300000.0,0.0,-58600000.0,-58600000.0,100000.0,100000.0,0.0,-48000000.0,-48000000.0,-10700000.0,2600000.0,-13300000.0,315600000.0,315600000.0,45100000.0,43400000.0,-23500000.0,-31000000.0,121000000.0,59400000.0,61600000.0,61600000.0,-52100000.0,-12700000.0,-12700000.0,30800000.0,21800000.0,,-3800000.0,-3800000.0,51500000.0,51500000.0,41100000.0,41100000.0,10400000.0,-5800000.0,-5700000.0,-100000.0,175900000.0,2023-09-30
274900000.0,0.0,-162500000.0,250000000.0,-30500000.0,2302900000.0,2270900000.0,31900000.0,100000.0,88400000.0,88400000.0,38800000.0,-800000.0,-37100000.0,-37100000.0,0.0,0.0,87500000.0,100000000.0,-150000000.0,250000000.0,-12500000.0,-12500000.0,0.0,-393700000.0,-393700000.0,6200000.0,7200000.0,-1000000.0,-467400000.0,-467400000.0,67500000.0,98000000.0,-30500000.0,305400000.0,305400000.0,95700000.0,-68400000.0,-98700000.0,-30600000.0,180800000.0,83800000.0,97000000.0,97000000.0,41200000.0,71400000.0,71400000.0,-21300000.0,22400000.0,3400000.0,13700000.0,13700000.0,51800000.0,51800000.0,42300000.0,42300000.0,9500000.0,-129000000.0,,100000.0,268700000.0,2023-12-31
0.0,-54000000.0,-63000000.0,150000000.0,-13000000.0,2150000000.0,2303000000.0,-11000000.0,-142000000.0,-67000000.0,-67000000.0,-62000000.0,,-38000000.0,-38000000.0,-54000000.0,-54000000.0,87000000.0,100000000.0,-50000000.0,150000000.0,-13000000.0,-13000000.0,,-88000000.0,-88000000.0,1000000.0,1000000.0,0.0,-76000000.0,-76000000.0,-13000000.0,0.0,-13000000.0,13000000.0,13000000.0,-349000000.0,25000000.0,-53000000.0,0.0,-272000000.0,-186000000.0,-86000000.0,-86000000.0,33000000.0,-82000000.0,-82000000.0,-15000000.0,29000000.0,,-1000000.0,-1000000.0,54000000.0,54000000.0,43000000.0,43000000.0,11000000.0,2000000.0,2000000.0,,293000000.0,2024-03-31
