tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,depreciation_income_statement,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
4523365.928976,0.252702,273100000.0,17900000.0,17900000.0,145200000.0,49300000.0,475600000.0,291000000.0,241700000.0,-47400000.0,47400000.0,131823365.928976,145200000.0,671100000.0,279018000.0,278048000.0,0.51,0.51,142600000.0,142600000.0,2600000.0,145200000.0,145200000.0,145200000.0,49100000.0,194300000.0,19600000.0,1700000.0,11400000.0,3600000.0,-7800000.0,,-47400000.0,47400000.0,222100000.0,195500000.0,146200000.0,49300000.0,49300000.0,38400000.0,38400000.0,10900000.0,417600000.0,475600000.0,893200000.0,893200000.0,2022-12-31
3380000.0,0.2,377200000.0,16900000.0,16900000.0,235500000.0,51300000.0,571100000.0,394100000.0,342800000.0,-48600000.0,48600000.0,221980000.0,235500000.0,783100000.0,279400000.0,278600000.0,0.83,0.83,231500000.0,231500000.0,4000000.0,235500000.0,235500000.0,235500000.0,58700000.0,294200000.0,17900000.0,1000000.0,9900000.0,5700000.0,-4200000.0,7000000.0,-48600000.0,48600000.0,324900000.0,212000000.0,160700000.0,51300000.0,51300000.0,41400000.0,41400000.0,9900000.0,536900000.0,571100000.0,1108000000.0,1108000000.0,2023-03-31
100800.0,0.252,355100000.0,400000.0,400000.0,190400000.0,51400000.0,530200000.0,355500000.0,304100000.0,-49700000.0,49700000.0,190100800.0,190400000.0,743600000.0,280400000.0,279400000.0,0.67,0.67,187600000.0,187600000.0,2800000.0,190400000.0,190400000.0,190400000.0,64000000.0,254400000.0,1500000.0,1100000.0,400000.0,400000.0,0.0,,-49700000.0,49700000.0,302600000.0,213400000.0,162000000.0,51400000.0,51400000.0,41200000.0,41200000.0,10200000.0,516000000.0,530200000.0,1046200000.0,1046200000.0,2023-06-30
-6850000.0,0.274,368400000.0,-25000000.0,-25000000.0,175900000.0,51500000.0,531600000.0,343400000.0,291900000.0,-49600000.0,49600000.0,194050000.0,175900000.0,750800000.0,281300000.0,279900000.0,0.62,0.62,173300000.0,173300000.0,2600000.0,175900000.0,175900000.0,175900000.0,66400000.0,242300000.0,-23200000.0,1800000.0,-25000000.0,2800000.0,27800000.0,,-49600000.0,49600000.0,315100000.0,219200000.0,167700000.0,51500000.0,51500000.0,41100000.0,41100000.0,10400000.0,534300000.0,531600000.0,1065900000.0,1065900000.0,2023-09-30
47737764.010138,0.243312,260400000.0,196200000.0,196200000.0,268700000.0,51800000.0,553700000.0,456600000.0,404800000.0,-49700000.0,49700000.0,120237764.010138,268700000.0,765200000.0,281900000.0,280400000.0,0.94,0.94,264800000.0,264800000.0,3900000.0,268700000.0,268700000.0,268700000.0,86400000.0,355100000.0,197600000.0,1400000.0,143800000.0,134400000.0,-9400000.0,,-49700000.0,49700000.0,207200000.0,211500000.0,159700000.0,51800000.0,51800000.0,42300000.0,42300000.0,9500000.0,418700000.0,553700000.0,972400000.0,972400000.0,2023-12-31
3900000.0,0.195,448000000.0,20000000.0,20000000.0,293000000.0,54000000.0,631000000.0,468000000.0,414000000.0,-50000000.0,50000000.0,276900000.0,293000000.0,846000000.0,283000000.0,281000000.0,1.02,1.03,289000000.0,289000000.0,4000000.0,293000000.0,293000000.0,293000000.0,71000000.0,364000000.0,23000000.0,3000000.0,2000000.0,-2000000.0,-4000000.0,18000000.0,-50000000.0,50000000.0,391000000.0,215000000.0,161000000.0,54000000.0,54000000.0,43000000.0,43000000.0,11000000.0,606000000.0,631000000.0,1237000000.0,1237000000.0,2024-03-31
