tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,depreciation_income_statement,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.067554,73303000.0,68670000.0,5899000.0,278367000.0,73303000.0,67404000.0,-827000.0,,68670000.0,68670000.0,317667000.0,76431000.0,32423000.0,31192000.0,2.12,2.2,68625000.0,68625000.0,45000.0,68670000.0,68670000.0,68670000.0,4975000.0,73645000.0,-1959000.0,-5818000.0,-827000.0,,,76431000.0,39300000.0,5899000.0,5899000.0,838000.0,838000.0,5061000.0,33401000.0,115731000.0,278367000.0,394098000.0,394098000.0,2022-12-31
0.0,0.153,92162000.0,72894000.0,5958000.0,303885000.0,92162000.0,86204000.0,-861000.0,,72894000.0,72894000.0,347870000.0,86204000.0,32155000.0,31008000.0,2.27,2.35,72845000.0,72845000.0,49000.0,72894000.0,72894000.0,72894000.0,13136000.0,86030000.0,687000.0,687000.0,-861000.0,861000.0,,86204000.0,43985000.0,5958000.0,5958000.0,550000.0,550000.0,5408000.0,38027000.0,130189000.0,303885000.0,434074000.0,434074000.0,2023-03-31
0.0,0.194,83630000.0,61068000.0,6520000.0,336551000.0,83630000.0,77110000.0,-1366000.0,1366000.0,61068000.0,61068000.0,382475000.0,78393000.0,31575000.0,30537000.0,1.93,2.0,61027000.0,61027000.0,41000.0,61068000.0,61068000.0,61068000.0,14676000.0,75744000.0,-1283000.0,-1283000.0,-1366000.0,,1366000.0,78393000.0,45924000.0,6520000.0,6520000.0,550000.0,550000.0,5970000.0,39404000.0,124317000.0,336551000.0,460868000.0,460868000.0,2023-06-30
0.0,0.152,90184000.0,70550000.0,6878000.0,359306000.0,90184000.0,83306000.0,-105000.0,105000.0,70550000.0,70550000.0,407591000.0,84908000.0,31762000.0,30629000.0,2.22,2.3,70502000.0,70502000.0,48000.0,70550000.0,70550000.0,70550000.0,12651000.0,83201000.0,-1602000.0,-1602000.0,-105000.0,,105000.0,84908000.0,48285000.0,6878000.0,6878000.0,549000.0,549000.0,6329000.0,41407000.0,133193000.0,359306000.0,492499000.0,492499000.0,2023-09-30
0.0,0.136803,96490000.0,78298000.0,6972000.0,361595000.0,96490000.0,89518000.0,1844000.0,,78298000.0,78298000.0,411081000.0,87320000.0,31825000.0,30719000.0,2.46,2.55,78245000.0,78245000.0,53000.0,78298000.0,78298000.0,78298000.0,12409000.0,90707000.0,1543000.0,3472000.0,1844000.0,,,87320000.0,49486000.0,6972000.0,6972000.0,550000.0,550000.0,6422000.0,42514000.0,136806000.0,361595000.0,498401000.0,498401000.0,2023-12-31
0.0,0.09,111061000.0,102591000.0,6992000.0,355902000.0,111061000.0,104069000.0,4120000.0,,102591000.0,102591000.0,406975000.0,104069000.0,32001000.0,30843000.0,3.2,3.32,102546000.0,102546000.0,45000.0,102591000.0,102591000.0,102591000.0,10191000.0,112782000.0,4593000.0,4593000.0,4120000.0,-4120000.0,,104069000.0,51073000.0,6992000.0,6992000.0,361000.0,361000.0,6631000.0,44081000.0,155142000.0,355902000.0,511044000.0,511044000.0,2024-03-31
