treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,line_of_credit,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,receivables,receivables_adjustments_allowances,other_receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
71573.0,31091694.0,31163267.0,21735000.0,188867000.0,-314017000.0,436387000.0,-469508000.0,-314017000.0,138867000.0,386387000.0,386387000.0,386387000.0,386387000.0,-12392000.0,-12392000.0,12497000.0,-359827000.0,770794000.0,309000.0,309000.0,0.0,966108000.0,162638000.0,22701000.0,1070000.0,1070000.0,138867000.0,138867000.0,803470000.0,47547000.0,462729000.0,462729000.0,50000000.0,50000000.0,50000000.0,71197000.0,171997000.0,138928000.0,33069000.0,33069000.0,1352495000.0,1018533000.0,21129000.0,48083000.0,48083000.0,700404000.0,38008000.0,662396000.0,248917000.0,-62116000.0,311033000.0,10518000.0,170919000.0,113592000.0,13594000.0,2410000.0,0.0,333962000.0,52293000.0,253404000.0,-170000.0,40405000.0,213169000.0,28265000.0,28265000.0,2022-12-31
70573.0,30623655.0,30694228.0,68078000.0,257689000.0,-352592000.0,462262000.0,-514267000.0,-352592000.0,142689000.0,347262000.0,347262000.0,347262000.0,347262000.0,-11314000.0,-11314000.0,12322000.0,-408099000.0,778691000.0,306000.0,306000.0,0.0,1048461000.0,166572000.0,22793000.0,1090000.0,1090000.0,142689000.0,142689000.0,881889000.0,62538000.0,466040000.0,466040000.0,115000000.0,115000000.0,115000000.0,50598000.0,187713000.0,150603000.0,37110000.0,37110000.0,1395723000.0,1028101000.0,22026000.0,49157000.0,49157000.0,699854000.0,37458000.0,662396000.0,257064000.0,,257064000.0,,257064000.0,,,,,367622000.0,62954000.0,257746000.0,-170000.0,41933000.0,215983000.0,46922000.0,46922000.0,2023-03-31
70573.0,30562773.0,30633346.0,15862000.0,194390000.0,-308244000.0,446060000.0,-473510000.0,-308244000.0,139390000.0,391060000.0,391060000.0,391060000.0,391060000.0,-11194000.0,-11194000.0,12322000.0,-371022000.0,785292000.0,306000.0,306000.0,0.0,1015878000.0,163441000.0,22953000.0,1098000.0,1098000.0,139390000.0,139390000.0,852437000.0,41347000.0,490557000.0,490557000.0,55000000.0,55000000.0,55000000.0,57341000.0,208192000.0,174584000.0,33608000.0,33608000.0,1406938000.0,1028011000.0,22261000.0,51766000.0,51766000.0,699304000.0,36908000.0,662396000.0,254680000.0,,254680000.0,,254680000.0,,,,,378927000.0,64731000.0,275058000.0,-170000.0,31668000.0,243560000.0,39138000.0,39138000.0,2023-06-30
70573.0,30682157.0,30752730.0,,143039000.0,-227843000.0,470912000.0,-399637000.0,-227843000.0,143039000.0,470912000.0,470912000.0,470912000.0,470912000.0,-12870000.0,-12870000.0,12322000.0,-300197000.0,795994000.0,307000.0,307000.0,0.0,1015809000.0,167291000.0,23124000.0,1128000.0,1128000.0,143039000.0,143039000.0,848518000.0,35955000.0,518755000.0,518755000.0,,,0.0,69509000.0,224299000.0,195276000.0,29023000.0,29023000.0,1486721000.0,1037840000.0,20831000.0,59343000.0,59343000.0,698755000.0,36359000.0,662396000.0,258911000.0,,258911000.0,,258911000.0,,,,,448881000.0,60901000.0,292773000.0,-7000.0,35486000.0,257294000.0,95207000.0,95207000.0,2023-09-30
70573.0,30752292.0,30822865.0,,142122000.0,-139255000.0,558950000.0,-331303000.0,-139255000.0,142122000.0,558950000.0,558950000.0,558950000.0,558950000.0,-10072000.0,-10072000.0,12322000.0,-221645000.0,802681000.0,308000.0,308000.0,0.0,1097878000.0,172747000.0,28221000.0,2404000.0,2404000.0,142122000.0,142122000.0,925131000.0,40441000.0,559860000.0,559860000.0,,,0.0,75822000.0,249008000.0,217139000.0,31869000.0,31869000.0,1656828000.0,1063000000.0,24970000.0,74435000.0,74435000.0,698205000.0,35809000.0,662396000.0,265390000.0,-79404000.0,344794000.0,7182000.0,184728000.0,131632000.0,16419000.0,4833000.0,0.0,593828000.0,49979000.0,298400000.0,-7000.0,22475000.0,275932000.0,245449000.0,245449000.0,2023-12-31
70073.0,30983185.0,31053258.0,,136156000.0,-26302000.0,671542000.0,-211743000.0,-26302000.0,136156000.0,671542000.0,671542000.0,671542000.0,671542000.0,-12041000.0,-12041000.0,12235000.0,-119141000.0,814649000.0,310000.0,310000.0,0.0,1124247000.0,167602000.0,29082000.0,2364000.0,2364000.0,136156000.0,136156000.0,956645000.0,44620000.0,616697000.0,616697000.0,,,,57822000.0,237506000.0,213104000.0,24402000.0,24402000.0,1795789000.0,1050887000.0,20409000.0,75231000.0,75231000.0,697844000.0,35448000.0,662396000.0,257403000.0,,257403000.0,,257403000.0,,,,,744902000.0,58726000.0,279166000.0,-120000.0,8601000.0,270685000.0,407010000.0,407010000.0,2024-03-31
