ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,foreign_currency_translation_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,buildings_and_improvements,properties,current_assets,other_current_assets,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,land_and_improvements
406671000.0,406671000.0,1105580000.0,4173829000.0,7859331000.0,4813252000.0,4173829000.0,116370000.0,6870121000.0,7859331000.0,6870121000.0,6870121000.0,-29075000.0,,,1829619000.0,5065511000.0,4066000.0,4066000.0,0.0,1532349000.0,1159734000.0,14001000.0,76202000.0,76202000.0,1069531000.0,80321000.0,989210000.0,372615000.0,103567000.0,103567000.0,36049000.0,36049000.0,232999000.0,194101000.0,38898000.0,10438000.0,10438000.0,28460000.0,8402470000.0,3216603000.0,,16687000.0,152204000.0,9722000.0,2005000.0,2696292000.0,381533000.0,2314759000.0,349415000.0,-85587000.0,435002000.0,108901000.0,80392000.0,140649000.0,105060000.0,0.0,5185867000.0,63952000.0,153945000.0,153945000.0,-12195000.0,166140000.0,4967970000.0,4967970000.0,2022-12-31,
407623000.0,407623000.0,1097678000.0,4335056000.0,7955142000.0,4896615000.0,4335056000.0,108145000.0,6965609000.0,7955142000.0,6965609000.0,6965609000.0,-24981000.0,-24981000.0,,1916750000.0,5069764000.0,4076000.0,4076000.0,,1551303000.0,1150282000.0,15295000.0,73359000.0,73359000.0,1061628000.0,72095000.0,989533000.0,401021000.0,117805000.0,117805000.0,36050000.0,36050000.0,247166000.0,176021000.0,71145000.0,39481000.0,39481000.0,31664000.0,8516912000.0,3219276000.0,17057000.0,,162651000.0,9722000.0,2005000.0,2630553000.0,312420000.0,2318133000.0,407010000.0,,407010000.0,,407010000.0,,,,5297636000.0,60232000.0,181758000.0,181758000.0,-14897000.0,196655000.0,5055646000.0,5055646000.0,2023-03-31,
408011000.0,408011000.0,1101898000.0,4484845000.0,8090930000.0,5002109000.0,4484845000.0,112040000.0,7101072000.0,8090930000.0,7101072000.0,7101072000.0,-21604000.0,,-21604000.0,2017270000.0,5101325000.0,4081000.0,4081000.0,,1590602000.0,1147827000.0,16978000.0,69280000.0,69280000.0,1061569000.0,71711000.0,989858000.0,442775000.0,113231000.0,113231000.0,40329000.0,40329000.0,289215000.0,216569000.0,72646000.0,11100000.0,11100000.0,61546000.0,8691674000.0,3246790000.0,17497000.0,,172115000.0,9724000.0,2005000.0,2616227000.0,295022000.0,2321205000.0,438946000.0,,438946000.0,,438946000.0,,,,5444884000.0,58376000.0,181213000.0,181213000.0,-15042000.0,196255000.0,5205295000.0,5205295000.0,2023-06-30,
408071000.0,408071000.0,1107872000.0,4619754000.0,8200347000.0,5085661000.0,4619754000.0,117687000.0,7210162000.0,8200347000.0,7210162000.0,7210162000.0,-28311000.0,,-28311000.0,2107844000.0,5126547000.0,4082000.0,4082000.0,,1561493000.0,1148430000.0,17542000.0,63203000.0,63203000.0,1067685000.0,77500000.0,990185000.0,413063000.0,97583000.0,97583000.0,40187000.0,40187000.0,275293000.0,247366000.0,27927000.0,2061000.0,2061000.0,25866000.0,8771655000.0,3272931000.0,15997000.0,,175568000.0,9722000.0,2005000.0,2590408000.0,275095000.0,2315313000.0,488953000.0,,488953000.0,,488953000.0,,,,5498724000.0,76013000.0,192831000.0,192831000.0,-20911000.0,213742000.0,5229880000.0,5229880000.0,2023-09-30,
408100000.0,408100000.0,1110400000.0,4638700000.0,8329100000.0,5020300000.0,4638700000.0,119900000.0,7338600000.0,8329100000.0,7338600000.0,7338600000.0,-17600000.0,-17600000.0,,2204300000.0,5147800000.0,4100000.0,4100000.0,0.0,1581100000.0,1125300000.0,18200000.0,36700000.0,36700000.0,1070400000.0,79900000.0,990500000.0,455800000.0,104200000.0,104200000.0,40000000.0,40000000.0,311600000.0,280800000.0,30800000.0,7700000.0,7700000.0,23100000.0,8919700000.0,3443600000.0,17700000.0,,172000000.0,4300000.0,2000000.0,2699900000.0,313700000.0,2386200000.0,552000000.0,-105500000.0,657500000.0,87800000.0,79800000.0,173900000.0,263800000.0,0.0,5476100000.0,70200000.0,190000000.0,190000000.0,-23200000.0,213200000.0,5215900000.0,5215900000.0,2023-12-31,52200000.0
408100000.0,408100000.0,1109900000.0,4593900000.0,8333400000.0,4642400000.0,4593900000.0,119100000.0,7342600000.0,8333400000.0,7342600000.0,7342600000.0,-21900000.0,-21900000.0,,2211000000.0,5149400000.0,4100000.0,4100000.0,,1691900000.0,1118100000.0,18400000.0,33800000.0,33800000.0,1065900000.0,75100000.0,990800000.0,573800000.0,117100000.0,117100000.0,44000000.0,44000000.0,412700000.0,286200000.0,126500000.0,12900000.0,12900000.0,113600000.0,9034500000.0,3818300000.0,18400000.0,,183300000.0,4300000.0,2000000.0,2748700000.0,365000000.0,2383700000.0,865900000.0,,865900000.0,,865900000.0,,,,5216200000.0,67200000.0,197400000.0,197400000.0,-21300000.0,218700000.0,4951600000.0,4951600000.0,2024-03-31,
