free_cash_flow,repayment_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_prepaid_assets,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date,net_other_financing_charges
170116000.0,0.0,-470000.0,-14915000.0,474000.0,27307000.0,4967970000.0,4774465000.0,1599000.0,191906000.0,-556000.0,-556000.0,23022000.0,-470000.0,-470000.0,0.0,0.0,0.0,7431000.0,7431000.0,-3639000.0,58000.0,58000.0,10148000.0,25063000.0,-14915000.0,185031000.0,185031000.0,-19686000.0,-30624000.0,-9781000.0,725000.0,30895000.0,30895000.0,21103000.0,9792000.0,9792000.0,-675000.0,-10226000.0,-10226000.0,36019000.0,21110000.0,4841000.0,-9527000.0,-9527000.0,27902000.0,27902000.0,124372000.0,2022-12-31,
119299000.0,,,-3917000.0,14957000.0,1830000.0,5055646000.0,4967970000.0,-10000.0,87686000.0,-15900000.0,-15900000.0,-15900000.0,,,,,,-19630000.0,-19630000.0,-15713000.0,,,-3917000.0,,-3917000.0,123216000.0,123216000.0,-40895000.0,-18484000.0,-10006000.0,-391000.0,25878000.0,25878000.0,-13731000.0,39609000.0,39609000.0,-5735000.0,-32157000.0,-32157000.0,29532000.0,20045000.0,4683000.0,-2907000.0,-2907000.0,25627000.0,25627000.0,87131000.0,2023-03-31,
170280000.0,,,-4884000.0,475000.0,61895000.0,5205295000.0,5055646000.0,-353000.0,150002000.0,9630000.0,9630000.0,32075000.0,,,,,,-34792000.0,-34792000.0,-29908000.0,,,-4884000.0,,-4884000.0,175164000.0,175164000.0,-10037000.0,-37671000.0,-6553000.0,-344000.0,41460000.0,41460000.0,68153000.0,-26693000.0,-26693000.0,1515000.0,-8444000.0,-8444000.0,31619000.0,21826000.0,9255000.0,-4082000.0,-4082000.0,26063000.0,26063000.0,100520000.0,2023-06-30,
37265000.0,0.0,,-5340000.0,14542000.0,44392000.0,5229880000.0,5205295000.0,214000.0,24371000.0,3296000.0,3296000.0,4260000.0,22445000.0,,0.0,0.0,0.0,-21530000.0,-21530000.0,-16190000.0,0.0,0.0,-5340000.0,0.0,-5340000.0,42605000.0,42605000.0,-135634000.0,-43037000.0,-10248000.0,-3000.0,-41827000.0,-41827000.0,-33355000.0,-8472000.0,-8472000.0,-16525000.0,-23994000.0,-23994000.0,32875000.0,21899000.0,11726000.0,-5960000.0,-5960000.0,27125000.0,27125000.0,90574000.0,2023-09-30,
137356000.0,0.0,0.0,-11159000.0,726000.0,55083000.0,5215900000.0,5229880000.0,849000.0,-14859000.0,-726000.0,-726000.0,2965000.0,0.0,0.0,0.0,0.0,0.0,-162648000.0,-162648000.0,-55689000.0,-99600000.0,-99600000.0,-11159000.0,0.0,-11159000.0,148515000.0,148515000.0,-13334000.0,-22308000.0,-12393000.0,-262000.0,19089000.0,19089000.0,12833000.0,6256000.0,6256000.0,4545000.0,-2005000.0,-2005000.0,30374000.0,21230000.0,9336000.0,-24251000.0,-24251000.0,28685000.0,28685000.0,96475000.0,2023-12-31,-3691000.0
-240700000.0,,,-380300000.0,14800000.0,2200000.0,4951600000.0,5215900000.0,-1100000.0,-263200000.0,-22500000.0,-22500000.0,-21400000.0,,,,,,-380300000.0,-380300000.0,,,,-380300000.0,,-380300000.0,139600000.0,139600000.0,35500000.0,-25600000.0,-8100000.0,0.0,82600000.0,82600000.0,77200000.0,5400000.0,5400000.0,2200000.0,-15600000.0,-15600000.0,36200000.0,22800000.0,7900000.0,-2800000.0,-2800000.0,33300000.0,33300000.0,6700000.0,2024-03-31,-1100000.0
