tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,total_other_finance_cost,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,other_operating_expenses,depreciation_income_statement
0.0,0.220409,155064000.0,124372000.0,27902000.0,94231000.0,155064000.0,127162000.0,32586000.0,124372000.0,124372000.0,446183000.0,127162000.0,406087000.0,404185000.0,0.31,0.31,124372000.0,124372000.0,124372000.0,124372000.0,124372000.0,35163000.0,159535000.0,-213000.0,-213000.0,32586000.0,-32586000.0,127162000.0,336989000.0,12939000.0,12939000.0,12939000.0,12939000.0,58403000.0,265647000.0,173486000.0,92161000.0,92161000.0,464151000.0,109194000.0,573345000.0,573345000.0,2022-12-31,,
0.0,0.25113,97848000.0,87131000.0,25627000.0,104186000.0,97848000.0,72221000.0,43548000.0,87131000.0,87131000.0,512145000.0,72221000.0,406157000.0,404490000.0,0.21,0.22,87131000.0,87131000.0,87131000.0,87131000.0,87131000.0,29219000.0,116350000.0,581000.0,581000.0,43548000.0,-43548000.0,72221000.0,392949000.0,10617000.0,10617000.0,10617000.0,10617000.0,66590000.0,315742000.0,226234000.0,89508000.0,89508000.0,465170000.0,119196000.0,584366000.0,584366000.0,2023-03-31,,
0.0,0.236553,105209000.0,100520000.0,26063000.0,96739000.0,105209000.0,79146000.0,51911000.0,100520000.0,100520000.0,526760000.0,79146000.0,406751000.0,405429000.0,0.25,0.25,100520000.0,100520000.0,100520000.0,100520000.0,100520000.0,31146000.0,131666000.0,609000.0,609000.0,51911000.0,-51911000.0,79146000.0,414398000.0,10440000.0,10440000.0,10440000.0,10440000.0,63369000.0,340589000.0,250026000.0,90563000.0,90563000.0,493544000.0,112362000.0,605906000.0,605906000.0,2023-06-30,,
0.0,0.24823,88719000.0,90574000.0,27125000.0,106795000.0,88719000.0,61594000.0,58422000.0,90574000.0,90574000.0,563075000.0,61594000.0,407229000.0,405649000.0,0.22,0.22,90574000.0,90574000.0,90574000.0,90574000.0,90574000.0,29907000.0,120481000.0,465000.0,465000.0,58422000.0,-58422000.0,61594000.0,439409000.0,10254000.0,10254000.0,10254000.0,10254000.0,67891000.0,361264000.0,266893000.0,94371000.0,94371000.0,501003000.0,123666000.0,624669000.0,624669000.0,2023-09-30,,
0.0,0.273548,98024000.0,96475000.0,28685000.0,118480000.0,98024000.0,69339000.0,59719000.0,96475000.0,96475000.0,570720000.0,69339000.0,407500000.0,405800000.0,0.24,0.24,96475000.0,96475000.0,96475000.0,96475000.0,96475000.0,36328000.0,132803000.0,3745000.0,3745000.0,59719000.0,-59719000.0,69339000.0,434444000.0,10889000.0,10889000.0,10889000.0,10889000.0,69750000.0,353805000.0,246747000.0,107058000.0,107058000.0,503783000.0,136276000.0,640059000.0,640059000.0,2023-12-31,,
0.0,0.4,-14600000.0,6700000.0,33300000.0,122500000.0,-14600000.0,-47900000.0,56200000.0,6700000.0,6700000.0,704300000.0,-42800000.0,407300000.0,405600000.0,0.02,0.02,6700000.0,6700000.0,6700000.0,6700000.0,6700000.0,4800000.0,11500000.0,3200000.0,3200000.0,56200000.0,-56200000.0,-47900000.0,563100000.0,14600000.0,14600000.0,11000000.0,11000000.0,82400000.0,464600000.0,366100000.0,98500000.0,98500000.0,515200000.0,141200000.0,656400000.0,656400000.0,2024-03-31,1500000.0,3600000.0
