tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,rent_expense_supplemental,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,restructuring_and_mergern_acquisition,earnings_from_equity_interest,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,rent_and_landing_fees,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-14260869.565217,0.254658,472000000.0,-56000000.0,-56000000.0,241000000.0,63000000.0,994000000.0,416000000.0,353000000.0,-29000000.0,31000000.0,4000000.0,282739130.434783,241000000.0,1177000000.0,26000000.0,349000000.0,497000000.0,491300000.0,0.48,0.49,241000000.0,241000000.0,241000000.0,1000000.0,240000000.0,240000000.0,82000000.0,322000000.0,-54000000.0,-6000000.0,-56000000.0,0.0,56000000.0,8000000.0,-29000000.0,2000000.0,31000000.0,4000000.0,405000000.0,183000000.0,63000000.0,63000000.0,120000000.0,20000000.0,100000000.0,74000000.0,26000000.0,588000000.0,994000000.0,1582000000.0,1581000000.0,2022-12-31
-4800000.0,0.24,520000000.0,-20000000.0,-20000000.0,302000000.0,69000000.0,938000000.0,500000000.0,431000000.0,-30000000.0,35000000.0,6000000.0,317200000.0,302000000.0,1101000000.0,39000000.0,412000000.0,494769011.0,489931178.0,0.61,0.62,302000000.0,302000000.0,302000000.0,1000000.0,301000000.0,301000000.0,95000000.0,396000000.0,-6000000.0,,-20000000.0,,20000000.0,14000000.0,-30000000.0,1000000.0,35000000.0,6000000.0,432000000.0,163000000.0,69000000.0,69000000.0,94000000.0,9000000.0,85000000.0,46000000.0,39000000.0,595000000.0,938000000.0,1533000000.0,1532000000.0,2023-03-31
-12272000.0,0.208,495000000.0,-59000000.0,-59000000.0,267000000.0,65000000.0,834000000.0,436000000.0,371000000.0,-28000000.0,34000000.0,8000000.0,313728000.0,267000000.0,992000000.0,32000000.0,382000000.0,493631085.0,490778304.0,0.54,0.54,267000000.0,267000000.0,267000000.0,0.0,267000000.0,267000000.0,70000000.0,337000000.0,-76000000.0,-6000000.0,-59000000.0,,59000000.0,-11000000.0,-28000000.0,2000000.0,34000000.0,8000000.0,441000000.0,158000000.0,65000000.0,65000000.0,93000000.0,9000000.0,84000000.0,52000000.0,32000000.0,599000000.0,834000000.0,1433000000.0,1432000000.0,2023-06-30
-5208000.0,0.248,573000000.0,-21000000.0,-21000000.0,294000000.0,64000000.0,838000000.0,552000000.0,488000000.0,-29000000.0,97000000.0,72000000.0,309792000.0,294000000.0,999000000.0,28000000.0,431000000.0,494111962.0,491315824.0,0.6,0.6,294000000.0,294000000.0,294000000.0,0.0,294000000.0,294000000.0,97000000.0,391000000.0,-32000000.0,1000000.0,-21000000.0,,21000000.0,-12000000.0,-29000000.0,4000000.0,97000000.0,72000000.0,452000000.0,161000000.0,64000000.0,64000000.0,97000000.0,12000000.0,85000000.0,57000000.0,28000000.0,613000000.0,838000000.0,1451000000.0,1441000000.0,2023-09-30
-37755395.683453,0.294964,637000000.0,-128000000.0,-128000000.0,197000000.0,125000000.0,907000000.0,509000000.0,384000000.0,-81000000.0,106000000.0,29000000.0,287244604.316547,197000000.0,1166000000.0,30000000.0,353000000.0,,,,,197000000.0,197000000.0,197000000.0,1000000.0,196000000.0,196000000.0,82000000.0,278000000.0,-122000000.0,5000000.0,-128000000.0,,128000000.0,1000000.0,-81000000.0,4000000.0,106000000.0,29000000.0,481000000.0,259000000.0,125000000.0,125000000.0,134000000.0,17000000.0,117000000.0,87000000.0,30000000.0,740000000.0,907000000.0,1647000000.0,1638000000.0,2023-12-31
