treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,commercial_paper,current_notes_payable,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,current_assets,other_current_assets,restricted_cash,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
21565139.0,491592491.0,513157630.0,4897000000.0,5851000000.0,-4529000000.0,11550000000.0,-231000000.0,-4529000000.0,452000000.0,6151000000.0,10886000000.0,6164000000.0,13000000.0,6151000000.0,-1991000000.0,-1991000000.0,515000000.0,7207000000.0,1445000000.0,5000000.0,5000000.0,14704000000.0,5869000000.0,226000000.0,456000000.0,456000000.0,5187000000.0,452000000.0,4735000000.0,8835000000.0,7143000000.0,357000000.0,357000000.0,664000000.0,664000000.0,664000000.0,0.0,671000000.0,243000000.0,428000000.0,243000000.0,185000000.0,20868000000.0,12264000000.0,608000000.0,10680000000.0,2581000000.0,8099000000.0,976000000.0,-559000000.0,1535000000.0,444000000.0,1091000000.0,8604000000.0,201000000.0,7043000000.0,677000000.0,677000000.0,-15000000.0,692000000.0,683000000.0,181000000.0,502000000.0,2022-12-31
22261969.0,489851097.0,512113066.0,4736000000.0,5551000000.0,-4481000000.0,11276000000.0,-164000000.0,-4481000000.0,442000000.0,6167000000.0,10929000000.0,6179000000.0,12000000.0,6167000000.0,-2006000000.0,-2006000000.0,555000000.0,7411000000.0,1312000000.0,5000000.0,5000000.0,14596000000.0,5892000000.0,225000000.0,463000000.0,463000000.0,5204000000.0,442000000.0,4762000000.0,8704000000.0,7228000000.0,664000000.0,664000000.0,347000000.0,347000000.0,347000000.0,,465000000.0,157000000.0,308000000.0,125000000.0,183000000.0,20775000000.0,12235000000.0,631000000.0,10648000000.0,2545000000.0,8103000000.0,956000000.0,,956000000.0,956000000.0,,8540000000.0,192000000.0,7112000000.0,666000000.0,666000000.0,-15000000.0,681000000.0,570000000.0,197000000.0,373000000.0,2023-03-31
22786128.0,491274775.0,514060903.0,4585000000.0,10359000000.0,-4275000000.0,16167000000.0,5067000000.0,-4275000000.0,427000000.0,6235000000.0,16027000000.0,6247000000.0,12000000.0,6235000000.0,-2119000000.0,-2119000000.0,583000000.0,7569000000.0,1363000000.0,5000000.0,5000000.0,19410000000.0,10899000000.0,206000000.0,474000000.0,474000000.0,10219000000.0,427000000.0,9792000000.0,8511000000.0,7274000000.0,558000000.0,558000000.0,140000000.0,140000000.0,140000000.0,,539000000.0,156000000.0,383000000.0,184000000.0,199000000.0,25657000000.0,12079000000.0,623000000.0,10510000000.0,2490000000.0,8020000000.0,946000000.0,,946000000.0,946000000.0,,13578000000.0,189000000.0,7157000000.0,597000000.0,597000000.0,-12000000.0,609000000.0,5635000000.0,288000000.0,5347000000.0,2023-06-30
22817941.0,491316638.0,514134579.0,4363000000.0,10115000000.0,-3967000000.0,16170000000.0,5303000000.0,-3967000000.0,412000000.0,6467000000.0,16170000000.0,6479000000.0,12000000.0,6467000000.0,-2102000000.0,-2102000000.0,585000000.0,7755000000.0,1394000000.0,5000000.0,5000000.0,17871000000.0,10823000000.0,199000000.0,509000000.0,509000000.0,10115000000.0,412000000.0,9703000000.0,7048000000.0,6081000000.0,451000000.0,451000000.0,,,0.0,,516000000.0,211000000.0,305000000.0,19000000.0,286000000.0,24350000000.0,11999000000.0,626000000.0,10434000000.0,2446000000.0,7988000000.0,939000000.0,,939000000.0,939000000.0,,12351000000.0,184000000.0,5960000000.0,595000000.0,595000000.0,-13000000.0,608000000.0,5612000000.0,272000000.0,5340000000.0,2023-09-30
22855184.0,575159336.0,598014520.0,10001000000.0,10871000000.0,-10739000000.0,21270000000.0,71000000.0,-10739000000.0,417000000.0,10816000000.0,20979000000.0,10827000000.0,11000000.0,10816000000.0,-1924000000.0,-1924000000.0,587000000.0,7825000000.0,5496000000.0,6000000.0,6000000.0,21467000000.0,12442000000.0,220000000.0,1642000000.0,1642000000.0,10580000000.0,417000000.0,10163000000.0,9025000000.0,7421000000.0,594000000.0,594000000.0,291000000.0,291000000.0,291000000.0,,719000000.0,303000000.0,416000000.0,84000000.0,332000000.0,32294000000.0,23198000000.0,665000000.0,21555000000.0,7443000000.0,14112000000.0,978000000.0,-662000000.0,1640000000.0,402000000.0,1238000000.0,9096000000.0,231000000.0,7295000000.0,929000000.0,929000000.0,-18000000.0,947000000.0,641000000.0,188000000.0,453000000.0,2023-12-31
