free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
460000000.0,0.0,-598000000.0,0.0,-34000000.0,33000000.0,70000000.0,6994000000.0,9234000000.0,431000000.0,-2671000000.0,-3239000000.0,-3239000000.0,-3004000000.0,2000000.0,-98000000.0,-98000000.0,0.0,0.0,-139000000.0,459000000.0,,-598000000.0,-598000000.0,0.0,74000000.0,74000000.0,152000000.0,-44000000.0,15000000.0,-59000000.0,0.0,0.0,0.0,-34000000.0,-34000000.0,494000000.0,494000000.0,127000000.0,-70000000.0,-34000000.0,57000000.0,206000000.0,33000000.0,173000000.0,-8000000.0,-32000000.0,21000000.0,30000000.0,,21000000.0,21000000.0,63000000.0,63000000.0,-8000000.0,-8000000.0,0.0,240000000.0,2022-12-31
525000000.0,-159000000.0,,0.0,-40000000.0,37000000.0,18000000.0,6842000000.0,6994000000.0,29000000.0,-181000000.0,-613000000.0,-613000000.0,1000000.0,-40000000.0,-98000000.0,-98000000.0,-159000000.0,-159000000.0,-317000000.0,-317000000.0,,0.0,,0.0,-133000000.0,-133000000.0,-79000000.0,-14000000.0,184000000.0,-198000000.0,,,,-40000000.0,-40000000.0,565000000.0,565000000.0,143000000.0,300000000.0,40000000.0,7000000.0,-214000000.0,-86000000.0,-128000000.0,-10000000.0,10000000.0,28000000.0,26000000.0,,12000000.0,12000000.0,69000000.0,69000000.0,-14000000.0,-14000000.0,,301000000.0,2023-03-31
375000000.0,0.0,,5016000000.0,-39000000.0,30000000.0,118000000.0,11867000000.0,6842000000.0,-259000000.0,5284000000.0,5029000000.0,5029000000.0,338000000.0,-10000000.0,-108000000.0,-108000000.0,0.0,0.0,4809000000.0,-207000000.0,,5016000000.0,,5016000000.0,-159000000.0,-159000000.0,-19000000.0,-101000000.0,112000000.0,-213000000.0,,,,-39000000.0,-39000000.0,414000000.0,414000000.0,-23000000.0,-111000000.0,-60000000.0,3000000.0,83000000.0,1000000.0,82000000.0,24000000.0,62000000.0,5000000.0,34000000.0,,18000000.0,18000000.0,65000000.0,65000000.0,36000000.0,11000000.0,,266000000.0,2023-06-30
263000000.0,0.0,-138000000.0,-5000000.0,-37000000.0,22000000.0,62000000.0,10834000000.0,11867000000.0,-70000000.0,-963000000.0,-1397000000.0,-1397000000.0,-1144000000.0,-2000000.0,-108000000.0,-108000000.0,0.0,0.0,-143000000.0,-138000000.0,-138000000.0,-5000000.0,0.0,-5000000.0,134000000.0,134000000.0,159000000.0,12000000.0,131000000.0,-119000000.0,0.0,,0.0,-37000000.0,-37000000.0,300000000.0,300000000.0,-114000000.0,-99000000.0,-22000000.0,15000000.0,-11000000.0,57000000.0,-68000000.0,96000000.0,3000000.0,1000000.0,30000000.0,0.0,14000000.0,14000000.0,64000000.0,64000000.0,11000000.0,11000000.0,,294000000.0,2023-09-30
375000000.0,-110000000.0,402000000.0,597000000.0,-42000000.0,88000000.0,56000000.0,7118000000.0,10834000000.0,502000000.0,-4218000000.0,1201000000.0,1201000000.0,801000000.0,9000000.0,-127000000.0,-127000000.0,-110000000.0,-110000000.0,628000000.0,291000000.0,,337000000.0,-260000000.0,597000000.0,-5836000000.0,-5836000000.0,-138000000.0,110000000.0,292000000.0,-182000000.0,-5766000000.0,,-5766000000.0,-42000000.0,-42000000.0,417000000.0,417000000.0,33000000.0,-2000000.0,-21000000.0,-16000000.0,144000000.0,41000000.0,103000000.0,39000000.0,-72000000.0,8000000.0,32000000.0,0.0,24000000.0,24000000.0,125000000.0,125000000.0,-1000000.0,-1000000.0,,196000000.0,2023-12-31
