tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.21,-230451000.0,-288460000.0,48491000.0,481311000.0,-230451000.0,-278942000.0,23386000.0,5312000.0,28698000.0,-288460000.0,-288460000.0,1587332000.0,-287597000.0,1573883000.0,1573883000.0,-0.18,-0.18,-288460000.0,-288460000.0,-288460000.0,-288460000.0,-288460000.0,4206000.0,-284254000.0,-20043000.0,-20043000.0,23386000.0,5312000.0,28698000.0,-287597000.0,1106021000.0,584942000.0,521079000.0,295150000.0,225929000.0,225929000.0,818424000.0,481311000.0,1299735000.0,1299735000.0,2022-12-31
0.0,0.21,-280724000.0,-328674000.0,35220000.0,439986000.0,-280724000.0,-315944000.0,32063000.0,5885000.0,37948000.0,-328674000.0,-328674000.0,1353872000.0,-365264000.0,1581370000.0,1581370000.0,-0.21,-0.21,-328674000.0,-328674000.0,-328674000.0,-328674000.0,-328674000.0,6845000.0,-321829000.0,11372000.0,11372000.0,32063000.0,5885000.0,37948000.0,-365264000.0,913886000.0,455112000.0,458774000.0,268433000.0,190341000.0,190341000.0,548622000.0,439986000.0,988608000.0,988608000.0,2023-03-31
0.0,0.21,-320184000.0,-377308000.0,39688000.0,496874000.0,-320184000.0,-359872000.0,37801000.0,5343000.0,43144000.0,-377308000.0,-377308000.0,1472008000.0,-404339000.0,1603172000.0,1603172000.0,-0.24,-0.24,-377308000.0,-377308000.0,-377308000.0,-377308000.0,-377308000.0,12093000.0,-365215000.0,1323000.0,1323000.0,37801000.0,5343000.0,43144000.0,-404339000.0,975134000.0,477663000.0,497471000.0,280597000.0,216874000.0,216874000.0,570795000.0,496874000.0,1067669000.0,1067669000.0,2023-06-30
0.0,0.21,-315677000.0,-368256000.0,41209000.0,555753000.0,-315677000.0,-356886000.0,38318000.0,5521000.0,43839000.0,-368256000.0,-368256000.0,1568614000.0,-380063000.0,1625917000.0,1625917000.0,-0.23,-0.23,-368256000.0,-368256000.0,-368256000.0,-368256000.0,-368256000.0,5849000.0,-362407000.0,-20662000.0,-20662000.0,38318000.0,5521000.0,43839000.0,-380063000.0,1012861000.0,494559000.0,518302000.0,297251000.0,221051000.0,221051000.0,632798000.0,555753000.0,1188551000.0,1188551000.0,2023-09-30
0.0,0.21,-187373000.0,-248247000.0,52324000.0,621504000.0,-187373000.0,-239697000.0,38188000.0,5275000.0,43463000.0,-248247000.0,-248247000.0,1610000000.0,-248713000.0,1638714000.0,1638714000.0,-0.15,-0.15,-248247000.0,-248247000.0,-248247000.0,-248247000.0,-248247000.0,3275000.0,-244972000.0,-34447000.0,-34447000.0,38188000.0,5275000.0,43463000.0,-248713000.0,988496000.0,483528000.0,504968000.0,275811000.0,229157000.0,229157000.0,739783000.0,621504000.0,1361287000.0,1361287000.0,2023-12-31
0.0,0.4,-251702000.0,-305090000.0,41713000.0,574749000.0,-251702000.0,-293415000.0,35155000.0,4743000.0,39898000.0,-305090000.0,-305090000.0,1528005000.0,-333232000.0,1647387000.0,1647387000.0,-0.19,-0.19,-305090000.0,-305090000.0,-305090000.0,-305090000.0,-305090000.0,6932000.0,-298158000.0,-81000.0,-81000.0,35155000.0,4743000.0,39898000.0,-333232000.0,953256000.0,449759000.0,503497000.0,276034000.0,227463000.0,227463000.0,620024000.0,574749000.0,1194773000.0,1194773000.0,2024-03-31
