treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
51312000.0,1574086000.0,1625398000.0,2319399000.0,4175276000.0,730098000.0,6323218000.0,4041048000.0,730098000.0,432756000.0,2580698000.0,6323218000.0,2580698000.0,2580698000.0,-13974000.0,-13974000.0,500514000.0,-10214657000.0,13309828000.0,15000.0,15000.0,5448840000.0,4233241000.0,104450000.0,4128791000.0,386271000.0,3742520000.0,1215599000.0,484855000.0,50782000.0,50782000.0,46485000.0,46485000.0,206441000.0,427036000.0,245262000.0,181774000.0,181774000.0,8029538000.0,2772891000.0,279562000.0,1850600000.0,204480000.0,1646120000.0,642729000.0,-218593000.0,861322000.0,225647000.0,80267000.0,370952000.0,162970000.0,21486000.0,0.0,5256647000.0,134431000.0,134431000.0,1183092000.0,1183092000.0,3939124000.0,2516003000.0,1423121000.0,2022-12-31
50942000.0,1574449000.0,1625391000.0,2165709000.0,4163550000.0,742619000.0,6322677000.0,4051432000.0,742619000.0,419313000.0,2578440000.0,6322677000.0,2578440000.0,2578440000.0,-1664000.0,-1664000.0,496906000.0,-10543331000.0,13620326000.0,15000.0,15000.0,5309950000.0,4218466000.0,105703000.0,4112763000.0,368526000.0,3744237000.0,1091484000.0,,,,50787000.0,50787000.0,,1040697000.0,898897000.0,141800000.0,141800000.0,7888390000.0,2745474000.0,251569000.0,1835821000.0,186724000.0,1649097000.0,658084000.0,,658084000.0,,,658084000.0,,,,5142916000.0,146973000.0,,892511000.0,892511000.0,4103432000.0,2524904000.0,1578528000.0,2023-03-31
50491000.0,1616119000.0,1666610000.0,2517327000.0,4160778000.0,610228000.0,6250916000.0,3901874000.0,610228000.0,414822000.0,2504960000.0,6250916000.0,2504960000.0,2504960000.0,-16161000.0,-16161000.0,492500000.0,-10920639000.0,13934244000.0,16000.0,16000.0,5161263000.0,4223599000.0,120714000.0,4102885000.0,356929000.0,3745956000.0,937664000.0,,,,57893000.0,57893000.0,,879771000.0,716167000.0,163604000.0,163604000.0,7666223000.0,2826685000.0,252973000.0,1894732000.0,202671000.0,1692061000.0,678980000.0,,678980000.0,,,678980000.0,,,,4839538000.0,154178000.0,,996082000.0,996082000.0,3689278000.0,2460649000.0,1228629000.0,2023-06-30
50028000.0,1638904943.0,1688932943.0,2548311000.0,4156296000.0,617613000.0,6240698000.0,3864688000.0,617613000.0,408619000.0,2493021000.0,6240698000.0,2493021000.0,2493021000.0,-17782000.0,-17782000.0,487982000.0,-11288895000.0,14287664000.0,16000.0,16000.0,5229884000.0,4220312000.0,126127000.0,4094185000.0,346508000.0,3747677000.0,1009572000.0,,,,62111000.0,62111000.0,,947461000.0,818915000.0,128546000.0,128546000.0,7722905000.0,2848645000.0,251236000.0,1875408000.0,183866000.0,1691542000.0,722001000.0,,722001000.0,,,722001000.0,,,,4874260000.0,144251000.0,,1116511000.0,1116511000.0,3613498000.0,2414132000.0,1199366000.0,2023-09-30
49200000.0,1645496349.0,1694696349.0,1969000000.0,4345000000.0,575982000.0,6163512000.0,3841725000.0,575982000.0,595600000.0,2414112000.0,6163512000.0,2414112000.0,2414112000.0,7131000.0,7131000.0,479903000.0,-11726536000.0,14613404000.0,16000.0,16000.0,5553646000.0,4419528000.0,123849000.0,4295679000.0,546279000.0,3749400000.0,1134118000.0,258943000.0,93706000.0,93706000.0,49321000.0,49321000.0,95600000.0,636548000.0,357587000.0,278961000.0,278961000.0,7967758000.0,2991915000.0,226597000.0,1838130000.0,146303000.0,1691827000.0,927188000.0,-264384000.0,1191572000.0,332721000.0,90038000.0,516862000.0,230465000.0,21486000.0,0.0,4975843000.0,153587000.0,,1278176000.0,1278176000.0,3544080000.0,1763680000.0,1780400000.0,2023-12-31
48793000.0,1643120349.0,1691913349.0,2241073000.0,3891856000.0,312166000.0,5432814000.0,3074312000.0,312166000.0,590390000.0,2131348000.0,5432814000.0,2131348000.0,2131348000.0,750000.0,750000.0,475939000.0,-12266740000.0,14873261000.0,16000.0,16000.0,5036053000.0,3923608000.0,68401000.0,3855207000.0,553741000.0,3301466000.0,1112445000.0,,,,36649000.0,36649000.0,,1075796000.0,829579000.0,246217000.0,246217000.0,7167401000.0,2980644000.0,223982000.0,1819182000.0,127658000.0,1691524000.0,937480000.0,,937480000.0,,,937480000.0,,,,4186757000.0,167385000.0,,1108357000.0,1108357000.0,2911015000.0,1850622000.0,1060393000.0,2024-03-31
