treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,other_equity_interest,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,machinery_furniture_equipment,properties,current_assets,other_current_assets,inventory,finished_goods,raw_materials,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,cash_financial,date
7240000.0,81214000.0,88454000.0,860951000.0,1308768000.0,57401000.0,2385767000.0,787086000.0,57401000.0,21127000.0,1098126000.0,2370166000.0,1115741000.0,17615000.0,1098126000.0,157128000.0,-29871000.0,-29871000.0,719702000.0,550011000.0,1128915000.0,11645000.0,11645000.0,0.0,1889917000.0,1519637000.0,69767000.0,163259000.0,163259000.0,1286611000.0,14571000.0,1272040000.0,370280000.0,22157000.0,6556000.0,15601000.0,15601000.0,,348123000.0,170549000.0,,177574000.0,3468000.0,3468000.0,174106000.0,3005658000.0,1848292000.0,122071000.0,1040725000.0,421450000.0,619275000.0,685496000.0,,,,,,1157366000.0,29162000.0,459029000.0,335307000.0,123722000.0,242485000.0,,242485000.0,-9311000.0,251796000.0,426690000.0,426690000.0,426690000.0,2022-12-31
9539000.0,78947000.0,88486000.0,1066956000.0,1339267000.0,-50453000.0,2261451000.0,638687000.0,-50453000.0,55183000.0,977367000.0,2246758000.0,994860000.0,17493000.0,977367000.0,,-27580000.0,-27580000.0,920999000.0,626215000.0,1134864000.0,164867000.0,164867000.0,0.0,1906265000.0,1527463000.0,66744000.0,159056000.0,159056000.0,1301663000.0,32272000.0,1269391000.0,378802000.0,37604000.0,22911000.0,14693000.0,14693000.0,49416000.0,291782000.0,78614000.0,9520000.0,213168000.0,3057000.0,3057000.0,210111000.0,2901125000.0,1883636000.0,122757000.0,1027820000.0,407627000.0,620193000.0,733059000.0,-672932000.0,1405991000.0,160792000.0,934172000.0,311027000.0,1017489000.0,29422000.0,463994000.0,355788000.0,108206000.0,306945000.0,1971000.0,304974000.0,-8227000.0,313201000.0,217128000.0,217128000.0,217128000.0,2023-03-31
10110000.0,78673000.0,88783000.0,914499000.0,1319845000.0,77804000.0,2373672000.0,748936000.0,77804000.0,39242000.0,1093069000.0,2359866000.0,1111866000.0,18797000.0,1093069000.0,,-25399000.0,-25399000.0,977812000.0,788780000.0,1147449000.0,160051000.0,160051000.0,,1936803000.0,1517216000.0,62682000.0,158942000.0,158942000.0,1295592000.0,28795000.0,1266797000.0,419587000.0,24253000.0,10447000.0,13806000.0,13806000.0,,395334000.0,137511000.0,,257823000.0,52232000.0,52232000.0,205591000.0,3048669000.0,1880146000.0,117569000.0,1015265000.0,394837000.0,620428000.0,747312000.0,,,,,,1168523000.0,25450000.0,434631000.0,335966000.0,98665000.0,342338000.0,,342338000.0,-6734000.0,349072000.0,366104000.0,366104000.0,366104000.0,2023-06-30
10617000.0,78224000.0,88841000.0,806738000.0,1320574000.0,160547000.0,2439909000.0,804049000.0,160547000.0,43427000.0,1162762000.0,2426959000.0,1182179000.0,19417000.0,1162762000.0,,-29658000.0,-29658000.0,1039717000.0,913551000.0,1173574000.0,145012000.0,145012000.0,,1955795000.0,1527928000.0,72942000.0,159060000.0,159060000.0,1295926000.0,31729000.0,1264197000.0,427867000.0,24648000.0,11698000.0,12950000.0,12950000.0,,403219000.0,158784000.0,,244435000.0,20899000.0,20899000.0,223536000.0,3137974000.0,1906058000.0,129850000.0,1002215000.0,382050000.0,620165000.0,773993000.0,,,,,,1231916000.0,23855000.0,385090000.0,286823000.0,98267000.0,352562000.0,,352562000.0,-6678000.0,359240000.0,470409000.0,470409000.0,470409000.0,2023-09-30
11215000.0,77688000.0,88903000.0,713273000.0,1324808000.0,217220000.0,2474265000.0,829297000.0,217220000.0,50791000.0,1200248000.0,2461990000.0,1221869000.0,21621000.0,1200248000.0,,-26601000.0,-26601000.0,1110670000.0,1008270000.0,1195893000.0,133356000.0,133356000.0,,1940090000.0,1530965000.0,71980000.0,159296000.0,159296000.0,1299689000.0,37947000.0,1261742000.0,409125000.0,25119000.0,12844000.0,12275000.0,12275000.0,,384006000.0,162275000.0,,221731000.0,13829000.0,13829000.0,207902000.0,3161959000.0,1923537000.0,129622000.0,983028000.0,365631000.0,617397000.0,810887000.0,,,,,,1238422000.0,31459000.0,405409000.0,299312000.0,106097000.0,240810000.0,,240810000.0,-6058000.0,246868000.0,560744000.0,560744000.0,560744000.0,2023-12-31
