free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
172101000.0,-182425000.0,-6660000.0,0.0,-51313000.0,6481000.0,34850000.0,426690000.0,457357000.0,642000.0,-31309000.0,-203410000.0,-203410000.0,-5066000.0,485000.0,-9744000.0,-9744000.0,-182425000.0,-182425000.0,-6660000.0,0.0,0.0,0.0,-6660000.0,-6660000.0,0.0,-51313000.0,-51313000.0,0.0,0.0,0.0,-51313000.0,223414000.0,223414000.0,96160000.0,-69794000.0,-69794000.0,-69794000.0,3244000.0,19072000.0,143638000.0,3956000.0,6179000.0,-1048000.0,-1048000.0,35846000.0,35846000.0,-861000.0,-639000.0,126000.0,83182000.0,2022-12-31
7317000.0,-200000000.0,-6801000.0,0.0,-40055000.0,35706000.0,30635000.0,217128000.0,426690000.0,409000.0,-209971000.0,-217688000.0,-217688000.0,-1941000.0,555000.0,-9501000.0,-9501000.0,-200000000.0,-200000000.0,-6801000.0,0.0,0.0,0.0,-6801000.0,-6801000.0,0.0,-39655000.0,-39655000.0,400000.0,0.0,0.0,-40055000.0,47372000.0,47372000.0,-76828000.0,-8946000.0,-8946000.0,-8946000.0,-764000.0,-4647000.0,-62471000.0,-709000.0,1747000.0,-5690000.0,-5690000.0,37803000.0,37803000.0,4737000.0,-1137000.0,1330000.0,86312000.0,2023-03-31
201889000.0,-47778000.0,-6775000.0,0.0,-42078000.0,8499000.0,1553000.0,366104000.0,217128000.0,465000.0,148511000.0,-73512000.0,-73512000.0,-8742000.0,867000.0,-11084000.0,-11084000.0,-47778000.0,-47778000.0,-6775000.0,0.0,0.0,0.0,-6775000.0,-6775000.0,0.0,-21944000.0,-21944000.0,20134000.0,0.0,0.0,-42078000.0,243967000.0,243967000.0,39349000.0,45594000.0,45594000.0,45594000.0,-3699000.0,30860000.0,-33406000.0,1012000.0,6903000.0,573000.0,573000.0,37240000.0,37240000.0,-15015000.0,-1675000.0,-36000.0,173905000.0,2023-06-30
174350000.0,-53786000.0,-6635000.0,0.0,-40547000.0,24965000.0,76747000.0,470409000.0,366104000.0,-462000.0,104767000.0,-69874000.0,-69874000.0,-69000.0,1756000.0,-11140000.0,-11140000.0,-53786000.0,-53786000.0,-6635000.0,0.0,0.0,0.0,-6635000.0,-6635000.0,0.0,-40256000.0,-40256000.0,291000.0,0.0,0.0,-40547000.0,214897000.0,214897000.0,33737000.0,-5965000.0,-5965000.0,-5965000.0,1471000.0,48355000.0,-10124000.0,766000.0,9331000.0,-54000.0,-54000.0,36721000.0,36721000.0,-2631000.0,-901000.0,-1853000.0,137027000.0,2023-09-30
187638000.0,-76623000.0,-6825000.0,0.0,-53760000.0,18020000.0,36412000.0,566346000.0,470409000.0,1268000.0,94669000.0,-93050000.0,-93050000.0,-48000.0,1333000.0,-10887000.0,-10887000.0,-76623000.0,-76623000.0,-6825000.0,0.0,0.0,0.0,-6825000.0,-6825000.0,0.0,-53679000.0,-53679000.0,81000.0,0.0,0.0,-53760000.0,241398000.0,241398000.0,80837000.0,-12154000.0,-12154000.0,-12154000.0,1694000.0,-19463000.0,110760000.0,5475000.0,7402000.0,-184000.0,-184000.0,38053000.0,38053000.0,2935000.0,-1304000.0,1727000.0,106880000.0,2023-12-31
