treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,buildings_and_improvements,properties,current_assets,other_current_assets,restricted_cash,prepaid_assets,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
451000000.0,956000000.0,1407000000.0,7015000000.0,14023000000.0,-5083000000.0,20321000000.0,2435000000.0,-5083000000.0,6298000000.0,20047000000.0,6377000000.0,79000000.0,6298000000.0,-1253000000.0,-1253000000.0,51354000000.0,53607000000.0,5298000000.0,0.0,0.0,32347000000.0,18176000000.0,4034000000.0,393000000.0,393000000.0,13749000000.0,13749000000.0,14171000000.0,4076000000.0,274000000.0,274000000.0,,9821000000.0,8616000000.0,1205000000.0,279000000.0,926000000.0,38724000000.0,22118000000.0,5217000000.0,1151000000.0,1151000000.0,633000000.0,1730000000.0,1730000000.0,1730000000.0,,11381000000.0,3859000000.0,7522000000.0,2006000000.0,-1904000000.0,3910000000.0,376000000.0,2786000000.0,96000000.0,652000000.0,0.0,16606000000.0,3582000000.0,2157000000.0,34000000.0,3425000000.0,3425000000.0,7408000000.0,400000000.0,7008000000.0,2022-12-31
459000000.0,948000000.0,1407000000.0,9002000000.0,15568000000.0,-6272000000.0,20898000000.0,2769000000.0,-6272000000.0,5330000000.0,20622000000.0,5407000000.0,77000000.0,5330000000.0,-1229000000.0,-1229000000.0,54241000000.0,55424000000.0,5376000000.0,0.0,0.0,33529000000.0,19878000000.0,4197000000.0,389000000.0,389000000.0,15292000000.0,15292000000.0,13651000000.0,4223000000.0,276000000.0,276000000.0,276000000.0,9152000000.0,7829000000.0,1323000000.0,588000000.0,735000000.0,38936000000.0,22516000000.0,5447000000.0,1267000000.0,1267000000.0,691000000.0,1503000000.0,,,1503000000.0,11602000000.0,4027000000.0,7575000000.0,2006000000.0,-2002000000.0,4008000000.0,,,,,,16420000000.0,3712000000.0,2204000000.0,25000000.0,3511000000.0,3511000000.0,6968000000.0,402000000.0,6566000000.0,2023-03-31
465000000.0,943000000.0,1408000000.0,9450000000.0,15620000000.0,-6124000000.0,21124000000.0,1894000000.0,-6124000000.0,5504000000.0,19788000000.0,5579000000.0,75000000.0,5504000000.0,-1189000000.0,-1189000000.0,56659000000.0,57730000000.0,5622000000.0,0.0,0.0,33425000000.0,18789000000.0,4110000000.0,395000000.0,395000000.0,14284000000.0,14284000000.0,14636000000.0,4461000000.0,1336000000.0,1336000000.0,,8839000000.0,7747000000.0,1092000000.0,449000000.0,643000000.0,39004000000.0,22474000000.0,5419000000.0,1121000000.0,1121000000.0,656000000.0,1664000000.0,,,1664000000.0,11628000000.0,4049000000.0,7579000000.0,1986000000.0,-2082000000.0,4068000000.0,,,,,,16530000000.0,3867000000.0,2321000000.0,65000000.0,3763000000.0,3763000000.0,6514000000.0,344000000.0,6170000000.0,2023-06-30
470000000.0,939000000.0,1409000000.0,8676000000.0,15566000000.0,-5199000000.0,21877000000.0,2464000000.0,-5199000000.0,6311000000.0,20540000000.0,6381000000.0,70000000.0,6311000000.0,-1297000000.0,-1297000000.0,58573000000.0,60390000000.0,5791000000.0,0.0,0.0,33293000000.0,18774000000.0,4160000000.0,385000000.0,385000000.0,14229000000.0,14229000000.0,14519000000.0,4343000000.0,1337000000.0,1337000000.0,,8839000000.0,7695000000.0,1144000000.0,555000000.0,589000000.0,39674000000.0,22691000000.0,5535000000.0,1370000000.0,1370000000.0,654000000.0,1650000000.0,,,1650000000.0,11510000000.0,4022000000.0,7488000000.0,1972000000.0,-2140000000.0,4112000000.0,,,,,,16983000000.0,3718000000.0,1824000000.0,24000000.0,3925000000.0,3925000000.0,7492000000.0,602000000.0,6890000000.0,2023-09-30
475000000.0,934000000.0,1409000000.0,7093000000.0,15681000000.0,-4817000000.0,22610000000.0,2697000000.0,-4817000000.0,6929000000.0,21273000000.0,6997000000.0,68000000.0,6929000000.0,-1099000000.0,-1099000000.0,60429000000.0,62564000000.0,5893000000.0,0.0,0.0,35451000000.0,19187000000.0,4474000000.0,369000000.0,369000000.0,14344000000.0,14344000000.0,16264000000.0,4853000000.0,1337000000.0,1337000000.0,,10074000000.0,8754000000.0,1320000000.0,486000000.0,834000000.0,42448000000.0,23487000000.0,5813000000.0,1355000000.0,1355000000.0,783000000.0,1729000000.0,1729000000.0,1729000000.0,,11746000000.0,4086000000.0,7660000000.0,2061000000.0,-2237000000.0,4298000000.0,398000000.0,3132000000.0,90000000.0,678000000.0,0.0,18961000000.0,3876000000.0,1845000000.0,,4060000000.0,4060000000.0,9180000000.0,592000000.0,8588000000.0,2023-12-31
