free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,other_cash_adjustment_outside_changein_cash,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,sale_of_business,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_current_liabilities,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date,operating_gains_losses,earnings_losses_from_equity_investments
634353000.0,-807214000.0,-1947707000.0,1937189000.0,-75727000.0,1912657000.0,0.0,3593539000.0,84140000.0,-1765022000.0,-963944000.0,-963944000.0,-68362000.0,21863000.0,-99713000.0,-99713000.0,-807214000.0,-807214000.0,-10518000.0,-12722000.0,-1894951000.0,1882229000.0,2204000.0,-52756000.0,54960000.0,-1511158000.0,-1511158000.0,2693000.0,-1438124000.0,,-1438124000.0,-75727000.0,710080000.0,710080000.0,-9037000.0,937000.0,1147960000.0,-233640000.0,1381600000.0,1381079000.0,521000.0,521000.0,-7421000.0,-1178035000.0,27522000.0,-59872000.0,25714000.0,55633000.0,-1486000.0,0.0,-12326000.0,-12326000.0,175412000.0,175412000.0,75080000.0,75080000.0,100332000.0,,476170000.0,2022-12-31,,
526654000.0,0.0,-34590504000.0,33915921000.0,-102854000.0,1688663000.0,0.0,1912657000.0,4682000.0,-228676000.0,-769447000.0,-769447000.0,-2947000.0,9849000.0,-101766000.0,-101766000.0,0.0,0.0,-674583000.0,17183000.0,-33885565000.0,33902748000.0,-691766000.0,-704939000.0,13173000.0,-88737000.0,-88737000.0,-14326000.0,28443000.0,,28443000.0,-102854000.0,629508000.0,629508000.0,-83598000.0,-14620000.0,848577000.0,-26657000.0,875234000.0,1010093000.0,-134859000.0,-134859000.0,64208000.0,-235480000.0,-746283000.0,-801330000.0,55075000.0,23499000.0,10948000.0,0.0,-49399000.0,-49399000.0,244770000.0,244770000.0,143428000.0,143428000.0,101342000.0,,428213000.0,2023-03-31,,
640654000.0,-100000000.0,-14011195000.0,14114739000.0,-104281000.0,1548253000.0,0.0,1688663000.0,15657000.0,-156067000.0,-81873000.0,-81873000.0,-4849000.0,18366000.0,-98934000.0,-98934000.0,-100000000.0,-100000000.0,103544000.0,,,,108005000.0,-49791711000.0,49899716000.0,-819129000.0,-819129000.0,22177000.0,-737025000.0,,-737025000.0,-104281000.0,744935000.0,744935000.0,-106241000.0,6925000.0,1195458000.0,96637000.0,1098821000.0,1122514000.0,-23693000.0,-23693000.0,38648000.0,43538000.0,-1390810000.0,-1388679000.0,90831000.0,20567000.0,11802000.0,0.0,-28243000.0,-28243000.0,277006000.0,277006000.0,171335000.0,171335000.0,105671000.0,,479213000.0,2023-06-30,,
1651314000.0,-273514000.0,-28449838000.0,28408137000.0,-175497000.0,2752889000.0,0.0,1548253000.0,-31720000.0,1236356000.0,-407014000.0,-407014000.0,-4534000.0,11074000.0,-98339000.0,-98339000.0,-273514000.0,-273514000.0,-41701000.0,,,,-72249000.0,49738053000.0,-49810302000.0,-183441000.0,-183441000.0,-1540000.0,-6404000.0,0.0,-6404000.0,-175497000.0,1826811000.0,1826811000.0,1073418000.0,-393205000.0,2766422000.0,214772000.0,2551650000.0,2589765000.0,-38115000.0,-38115000.0,13606000.0,-813391000.0,-500014000.0,-461905000.0,132506000.0,24925000.0,33125000.0,0.0,-28896000.0,-28896000.0,283660000.0,283660000.0,172175000.0,172175000.0,111485000.0,-40665000.0,348980000.0,2023-09-30,,
810940000.0,-385533000.0,-11272214000.0,11261745000.0,-74217000.0,3036121000.0,,2752889000.0,15544000.0,267688000.0,-551669000.0,-551669000.0,-60903000.0,10926000.0,-105690000.0,-105690000.0,-385533000.0,-385533000.0,-10469000.0,-16899000.0,-11188576000.0,11171677000.0,6430000.0,-83638000.0,90068000.0,-65800000.0,-65800000.0,8417000.0,0.0,,0.0,-74217000.0,885157000.0,885157000.0,-54365000.0,-92174000.0,1565600000.0,-238967000.0,1804567000.0,1765103000.0,39464000.0,39464000.0,16296000.0,-1095530000.0,-448557000.0,-504086000.0,-34436000.0,63076000.0,15798000.0,,3430000.0,3430000.0,278445000.0,278445000.0,168336000.0,168336000.0,110109000.0,,603008000.0,2023-12-31,10201000.0,10201000.0
