tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,write_off,impairment_of_capital_assets,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,depreciation_income_statement,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-9888516.0,0.198,879615000.0,-49942000.0,-49942000.0,479745000.0,175412000.0,60697407000.0,829673000.0,654261000.0,-46016000.0,60806000.0,14790000.0,519798484.0,479745000.0,62163747000.0,633143000.0,206327000.0,204032000.0,2.33,2.35,479745000.0,479745000.0,479745000.0,3575000.0,476170000.0,476170000.0,117285000.0,593455000.0,-43614000.0,6328000.0,-49942000.0,12706000.0,0.0,,37236000.0,-46016000.0,60806000.0,14790000.0,683085000.0,1462868000.0,171940000.0,171940000.0,72398000.0,72398000.0,99542000.0,1290928000.0,2145953000.0,60700879000.0,62846832000.0,62846832000.0,2022-12-31
-28268680.0,0.164,1001542000.0,-172370000.0,-172370000.0,435402000.0,244770000.0,61158459000.0,829172000.0,584402000.0,-64109000.0,72272000.0,8163000.0,579503320.0,435402000.0,62724316000.0,560519000.0,204256000.0,202316000.0,2.13,2.15,435402000.0,435402000.0,435402000.0,7189000.0,428213000.0,428213000.0,83917000.0,512130000.0,-156650000.0,15720000.0,-172370000.0,15813000.0,0.0,,156557000.0,-64109000.0,72272000.0,8163000.0,732889000.0,1562553000.0,241466000.0,241466000.0,140785000.0,140785000.0,100681000.0,1321087000.0,2295442000.0,61161763000.0,63457205000.0,63457205000.0,2023-03-31
-3430365.0,0.213,970405000.0,-16105000.0,-16105000.0,479581000.0,277006000.0,64679663000.0,954300000.0,677294000.0,-57864000.0,68466000.0,10602000.0,492255635.0,479581000.0,66260810000.0,670128000.0,204375000.0,202349000.0,2.35,2.37,479581000.0,479581000.0,479581000.0,368000.0,479213000.0,479213000.0,129615000.0,608828000.0,-19541000.0,-3436000.0,-16105000.0,-67102000.0,0.0,0.0,83207000.0,-57864000.0,68466000.0,10602000.0,686233000.0,1578413000.0,274272000.0,274272000.0,169768000.0,169768000.0,104504000.0,1304141000.0,2264646000.0,64682397000.0,66947043000.0,66947043000.0,2023-06-30
-23236906.366831,0.218275,910646000.0,-106457000.0,-106457000.0,350565000.0,283660000.0,66661445000.0,804189000.0,520529000.0,-60942000.0,74106000.0,13164000.0,433785093.633169,350565000.0,68338933000.0,476941000.0,203395000.0,201338000.0,1.72,1.74,350565000.0,350565000.0,350565000.0,1585000.0,348980000.0,348980000.0,97443000.0,446423000.0,-76033000.0,30424000.0,-106457000.0,13890000.0,0.0,0.0,92567000.0,-60942000.0,74106000.0,13164000.0,583398000.0,1670054000.0,276226000.0,276226000.0,170612000.0,170612000.0,105614000.0,1393828000.0,2253452000.0,66668879000.0,68922331000.0,68922331000.0,2023-09-30
5384990.0,0.23,1097046000.0,23413000.0,23413000.0,601500000.0,278445000.0,69776179000.0,1120459000.0,842014000.0,-40564000.0,58616000.0,18052000.0,583471990.0,601500000.0,71453371000.0,822875000.0,201837000.0,200081000.0,2.98,3.01,601500000.0,601500000.0,601500000.0,-1508000.0,603008000.0,603008000.0,180390000.0,783398000.0,24500000.0,1087000.0,23413000.0,-78917000.0,,,55504000.0,-40564000.0,58616000.0,18052000.0,799462000.0,1669350000.0,270603000.0,270603000.0,166425000.0,166425000.0,104178000.0,1398747000.0,2468812000.0,69784021000.0,72252833000.0,72252833000.0,2023-12-31
