free_cash_flow,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,dividends_received_cfi,net_business_purchase_and_sale,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,dividend_received_cfo,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_interest_payable,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,net_income_from_continuing_operations,date
724433000.0,0.0,749393000.0,-316016000.0,220227000.0,22215000.0,198012000.0,-567057000.0,-567057000.0,-29435000.0,-418180000.0,,-151884000.0,-901277000.0,,749393000.0,0.0,749393000.0,-275380000.0,-275380000.0,38383000.0,2253000.0,,,-316016000.0,1040449000.0,1040449000.0,37063000.0,233137000.0,279930000.0,-322616000.0,,,-322616000.0,-322616000.0,102884000.0,172939000.0,172939000.0,45876000.0,118607000.0,118607000.0,157415000.0,157415000.0,-36570000.0,-36570000.0,484921000.0,2022-12-31
932000000.0,-425000000.0,50000000.0,-289000000.0,680000000.0,220000000.0,460000000.0,-808000000.0,-808000000.0,-6000000.0,-427000000.0,-427000000.0,-375000000.0,0.0,0.0,-375000000.0,-425000000.0,50000000.0,47000000.0,47000000.0,328000000.0,8000000.0,,,-289000000.0,1221000000.0,1221000000.0,43000000.0,-19000000.0,-35000000.0,-333000000.0,-96000000.0,-96000000.0,-237000000.0,-237000000.0,20000000.0,329000000.0,329000000.0,-259000000.0,285000000.0,285000000.0,162000000.0,162000000.0,-40000000.0,-40000000.0,1049000000.0,2023-03-31
467000000.0,-515000000.0,10000000.0,-305000000.0,106000000.0,680000000.0,-574000000.0,-946000000.0,-946000000.0,-13000000.0,-428000000.0,-428000000.0,-505000000.0,,,-505000000.0,-515000000.0,10000000.0,-400000000.0,-400000000.0,5000000.0,8000000.0,,,-305000000.0,772000000.0,772000000.0,43000000.0,-25000000.0,-62000000.0,-110000000.0,,,-206000000.0,-206000000.0,20000000.0,127000000.0,127000000.0,25000000.0,134000000.0,134000000.0,170000000.0,170000000.0,-43000000.0,-43000000.0,468000000.0,2023-06-30
522000000.0,-100000000.0,5238000000.0,-398000000.0,284000000.0,106000000.0,178000000.0,4664000000.0,4664000000.0,-46000000.0,-428000000.0,,5138000000.0,,,5138000000.0,-100000000.0,5238000000.0,-5406000000.0,-5406000000.0,1000000.0,2000000.0,-5011000000.0,-5011000000.0,-398000000.0,920000000.0,920000000.0,48000000.0,74000000.0,40000000.0,481000000.0,,,481000000.0,481000000.0,-144000000.0,-303000000.0,-303000000.0,36000000.0,180000000.0,180000000.0,177000000.0,177000000.0,-49000000.0,-49000000.0,454000000.0,2023-09-30
905000000.0,-260000000.0,0.0,-603000000.0,338000000.0,284000000.0,54000000.0,-809000000.0,-809000000.0,7000000.0,-556000000.0,,-260000000.0,,,-260000000.0,-260000000.0,0.0,-645000000.0,-645000000.0,29000000.0,32000000.0,-103000000.0,-103000000.0,-603000000.0,1508000000.0,1508000000.0,68000000.0,328000000.0,252000000.0,-100000000.0,,,-100000000.0,-100000000.0,222000000.0,-46000000.0,-46000000.0,4000000.0,230000000.0,230000000.0,260000000.0,260000000.0,-70000000.0,-70000000.0,688000000.0,2023-12-31
