treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_note_receivables,non_current_accounts_receivable,financial_assets,investments_and_advances,other_investments,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,finished_goods,raw_materials,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
20220227.0,71474581.0,91694808.0,320283000.0,711110000.0,1211350000.0,1942458000.0,1202632000.0,1211350000.0,37143000.0,1268491000.0,1942458000.0,1268491000.0,1268491000.0,-7179000.0,-7179000.0,155947000.0,257022000.0,1174594000.0,1000.0,1000.0,0.0,1583403000.0,980757000.0,15358000.0,254289000.0,248003000.0,1000.0,711110000.0,37143000.0,673967000.0,602646000.0,6358000.0,380436000.0,380436000.0,811000.0,215041000.0,141564000.0,73477000.0,13559000.0,59918000.0,2851894000.0,1046616000.0,24988000.0,253124000.0,156866000.0,5210000.0,45170000.0,,452770000.0,452770000.0,57141000.0,12158000.0,44983000.0,208213000.0,-77895000.0,286108000.0,62283000.0,95540000.0,50799000.0,25874000.0,51612000.0,0.0,1805278000.0,73022000.0,202471000.0,129731000.0,72740000.0,555092000.0,196902000.0,358190000.0,-2176000.0,360366000.0,974693000.0,621009000.0,353684000.0,209940000.0,143744000.0,2022-12-31
20220227.0,73874062.0,94094289.0,411310000.0,709769000.0,1346743000.0,2077719000.0,1436569000.0,1346743000.0,35045000.0,1402995000.0,2077719000.0,1402995000.0,1402995000.0,-5319000.0,-5319000.0,155947000.0,302161000.0,1262099000.0,1000.0,1000.0,0.0,1604954000.0,988827000.0,20709000.0,258349000.0,250366000.0,0.0,709769000.0,35045000.0,674724000.0,616127000.0,7510000.0,422022000.0,422022000.0,,186595000.0,113121000.0,73474000.0,7486000.0,65988000.0,3007949000.0,955253000.0,168173000.0,171122000.0,171122000.0,4467000.0,54886000.0,18887000.0,308792000.0,308792000.0,56252000.0,11270000.0,44982000.0,172674000.0,,172674000.0,,172674000.0,,,,,2052696000.0,142319000.0,220268000.0,133661000.0,86607000.0,596756000.0,216869000.0,379887000.0,-2029000.0,381916000.0,1093353000.0,829939000.0,263414000.0,49968000.0,213446000.0,2023-03-31
20220227.0,74763004.0,94983231.0,201315000.0,709505000.0,1365420000.0,2120516000.0,1487411000.0,1365420000.0,33987000.0,1444998000.0,2120516000.0,1444998000.0,1444998000.0,-6726000.0,-6726000.0,155947000.0,314581000.0,1293089000.0,1000.0,1000.0,0.0,1632406000.0,1007167000.0,20655000.0,277007000.0,265458000.0,2782000.0,709505000.0,33987000.0,675518000.0,625239000.0,7359000.0,426729000.0,426729000.0,,191151000.0,112337000.0,78814000.0,5825000.0,72989000.0,3077404000.0,964754000.0,177903000.0,198581000.0,198581000.0,5278000.0,75200000.0,17692000.0,231426000.0,231426000.0,79578000.0,21837000.0,57741000.0,179096000.0,,179096000.0,,179096000.0,,,,,2112650000.0,101572000.0,249767000.0,153300000.0,96467000.0,627366000.0,255306000.0,372060000.0,-1950000.0,374010000.0,1133945000.0,659742000.0,474203000.0,253757000.0,220446000.0,2023-06-30
20220227.0,74931697.0,95151924.0,270273000.0,711644000.0,1443449000.0,2197432000.0,1540014000.0,1443449000.0,35329000.0,1521117000.0,2197432000.0,1521117000.0,1521117000.0,-12869000.0,-12869000.0,155947000.0,373978000.0,1315954000.0,1000.0,1000.0,0.0,1733066000.0,1015239000.0,21898000.0,281697000.0,270082000.0,2467000.0,711644000.0,35329000.0,676315000.0,717827000.0,9492000.0,471360000.0,471360000.0,,236975000.0,146940000.0,90035000.0,,90035000.0,3254183000.0,996342000.0,194543000.0,213831000.0,213831000.0,4381000.0,78663000.0,,240299000.0,240299000.0,77668000.0,20324000.0,57344000.0,186957000.0,,186957000.0,,186957000.0,,,,,2257841000.0,103789000.0,260119000.0,155747000.0,104372000.0,703353000.0,260523000.0,442830000.0,-2144000.0,444974000.0,1190580000.0,784538000.0,406042000.0,181605000.0,224437000.0,2023-09-30
,74931697.0,74931697.0,78568000.0,710663000.0,1534550000.0,2289147000.0,1596680000.0,1534550000.0,33550000.0,1612034000.0,2289147000.0,1612034000.0,1612034000.0,-10679000.0,-10679000.0,155947000.0,431249000.0,1347410000.0,1000.0,1000.0,0.0,1824811000.0,1024842000.0,20985000.0,293194000.0,281852000.0,0.0,710663000.0,33550000.0,677113000.0,799969000.0,9787000.0,513626000.0,513626000.0,,276556000.0,182446000.0,94110000.0,5784000.0,88326000.0,3436845000.0,1040196000.0,19229000.0,394767000.0,229513000.0,2588000.0,77710000.0,,231730000.0,231730000.0,77484000.0,19539000.0,57945000.0,236688000.0,-105224000.0,341912000.0,55397000.0,141400000.0,61411000.0,32092000.0,51612000.0,0.0,2396649000.0,112786000.0,269855000.0,165743000.0,104112000.0,693469000.0,275779000.0,417690000.0,-2392000.0,420082000.0,1320539000.0,721994000.0,598545000.0,191802000.0,406743000.0,2023-12-31
