tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,write_off,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.179369,184551000.0,,,117557000.0,29780000.0,773139000.0,184551000.0,154771000.0,-11519000.0,11519000.0,117557000.0,117557000.0,1021572000.0,150412000.0,105325000.0,104488000.0,1.12,1.13,117557000.0,117557000.0,117557000.0,117557000.0,117557000.0,25695000.0,143252000.0,4359000.0,4359000.0,,,-11519000.0,11519000.0,150412000.0,248433000.0,248433000.0,398845000.0,773139000.0,1171984000.0,1171984000.0,2022-10-31
0.0,0.186,173719000.0,,,106860000.0,28281000.0,752916000.0,173719000.0,145438000.0,-14124000.0,14124000.0,106860000.0,106860000.0,1012413000.0,136427000.0,105577000.0,104501000.0,1.01,1.02,106860000.0,106860000.0,106860000.0,106860000.0,106860000.0,24454000.0,131314000.0,9011000.0,9011000.0,,,-14124000.0,14124000.0,136427000.0,259497000.0,259497000.0,395924000.0,752916000.0,1148840000.0,1148840000.0,2023-01-31
0.0,0.206,253386000.0,,,167465000.0,27856000.0,859605000.0,253386000.0,225530000.0,-14711000.0,14711000.0,167465000.0,167465000.0,1120530000.0,218796000.0,105571000.0,104650000.0,1.59,1.6,167465000.0,167465000.0,167465000.0,167465000.0,167465000.0,43354000.0,210819000.0,6734000.0,6734000.0,,,-14711000.0,14711000.0,218796000.0,260925000.0,260925000.0,479721000.0,859605000.0,1339326000.0,1339326000.0,2023-04-30
-31765230.0,0.21,164929000.0,-151263000.0,-151263000.0,-14963000.0,27242000.0,709430000.0,13666000.0,-13576000.0,-14987000.0,14987000.0,104534770.0,-14963000.0,949593000.0,-19072000.0,104286000.0,104286000.0,-0.14,-0.14,-14963000.0,-14963000.0,-14963000.0,-14963000.0,-14963000.0,-13600000.0,-28563000.0,-145767000.0,5496000.0,-151263000.0,151263000.0,-14987000.0,14987000.0,132191000.0,240163000.0,240163000.0,372354000.0,709430000.0,1081784000.0,1081784000.0,2023-07-31
-7062.049925,0.190866,137666000.0,-37000.0,-37000.0,70338000.0,35821000.0,653649000.0,137629000.0,101808000.0,-14878000.0,14878000.0,70367937.950075,70338000.0,888664000.0,94549000.0,104900000.0,104200000.0,0.67,0.67,70338000.0,70338000.0,70338000.0,70338000.0,70338000.0,16592000.0,86930000.0,7222000.0,7259000.0,-37000.0,,-14878000.0,14878000.0,94586000.0,235015000.0,235015000.0,329601000.0,653649000.0,983250000.0,983250000.0,2023-10-31
0.0,0.19,127000000.0,,,64900000.0,30700000.0,657400000.0,127000000.0,96300000.0,-16200000.0,16200000.0,64900000.0,64900000.0,913300000.0,88600000.0,104700000.0,104400000.0,0.62,0.62,64900000.0,64900000.0,64900000.0,64900000.0,64900000.0,15200000.0,80100000.0,7700000.0,7700000.0,,,-16200000.0,16200000.0,88600000.0,255900000.0,255900000.0,344500000.0,657400000.0,1001900000.0,1001900000.0,2024-01-31
