ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,dividends_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,current_assets,assets_held_for_sale_current,restricted_cash,prepaid_assets,inventory,other_inventories,finished_goods,receivables,other_receivables,taxes_receivable,loans_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,other_short_term_investments
225840443.0,225840443.0,1579134000.0,2722321000.0,8778293000.0,11546336000.0,11518919000.0,8778293000.0,90083000.0,8914098000.0,11546336000.0,8914098000.0,8914098000.0,0.0,5581702000.0,3330138000.0,2258000.0,2258000.0,0.0,5882417000.0,3297952000.0,12378000.0,239459000.0,215446000.0,215446000.0,2722321000.0,90083000.0,2632238000.0,108348000.0,2584465000.0,72058000.0,783556000.0,783556000.0,1728851000.0,1027471000.0,41135000.0,701380000.0,36696000.0,98709000.0,98709000.0,565975000.0,14796515000.0,693131000.0,54472000.0,82348000.0,82348000.0,146759000.0,146759000.0,135805000.0,66905000.0,68900000.0,273747000.0,-242300000.0,516047000.0,516047000.0,14103384000.0,42254000.0,41449000.0,702279000.0,11326017000.0,72058000.0,11326017000.0,938281000.0,193047000.0,24281000.0,677207000.0,43746000.0,1053104000.0,1053104000.0,2022-12-31,
223522000.0,223522000.0,1088059000.0,2366084000.0,9130674000.0,11629893000.0,10266860000.0,9130674000.0,,9263809000.0,11629893000.0,9263809000.0,9263809000.0,0.0,5916569000.0,3345005000.0,2235000.0,2235000.0,,5567233000.0,2606688000.0,,,240604000.0,240604000.0,2366084000.0,,2366084000.0,,2960545000.0,,796384000.0,796384000.0,2164161000.0,1675404000.0,,488757000.0,,,,488757000.0,14831042000.0,1603637000.0,1246492000.0,79346000.0,79346000.0,144664000.0,144664000.0,133135000.0,64205000.0,68930000.0,,,,,13227405000.0,48036000.0,48829000.0,,11431877000.0,86850000.0,11431877000.0,420638000.0,,,420638000.0,,1278025000.0,1278025000.0,2023-03-31,
219892000.0,219892000.0,620062000.0,2348775000.0,9574512000.0,12053800000.0,10702955000.0,9574512000.0,,9705025000.0,12053800000.0,9705025000.0,9705025000.0,0.0,6348508000.0,3354318000.0,2199000.0,2199000.0,,5520891000.0,2644213000.0,,,295438000.0,295438000.0,2348775000.0,,2348775000.0,,2876678000.0,,797249000.0,797249000.0,2079429000.0,1536010000.0,,543419000.0,,,,543419000.0,15225916000.0,1646283000.0,1295539000.0,68936000.0,68936000.0,151295000.0,151295000.0,130513000.0,61583000.0,68930000.0,,,,,13579633000.0,34324000.0,49067000.0,,11335048000.0,143302000.0,11335048000.0,432481000.0,,,432481000.0,,1728713000.0,1728713000.0,2023-06-30,
216135000.0,216135000.0,558320000.0,2406771000.0,9884611000.0,12419272000.0,10967859000.0,9884611000.0,,10012501000.0,12419272000.0,10012501000.0,10012501000.0,0.0,6649281000.0,3361059000.0,2161000.0,2161000.0,,5704762000.0,2738137000.0,,,331366000.0,331366000.0,2406771000.0,,2406771000.0,,2966625000.0,,769893000.0,769893000.0,2196732000.0,1629171000.0,,567561000.0,,,,567561000.0,15717263000.0,1782779000.0,1426747000.0,65855000.0,65855000.0,162287000.0,162287000.0,127890000.0,58960000.0,68930000.0,,,,,13934484000.0,35116000.0,51110000.0,,11585447000.0,,11585447000.0,414360000.0,,,414360000.0,,1848451000.0,1848451000.0,2023-09-30,
212557522.0,212557522.0,655262000.0,2553399000.0,10257989000.0,12845102000.0,13812439000.0,10257989000.0,91554000.0,10383257000.0,12845102000.0,10383257000.0,10383257000.0,,7012724000.0,3368407000.0,2126000.0,2126000.0,0.0,5703793000.0,4146419000.0,920100000.0,250372000.0,302155000.0,302155000.0,2553399000.0,91554000.0,2461845000.0,120393000.0,1557374000.0,120522000.0,675091000.0,675091000.0,761761000.0,36433000.0,36433000.0,725328000.0,43916000.0,62400000.0,62400000.0,619012000.0,16087050000.0,717237000.0,61408000.0,64760000.0,64760000.0,166913000.0,166913000.0,125268000.0,56338000.0,68930000.0,298888000.0,-264400000.0,563288000.0,563288000.0,15369813000.0,23831000.0,42594000.0,949244000.0,11795370000.0,,11795370000.0,236127000.0,179249000.0,29950000.0,,26928000.0,2322647000.0,1806583000.0,2023-12-31,516064000.0
210658000.0,210658000.0,771627000.0,2491189000.0,10639225000.0,13253142000.0,11562670000.0,10639225000.0,,10761953000.0,13253142000.0,10761953000.0,10761953000.0,,7367647000.0,3392199000.0,2107000.0,2107000.0,,5734277000.0,2827969000.0,,,336780000.0,336780000.0,2491189000.0,,2491189000.0,,2906308000.0,,698775000.0,698775000.0,2207533000.0,1632462000.0,,575071000.0,,,,575071000.0,16496230000.0,2027252000.0,1638458000.0,61949000.0,61949000.0,204117000.0,204117000.0,122728000.0,53798000.0,68930000.0,,,,,14468978000.0,24838000.0,46527000.0,,12107212000.0,,12107212000.0,,,,,,2290401000.0,1719562000.0,2024-03-31,570839000.0
