tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,impairment_of_capital_assets,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-3354479.097545,0.188454,369400000.0,-17800000.0,-17800000.0,121900000.0,152500000.0,1382000000.0,351600000.0,199100000.0,-47600000.0,48400000.0,136345520.902455,119400000.0,1522600000.0,191500000.0,133700000.0,133000000.0,0.89,0.9,119400000.0,119400000.0,119400000.0,-400000.0,119800000.0,-2500000.0,122300000.0,28400000.0,150700000.0,-11000000.0,6800000.0,-17800000.0,-17700000.0,100000.0,-47600000.0,48400000.0,209300000.0,140600000.0,14200000.0,126400000.0,349900000.0,1382000000.0,1731900000.0,1731900000.0,2022-12-31
202300.0,0.119,335300000.0,1700000.0,1700000.0,122800000.0,148400000.0,1347000000.0,337000000.0,188600000.0,-49000000.0,49000000.0,121302300.0,120700000.0,1463500000.0,187200000.0,133700000.0,133200000.0,0.9,0.91,120700000.0,120700000.0,120700000.0,-200000.0,120900000.0,-2100000.0,123000000.0,16600000.0,139600000.0,3100000.0,1400000.0,1700000.0,1700000.0,0.0,-49000000.0,49000000.0,185500000.0,116500000.0,-800000.0,117300000.0,302000000.0,1347000000.0,1649000000.0,1423000000.0,2023-03-31
3807600.0,0.228,589200000.0,16700000.0,16700000.0,312300000.0,154900000.0,1529600000.0,605900000.0,451000000.0,-46700000.0,46700000.0,299407600.0,308600000.0,1678500000.0,451100000.0,133800000.0,133200000.0,2.31,2.32,308600000.0,308600000.0,308600000.0,0.0,308600000.0,-3700000.0,312300000.0,92000000.0,404300000.0,16600000.0,-100000.0,16700000.0,16700000.0,,-46700000.0,46700000.0,434400000.0,148900000.0,9800000.0,139100000.0,583300000.0,1529600000.0,2112900000.0,1848400000.0,2023-06-30
-5616000.0,0.234,597600000.0,-24000000.0,-24000000.0,279300000.0,161100000.0,1594800000.0,573600000.0,412500000.0,-46600000.0,46600000.0,297684000.0,276500000.0,1742900000.0,418900000.0,133700000.0,133000000.0,2.07,2.08,276500000.0,276500000.0,276500000.0,-800000.0,277300000.0,-2800000.0,280100000.0,85800000.0,365900000.0,-30400000.0,-6400000.0,-24000000.0,4300000.0,28300000.0,-46600000.0,46600000.0,442900000.0,148100000.0,4200000.0,143900000.0,591000000.0,1594800000.0,2185800000.0,2185800000.0,2023-09-30
16784968.68476,0.313152,488200000.0,53600000.0,53600000.0,229600000.0,152600000.0,1362100000.0,541800000.0,389200000.0,-37400000.0,53900000.0,192784968.68476,227400000.0,1517800000.0,370100000.0,133500000.0,132700000.0,1.7,1.71,227400000.0,227400000.0,227400000.0,-700000.0,228100000.0,-2200000.0,230300000.0,105000000.0,335300000.0,56200000.0,2600000.0,53600000.0,53600000.0,0.0,-37400000.0,53900000.0,316500000.0,155700000.0,13300000.0,142400000.0,472200000.0,1362100000.0,1834300000.0,1834300000.0,2023-12-31
