ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,other_equity_interest,gains_losses_not_affecting_retained_earnings,foreign_currency_translation_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_prepaid_assets,non_current_accounts_receivable,investments_and_advances,other_investments,investmentin_financial_assets,available_for_sale_securities,goodwill_and_other_intangible_assets,other_intangible_assets,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,restricted_cash,prepaid_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,other_receivables,taxes_receivable,accrued_interest_receivable,accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,non_current_deferred_revenue,dueto_related_parties_current
330134480.0,330134480.0,284534000.0,675627000.0,1005244000.0,801331000.0,675627000.0,23602000.0,744312000.0,1005244000.0,744312000.0,744312000.0,39049000.0,14671000.0,14671000.0,-966456000.0,1657015000.0,33000.0,33000.0,586651000.0,288863000.0,233000.0,7659000.0,280971000.0,20039000.0,260932000.0,297788000.0,67000000.0,451000.0,451000.0,3563000.0,3563000.0,226774000.0,149282000.0,77492000.0,33812000.0,10787000.0,32893000.0,1330963000.0,231844000.0,,1092000.0,395000.0,0.0,,0.0,,68685000.0,68685000.0,161672000.0,-25209000.0,186881000.0,21974000.0,15098000.0,28217000.0,46255000.0,68091000.0,7246000.0,0.0,1099119000.0,1270000.0,16327000.0,10354000.0,2675000.0,690000.0,6989000.0,45518000.0,41512000.0,2399000.0,1517000.0,90000.0,90000.0,1025650000.0,239619000.0,786031000.0,2022-12-31,,
330929132.0,330929132.0,314761000.0,557320000.0,919021000.0,677216000.0,557320000.0,48897000.0,653157000.0,919021000.0,653157000.0,653157000.0,,653124000.0,,,,33000.0,33000.0,556202000.0,318021000.0,224000.0,7631000.0,310166000.0,44302000.0,265864000.0,238181000.0,47000000.0,457000.0,457000.0,4595000.0,4595000.0,186129000.0,,186129000.0,146378000.0,9940000.0,29811000.0,1209359000.0,293962000.0,1062000.0,93548000.0,,4366000.0,4366000.0,4366000.0,4366000.0,95837000.0,95837000.0,192697000.0,,192697000.0,,2193000.0,190504000.0,,,,,915397000.0,1283000.0,,12176000.0,,,,51817000.0,51761000.0,,,56000.0,,850121000.0,190071000.0,660050000.0,2023-03-31,,
362712303.0,362712303.0,318616000.0,1285393000.0,1677645000.0,1411480000.0,1285393000.0,48002000.0,1407031000.0,1677645000.0,1407031000.0,1407031000.0,,1406995000.0,,,,36000.0,36000.0,523628000.0,322246000.0,152000.0,7036000.0,315058000.0,44444000.0,270614000.0,201382000.0,,435000.0,435000.0,3558000.0,3558000.0,197389000.0,123849000.0,73540000.0,38438000.0,13558000.0,21544000.0,1930659000.0,317797000.0,1414000.0,119173000.0,,4209000.0,,4209000.0,4209000.0,121638000.0,121638000.0,190536000.0,-29254000.0,219790000.0,,1061000.0,218729000.0,,,,,1612862000.0,1246000.0,18742000.0,15196000.0,3752000.0,2143000.0,9301000.0,62895000.0,46781000.0,1050000.0,0.0,15064000.0,,1514783000.0,281570000.0,1233213000.0,2023-06-30,,
362712303.0,362712303.0,320508000.0,1199630000.0,1615542000.0,1333574000.0,1199630000.0,44602000.0,1339636000.0,1615542000.0,1339636000.0,1339636000.0,44613000.0,966000.0,966000.0,-1339892000.0,2633913000.0,36000.0,36000.0,499698000.0,324476000.0,119000.0,6764000.0,317593000.0,41687000.0,275906000.0,175222000.0,,630000.0,630000.0,2915000.0,2915000.0,171677000.0,114770000.0,56907000.0,28114000.0,11620000.0,17173000.0,1839334000.0,330538000.0,1531000.0,,,4268000.0,,4268000.0,4268000.0,140006000.0,140006000.0,184733000.0,-31960000.0,216693000.0,,419000.0,216274000.0,,,,,1508796000.0,356000.0,16902000.0,18014000.0,3990000.0,2287000.0,11737000.0,49687000.0,48431000.0,1236000.0,0.0,20000.0,,1423837000.0,460367000.0,963470000.0,2023-09-30,,
363822069.0,363822069.0,328672000.0,1096094000.0,1532699000.0,1281381000.0,1096094000.0,47344000.0,1251371000.0,1532699000.0,1251371000.0,1251371000.0,54621000.0,44304000.0,44304000.0,-1484710000.0,2637120000.0,36000.0,36000.0,597238000.0,380820000.0,56000.0,55267000.0,325497000.0,44169000.0,281328000.0,216418000.0,,53078000.0,53078000.0,3175000.0,3175000.0,160165000.0,102436000.0,57729000.0,28282000.0,9287000.0,19560000.0,1848609000.0,350810000.0,,1208000.0,285000.0,4362000.0,,4362000.0,4362000.0,155277000.0,155277000.0,189678000.0,-35002000.0,224680000.0,23117000.0,3490000.0,72689000.0,49142000.0,69161000.0,7081000.0,0.0,1497799000.0,357000.0,12231000.0,19433000.0,3288000.0,2990000.0,13155000.0,157061000.0,56256000.0,717000.0,47000.0,100041000.0,,1308717000.0,31004000.0,1277713000.0,2023-12-31,47962000.0,600000.0
