tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,otherunder_preferred_stock_dividend,preferred_stock_dividends,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,other_special_charges,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_taxes,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
703567.681007,0.156348,598300000.0,4500000.0,4500000.0,244500000.0,216200000.0,1054600000.0,602800000.0,386600000.0,-101100000.0,100700000.0,700000.0,240703567.681007,244500000.0,1338000000.0,365500000.0,,,,,229300000.0,,230800000.0,,13700000.0,244500000.0,3300000.0,241200000.0,241200000.0,44700000.0,285900000.0,20400000.0,15900000.0,-5500000.0,-1100000.0,300000.0,-101100000.0,100700000.0,700000.0,366600000.0,283400000.0,67200000.0,216200000.0,216200000.0,650000000.0,1054600000.0,1704600000.0,1683600000.0,2022-12-31
0.0,0.203,739400000.0,0.0,0.0,333000000.0,206900000.0,1156300000.0,739400000.0,532500000.0,-107100000.0,108900000.0,1800000.0,333000000.0,333000000.0,1435000000.0,531000000.0,447100000.0,412800000.0,0.71,0.77,319200000.0,,319200000.0,,13800000.0,333000000.0,-4800000.0,337800000.0,337800000.0,85800000.0,423600000.0,-300000.0,-300000.0,0.0,0.0,-4800000.0,-107100000.0,108900000.0,1800000.0,531000000.0,278700000.0,71800000.0,206900000.0,206900000.0,809700000.0,1156300000.0,1966000000.0,1896100000.0,2023-03-31
69900.0,0.233,403700000.0,300000.0,300000.0,58800000.0,233100000.0,621400000.0,404000000.0,170900000.0,-108700000.0,110500000.0,1800000.0,58569900.0,58800000.0,921400000.0,168900000.0,446800000.0,413300000.0,0.09,0.1,40300000.0,400000.0,39900000.0,6200000.0,12700000.0,58800000.0,12500000.0,46300000.0,46300000.0,14100000.0,60400000.0,500000.0,200000.0,300000.0,300000.0,-4400000.0,-108700000.0,110500000.0,1800000.0,168600000.0,300000000.0,66900000.0,233100000.0,233100000.0,468600000.0,621400000.0,1090000000.0,1067200000.0,2023-06-30
7400.0,0.037,442100000.0,200000.0,200000.0,85100000.0,210900000.0,522500000.0,442300000.0,231400000.0,-126500000.0,129200000.0,2700000.0,84907400.0,85100000.0,794600000.0,233000000.0,448300000.0,413500000.0,0.17,0.19,77300000.0,300000.0,77000000.0,0.0,8100000.0,85100000.0,-13300000.0,98400000.0,98400000.0,3800000.0,102200000.0,-4100000.0,-4300000.0,200000.0,200000.0,,-126500000.0,129200000.0,2700000.0,232800000.0,272100000.0,61200000.0,210900000.0,210900000.0,504900000.0,522500000.0,1027400000.0,1002600000.0,2023-09-30
-817566.974089,0.157224,642800000.0,-5200000.0,-5200000.0,237400000.0,257300000.0,728000000.0,637600000.0,380300000.0,-138300000.0,152600000.0,2700000.0,241782433.025911,237400000.0,1056000000.0,362600000.0,,,,,224700000.0,,225600000.0,3600000.0,8200000.0,237400000.0,45500000.0,191900000.0,191900000.0,35800000.0,227700000.0,0.0,5200000.0,-5200000.0,-3400000.0,,-138300000.0,152600000.0,2700000.0,366000000.0,328000000.0,70700000.0,257300000.0,257300000.0,694000000.0,728000000.0,1422000000.0,1381900000.0,2023-12-31
